com.samsung.health.food_intake,1144003,4
unit,pkg_name,amount,meal_type,time_offset,start_time,comment,calorie,deviceuuid,custom,food_info_id,datauuid,create_time,name,update_time
120001,com.sec.android.app.shealth,1.000000,100001,32400000,2021. 07. 03. 오후 12:11:31,,21.000000,m5awt1XVZi,,2C5500D8-9C5C-4F5A-9DBB-02258E187469,4685C5C0-36F5-467F-9F6D-D112713A10E3,2021. 07. 03. 오후 12:15:01,총각김치,2021. 07. 03. 오후 12:15:01,
120001,com.sec.android.app.shealth,1.000000,100001,32400000,2021. 07. 03. 오후 12:11:31,,316.000000,m5awt1XVZi,,01343B99-6F12-4392-883D-044959B515FD,1C839B7C-68BA-471C-AE4D-D10C39F76C9B,2021. 07. 03. 오후 12:15:01,쌀밥,2021. 07. 03. 오후 12:15:01,
120001,com.sec.android.app.shealth,1.000000,100001,32400000,2021. 07. 03. 오후 12:11:31,,232.000000,m5awt1XVZi,,2BE4C7B8-4B77-40DA-9916-31F4500C4384,26068AD1-909D-4B95-B3F2-EAB6948F23B9,2021. 07. 03. 오후 12:15:01,감자찌개,2021. 07. 03. 오후 12:15:01,
120001,com.sec.android.app.shealth,1.000000,100001,32400000,2021. 07. 03. 오후 12:11:31,,78.000000,m5awt1XVZi,,0AC1F4A0-FDDE-4786-ACCD-54CB40457650,D51A668A-E7F1-4E03-81AA-36D6EA062A38,2021. 07. 03. 오후 12:15:01,감자야채볶음,2021. 07. 03. 오후 12:15:01,

