com.samsung.shealth.rewards,1144003,4
is_visible,pkg_name,number_of_streak,time_offset,exercise_type,source_pkg_name,start_time,device_type,program_id,title,deviceuuid,exercise_session_id,controller_id,end_time,extra_data,datauuid,create_time,update_time
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,10009,,tracker_pedometer_reward_target_achieved,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오전 12:00:00,""{
  "mTarget" : 6000,
  "mValue" : 21564
}"",b4d1481e-bc0a-482a-8784-bf17e0e541ad,2021. 07. 05. 오후 3:32:24,2021. 09. 20. 오후 3:59:53,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,10009,,tracker_pedometer_reward_most_walking_day,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오후 3:32:24,""{
  "mTarget" : -1,
  "mValue" : 20772
}"",0299af28-fcfe-4d41-ad9c-0e9b7d354263,2021. 07. 05. 오후 3:32:24,2021. 07. 05. 오후 3:32:24,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,100003,,tracker_pedometer_reward_target_achieved,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오전 12:00:00,""{
  "mTarget" : 6000,
  "mValue" : 21926
}"",4852107c-c792-4dde-b1ec-d361c4c8a8d1,2021. 07. 05. 오후 3:32:26,2021. 07. 20. 오전 9:41:12,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,100003,,tracker_pedometer_reward_most_walking_day,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오전 9:00:00,""{
  "mTarget" : -1,
  "mValue" : 21926
}"",df00cc13-4981-4bf4-b3e6-fa3d5fcaf569,2021. 07. 05. 오후 3:32:26,2021. 07. 05. 오후 6:17:25,
1,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 12:00:00,,,goal_activity_reward_goal_achieved,m5awt1XVZi,,goal.activity,2021. 07. 05. 오전 12:00:00,""{
  "mValue2" : 60,
  "mValue" : 277,
  "mIsCompleted" : false
}"",47e52577-cdad-4aa2-ae6f-94f2eda8ccc3,2021. 07. 05. 오후 3:32:26,2021. 07. 05. 오후 6:17:25,
1,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 12:00:00,,,goal_activity_reward_most_active_day,m5awt1XVZi,,goal.activity,2021. 07. 05. 오전 12:00:00,""{
  "mValue2" : 0,
  "mValue" : 277,
  "mIsCompleted" : false
}"",d4cfc0bf-5514-40bb-b418-8e0152dad127,2021. 07. 05. 오후 3:32:26,2021. 07. 05. 오후 6:17:25,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,100003,,tracker_pedometer_reward_most_walking_day,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오전 12:00:00,""{
  "mTarget" : -1,
  "mValue" : 20877
}"",52419588-94f7-43c0-8a8f-49ec11d67903,2021. 07. 05. 오후 3:32:27,2021. 07. 05. 오후 3:32:27,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,10009,,tracker_pedometer_reward_most_walking_day,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오전 9:00:00,""{
  "mTarget" : -1,
  "mValue" : 20772
}"",ed6c0547-be43-4fe5-90dd-83f97cf21db1,2021. 07. 05. 오후 3:32:27,2021. 07. 05. 오후 3:32:27,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,10009,,tracker_pedometer_reward_most_walking_day,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오후 3:32:28,""{
  "mTarget" : -1,
  "mValue" : 20772
}"",3599c8da-36ec-4fa6-aeef-28625fdf56b4,2021. 07. 05. 오후 3:32:28,2021. 07. 05. 오후 3:32:28,
0,com.sec.android.app.shealth,,32400000,,,2021. 07. 05. 오전 9:00:00,2599999,,tracker_pedometer_reward_target_achieved,m5awt1XVZi,,tracker.pedometer,2021. 07. 05. 오전 12:00:00,""{
  "mTarget" : 6000,
  "mValue" : 12716
}"",8c610e42-1285-47e7-a1d1-7b22eae9d77c,2021. 07. 05. 오후 3:32:28,2021. 12. 04. 오전 10:14:43,
