com.samsung.shealth.social.leaderboard,6170019,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-28 06:41:17.189,2021-11-28 06:41:17.189,100,6628abe5-99d3-4d21-bbdd-3684808988e6.body.json,101,V57RQzDK0T,com.sec.android.app.shealth,1638081677062,6628abe5-99d3-4d21-bbdd-3684808988e6,
2021-11-28 06:41:17.098,2021-11-28 06:41:17.098,100,651d3844-04dd-4b44-8989-7f531e662d8f.body.json,102,V57RQzDK0T,com.sec.android.app.shealth,1638081677057,651d3844-04dd-4b44-8989-7f531e662d8f,
2021-11-28 06:41:17.655,2021-11-28 06:41:17.655,1,645961df-d29c-4574-9113-5926be74de28.body.json,200,V57RQzDK0T,com.sec.android.app.shealth,1638081677584,645961df-d29c-4574-9113-5926be74de28,
