com.samsung.shealth.step_daily_trend,6170019,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
d90d8261-0154-49b9-ae45-ce8ee02c8955.binning_data.json,2021-07-03 14:36:04.037,2021-07-03 03:09:02.334,com.sec.android.app.shealth,-2,859,0.3721361,660.4909,28.611227,VfS0qUERdZ,com.sec.android.app.shealth,d90d8261-0154-49b9-ae45-ce8ee02c8955,1625270400000,
702f69ec-1e2b-423c-8008-410d7a39d515.binning_data.json,2021-07-03 15:08:53.326,2021-07-03 15:08:53.326,com.sec.android.app.shealth,0,424,1.3228152,319.3,14.985175,V57RQzDK0T,com.sec.android.app.shealth,702f69ec-1e2b-423c-8008-410d7a39d515,1625270400000,
7324f011-21a4-4ae3-8fdb-ee27e75dba9f.binning_data.json,2021-07-05 15:31:48.277,2021-07-05 15:31:48.277,com.sec.android.app.shealth,0,1777,1.3796525,1350.1422,62.5338,V57RQzDK0T,com.sec.android.app.shealth,7324f011-21a4-4ae3-8fdb-ee27e75dba9f,1625443200000,
2f9b66ed-0c41-4501-a06d-ee962961cd5f.binning_data.json,2021-07-05 13:54:02.556,2021-07-04 22:46:19.473,com.sec.android.app.shealth,-2,4491,0.46676832,3521.1226,156.52539,VfS0qUERdZ,com.sec.android.app.shealth,2f9b66ed-0c41-4501-a06d-ee962961cd5f,1625443200000,
9a580fdd-19e3-48aa-8468-cd3ddaab20ee.binning_data.json,2021-07-07 15:00:01.145,2021-07-07 15:00:01.145,com.sec.android.app.shealth,0,2319,1.3799845,1764.6685,82.16983,V57RQzDK0T,com.sec.android.app.shealth,9a580fdd-19e3-48aa-8468-cd3ddaab20ee,1625616000000,
7c3fa726-b922-4b7f-b22e-04a7140f2e9a.binning_data.json,2021-07-07 14:22:05.342,2021-07-06 21:21:41.821,com.sec.android.app.shealth,-2,5518,0.46040994,4266.759,185.33852,VfS0qUERdZ,com.sec.android.app.shealth,7c3fa726-b922-4b7f-b22e-04a7140f2e9a,1625616000000,
27a1e8df-ecf0-47f9-8fbd-64c002c81bec.binning_data.json,2021-07-09 11:05:25.197,2021-07-08 22:41:51.536,com.sec.android.app.shealth,-2,4475,0.3859655,3507.46,148.12589,VfS0qUERdZ,com.sec.android.app.shealth,27a1e8df-ecf0-47f9-8fbd-64c002c81bec,1625788800000,
48901d12-d888-45bb-9870-39778239da95.binning_data.json,2021-07-09 15:00:55.159,2021-07-09 15:00:55.159,com.sec.android.app.shealth,0,950,1.2687453,721.6914,33.41272,V57RQzDK0T,com.sec.android.app.shealth,48901d12-d888-45bb-9870-39778239da95,1625788800000,
752b458f-9bdf-4a37-9859-c4bfee9cd163.binning_data.json,2021-07-11 14:38:03.234,2021-07-10 15:46:07.680,com.sec.android.app.shealth,-2,225,0.29002222,176.17984,7.2888074,VfS0qUERdZ,com.sec.android.app.shealth,752b458f-9bdf-4a37-9859-c4bfee9cd163,1625961600000,
b72ad3fd-e165-4688-ab29-2f75f302ff57.binning_data.json,2021-07-13 13:39:03.610,2021-07-12 21:43:51.117,com.sec.android.app.shealth,-2,1097,0.9572986,833.4332,38.366318,VfS0qUERdZ,com.sec.android.app.shealth,b72ad3fd-e165-4688-ab29-2f75f302ff57,1626134400000,
42b8cfc6-f78f-48df-ae64-b137cf128c3c.binning_data.json,2021-07-11 15:00:01.227,2021-07-11 15:00:01.227,com.sec.android.app.shealth,0,10,0.9453926,7.062256,0.37113953,V57RQzDK0T,com.sec.android.app.shealth,42b8cfc6-f78f-48df-ae64-b137cf128c3c,1625961600000,
f35a7fdc-4668-4371-b785-477511bdb831.binning_data.json,2021-07-13 15:19:06.300,2021-07-13 15:19:06.300,com.sec.android.app.shealth,0,1009,1.3399282,764.5757,35.535248,V57RQzDK0T,com.sec.android.app.shealth,f35a7fdc-4668-4371-b785-477511bdb831,1626134400000,
27f6d15e-cbdb-484a-a781-d4610d119a3f.binning_data.json,2021-07-15 12:59:47.554,2021-07-14 19:21:06.950,com.sec.android.app.shealth,-2,5046,0.400903,3902.5583,170.76898,VfS0qUERdZ,com.sec.android.app.shealth,27f6d15e-cbdb-484a-a781-d4610d119a3f,1626307200000,
2a35da3c-9af9-4c6d-9b13-c60d0501fecf.binning_data.json,2021-07-15 16:37:05.674,2021-07-15 16:37:05.674,com.sec.android.app.shealth,0,2450,1.3636366,1871.1035,85.956726,V57RQzDK0T,com.sec.android.app.shealth,2a35da3c-9af9-4c6d-9b13-c60d0501fecf,1626307200000,
08ee432d-55e2-4337-8347-f4b149b7d4a6.binning_data.json,2021-07-17 15:44:47.873,2021-07-17 15:44:47.873,com.sec.android.app.shealth,0,67,1.2864842,50.46555,2.3790214,V57RQzDK0T,com.sec.android.app.shealth,08ee432d-55e2-4337-8347-f4b149b7d4a6,1626480000000,
21a6e774-a97e-4728-9a85-565ef44bbfab.binning_data.json,2021-07-17 03:06:36.989,2021-07-16 22:39:44.056,com.sec.android.app.shealth,-2,300,0.2333376,233.15732,9.884408,VfS0qUERdZ,com.sec.android.app.shealth,21a6e774-a97e-4728-9a85-565ef44bbfab,1626480000000,
b1bf7788-fba3-41d8-842d-c9db720d80d9.binning_data.json,2021-07-19 15:00:02.640,2021-07-19 15:00:02.640,com.sec.android.app.shealth,0,1372,1.301931,1039.9503,48.326717,V57RQzDK0T,com.sec.android.app.shealth,b1bf7788-fba3-41d8-842d-c9db720d80d9,1626652800000,
017c4b86-2d26-4800-a245-de854b1a1695.binning_data.json,2021-07-19 11:12:41.800,2021-07-18 21:18:39.962,com.sec.android.app.shealth,-2,4083,0.37225938,3183.2856,136.28609,VfS0qUERdZ,com.sec.android.app.shealth,017c4b86-2d26-4800-a245-de854b1a1695,1626652800000,
b3632fb1-e8ac-4843-a5a3-ea0d7de16999.binning_data.json,2021-07-21 15:00:02.592,2021-07-21 15:00:02.592,com.sec.android.app.shealth,0,1359,1.2052159,1021.67175,48.389824,V57RQzDK0T,com.sec.android.app.shealth,b3632fb1-e8ac-4843-a5a3-ea0d7de16999,1626825600000,
1e7c3e0f-e665-4167-8a8f-b402e481e313.binning_data.json,2021-07-23 17:16:00.113,2021-07-23 17:16:00.113,com.sec.android.app.shealth,0,901,1.359579,681.50635,31.761093,V57RQzDK0T,com.sec.android.app.shealth,1e7c3e0f-e665-4167-8a8f-b402e481e313,1626998400000,
7efd8c23-71c1-4ea3-9573-f9f82460ca18.binning_data.json,2021-07-21 12:51:03.017,2021-07-20 22:35:01.037,com.sec.android.app.shealth,-2,5552,0.4515221,4310.383,183.88083,VfS0qUERdZ,com.sec.android.app.shealth,7efd8c23-71c1-4ea3-9573-f9f82460ca18,1626825600000,
6e96d632-6017-4c63-8f59-a0dbab6f8025.binning_data.json,2021-07-25 15:00:01.670,2021-07-25 15:00:01.670,com.sec.android.app.shealth,0,28,0.9640088,20.407608,1.0137324,V57RQzDK0T,com.sec.android.app.shealth,6e96d632-6017-4c63-8f59-a0dbab6f8025,1627171200000,
cd317298-4539-4e6b-8809-f518b768ea3c.binning_data.json,2021-07-23 10:56:03.462,2021-07-22 22:41:08.731,com.sec.android.app.shealth,-2,6479,0.3544142,5106.8916,225.94667,VfS0qUERdZ,com.sec.android.app.shealth,cd317298-4539-4e6b-8809-f518b768ea3c,1626998400000,
3dcd1c84-b624-40d2-a36e-d11487a1feb2.binning_data.json,2021-07-25 14:28:49.538,2021-07-25 01:36:10.306,com.sec.android.app.shealth,-2,28,0.9640088,20.407608,1.0137324,VfS0qUERdZ,com.sec.android.app.shealth,3dcd1c84-b624-40d2-a36e-d11487a1feb2,1627171200000,
73841628-b8f2-4a3b-ba8f-8453b8ddef6b.binning_data.json,2021-07-27 15:00:21.974,2021-07-27 15:00:21.974,com.sec.android.app.shealth,25,5080,0.35881674,3939.8076,178.82555,tpJmGFksb1,com.sec.android.app.shealth,73841628-b8f2-4a3b-ba8f-8453b8ddef6b,1627344000000,
1fb0c1ee-8f80-41f3-b061-944701f70502.binning_data.json,2021-07-29 15:57:04.625,2021-07-29 15:57:04.625,com.sec.android.app.shealth,25,5729,0.35978574,4468.5386,202.50258,tpJmGFksb1,com.sec.android.app.shealth,1fb0c1ee-8f80-41f3-b061-944701f70502,1627516800000,
03eda521-be92-4470-90f5-dec5b793c621.binning_data.json,2021-07-27 15:00:02.459,2021-07-27 15:00:02.459,com.sec.android.app.shealth,0,1501,1.3167053,1136.1195,52.883305,V57RQzDK0T,com.sec.android.app.shealth,03eda521-be92-4470-90f5-dec5b793c621,1627344000000,
249f0f83-5aaa-4e88-8c39-8fd5e7871ed6.binning_data.json,2021-07-03 15:08:54.227,2021-07-03 15:08:54.227,com.sec.android.app.shealth,25,696,0.29120824,541.6473,22.477499,tpJmGFksb1,com.sec.android.app.shealth,249f0f83-5aaa-4e88-8c39-8fd5e7871ed6,1625270400000,
9665268a-8787-4d19-87ce-020eaf22cea2.binning_data.json,2021-07-31 15:50:57.821,2021-07-31 15:50:57.821,com.sec.android.app.shealth,25,641,0.32384178,505.19324,22.307331,tpJmGFksb1,com.sec.android.app.shealth,9665268a-8787-4d19-87ce-020eaf22cea2,1627689600000,
2ee10fc0-8d80-42c3-ace0-1f3c47bacc9e.binning_data.json,2021-07-29 15:57:01.877,2021-07-29 15:57:01.877,com.sec.android.app.shealth,0,1659,1.2911919,1245.7241,58.679153,V57RQzDK0T,com.sec.android.app.shealth,2ee10fc0-8d80-42c3-ace0-1f3c47bacc9e,1627516800000,
2b6c9241-aeb6-4709-a588-bced3af9e60e.binning_data.json,2021-07-05 15:31:49.619,2021-07-05 15:31:49.619,com.sec.android.app.shealth,25,4072,0.40238166,3211.0056,139.02032,tpJmGFksb1,com.sec.android.app.shealth,2b6c9241-aeb6-4709-a588-bced3af9e60e,1625443200000,
10be294d-eaed-4159-963d-913c8260712d.binning_data.json,2021-07-31 15:50:55.186,2021-07-31 15:50:55.186,com.sec.android.app.shealth,0,169,1.2793229,126.49564,5.986308,V57RQzDK0T,com.sec.android.app.shealth,10be294d-eaed-4159-963d-913c8260712d,1627689600000,
a4b6f34a-6ad7-4b9d-a86b-487b16982518.binning_data.json,2021-08-02 15:06:08.177,2021-08-02 15:06:08.177,com.sec.android.app.shealth,25,2366,0.38140473,1853.627,83.976494,tpJmGFksb1,com.sec.android.app.shealth,a4b6f34a-6ad7-4b9d-a86b-487b16982518,1627862400000,
e35e3844-208f-4b92-b53a-5e2aa56ebb3b.binning_data.json,2021-08-02 15:06:05.333,2021-08-02 15:06:05.333,com.sec.android.app.shealth,0,1036,1.3288625,783.4854,36.727036,V57RQzDK0T,com.sec.android.app.shealth,e35e3844-208f-4b92-b53a-5e2aa56ebb3b,1627862400000,
84a465af-f9b3-4bdf-b2d3-319d89e96f2b.binning_data.json,2021-07-07 15:00:02.415,2021-07-07 15:00:02.415,com.sec.android.app.shealth,25,4750,0.37531105,3693.0605,154.50493,tpJmGFksb1,com.sec.android.app.shealth,84a465af-f9b3-4bdf-b2d3-319d89e96f2b,1625616000000,
94156c92-fe6d-4e83-9a41-8fa2aea0ce73.binning_data.json,2021-08-04 15:00:04.537,2021-08-04 15:00:04.537,com.sec.android.app.shealth,25,3986,0.34988204,3127.9456,143.10844,tpJmGFksb1,com.sec.android.app.shealth,94156c92-fe6d-4e83-9a41-8fa2aea0ce73,1628035200000,
c8531742-ba98-404b-ad07-04b1e2a500ef.binning_data.json,2021-07-09 15:01:47.454,2021-07-09 15:01:47.454,com.sec.android.app.shealth,25,4224,0.35510412,3323.775,137.7393,tpJmGFksb1,com.sec.android.app.shealth,c8531742-ba98-404b-ad07-04b1e2a500ef,1625788800000,
91ebdaaf-4b49-4bf9-87cc-090f965a3046.binning_data.json,2021-08-04 15:00:02.979,2021-08-04 15:00:02.979,com.sec.android.app.shealth,0,1098,1.2408841,828.2197,38.77102,V57RQzDK0T,com.sec.android.app.shealth,91ebdaaf-4b49-4bf9-87cc-090f965a3046,1628035200000,
69be8dbb-9401-4beb-aec0-38765942ef93.binning_data.json,2021-08-06 15:41:03.225,2021-08-06 15:41:03.225,com.sec.android.app.shealth,25,4849,0.30729002,3798.1045,171.71858,tpJmGFksb1,com.sec.android.app.shealth,69be8dbb-9401-4beb-aec0-38765942ef93,1628208000000,
cbb4f6d0-8373-4cc0-8404-e9fbee03caef.binning_data.json,2021-08-09 15:00:02.771,2021-08-09 15:00:02.771,com.sec.android.app.shealth,0,1990,1.3041335,1501.025,70.26886,V57RQzDK0T,com.sec.android.app.shealth,cbb4f6d0-8373-4cc0-8404-e9fbee03caef,1628467200000,
b62ac94a-4fba-47ef-9c72-1678ef639898.binning_data.json,2021-08-06 15:41:00.153,2021-08-06 15:41:00.153,com.sec.android.app.shealth,0,1637,1.2599648,1231.6414,57.85675,V57RQzDK0T,com.sec.android.app.shealth,b62ac94a-4fba-47ef-9c72-1678ef639898,1628208000000,
379d0b08-9257-4b82-9fd4-671c2384cb39.binning_data.json,2021-07-11 15:00:44.799,2021-07-11 15:00:44.799,com.sec.android.app.shealth,25,215,0.28186265,169.11758,6.917668,tpJmGFksb1,com.sec.android.app.shealth,379d0b08-9257-4b82-9fd4-671c2384cb39,1625961600000,
6deb5a45-589a-44eb-9060-b25ab111996c.binning_data.json,2021-07-13 15:19:07.873,2021-07-13 15:19:07.873,com.sec.android.app.shealth,25,88,0.22952506,68.85752,2.8310714,tpJmGFksb1,com.sec.android.app.shealth,6deb5a45-589a-44eb-9060-b25ab111996c,1626134400000,
b2be7bd6-cef4-4b83-93fe-57423111495a.binning_data.json,2021-08-11 17:58:44.198,2021-08-11 17:58:44.198,com.sec.android.app.shealth,0,516,1.308183,392.3296,18.15915,V57RQzDK0T,com.sec.android.app.shealth,b2be7bd6-cef4-4b83-93fe-57423111495a,1628640000000,
0fdd68ea-d692-4b34-b578-8e3454898c50.binning_data.json,2021-08-13 16:18:31.624,2021-08-13 16:18:31.624,com.sec.android.app.shealth,0,1411,1.2818124,1061.0667,49.915237,V57RQzDK0T,com.sec.android.app.shealth,0fdd68ea-d692-4b34-b578-8e3454898c50,1628812800000,
11f25b4a-f02d-4156-b7c0-366236a90d26.binning_data.json,2021-07-15 16:37:08.311,2021-07-15 16:37:08.311,com.sec.android.app.shealth,25,4549,0.3444531,3534.0886,149.00722,tpJmGFksb1,com.sec.android.app.shealth,11f25b4a-f02d-4156-b7c0-366236a90d26,1626307200000,
4451f2c1-6b09-4778-8f84-183338b8ad4c.binning_data.json,2021-08-15 15:00:05.040,2021-08-15 15:00:05.040,com.sec.android.app.shealth,25,1482,0.44525358,1309.0454,67.45867,tpJmGFksb1,com.sec.android.app.shealth,4451f2c1-6b09-4778-8f84-183338b8ad4c,1628985600000,
8aa57d5f-2431-48d2-994c-039d89da2246.binning_data.json,2021-08-09 14:54:19.707,2021-08-08 22:39:38.054,com.sec.android.app.shealth,-2,4702,0.42738867,3675.2534,171.71178,VfS0qUERdZ,com.sec.android.app.shealth,8aa57d5f-2431-48d2-994c-039d89da2246,1628467200000,
5b9b4ef5-4d9b-44cf-a6d0-e37d9d729e2f.binning_data.json,2021-07-17 15:44:49.321,2021-07-17 15:44:49.321,com.sec.android.app.shealth,25,233,0.19030394,182.69177,7.505387,tpJmGFksb1,com.sec.android.app.shealth,5b9b4ef5-4d9b-44cf-a6d0-e37d9d729e2f,1626480000000,
a408db80-b62c-4fdb-993c-ec7f0163707b.binning_data.json,2021-07-19 15:00:04.058,2021-07-19 15:00:04.058,com.sec.android.app.shealth,25,3758,0.3316027,2944.6318,122.843254,tpJmGFksb1,com.sec.android.app.shealth,a408db80-b62c-4fdb-993c-ec7f0163707b,1626652800000,
26da6d58-7227-414c-b557-fce9a9b81ef8.binning_data.json,2021-08-11 09:16:22.326,2021-08-10 22:13:03.137,com.sec.android.app.shealth,-2,5570,0.35490325,4333.1914,195.91286,VfS0qUERdZ,com.sec.android.app.shealth,26da6d58-7227-414c-b557-fce9a9b81ef8,1628640000000,
fa689b82-945b-451d-9750-362b3fecaf4b.binning_data.json,2021-08-21 15:00:03.841,2021-08-17 15:00:03.919,com.sec.android.app.shealth,25,5144,0.48571146,4050.8335,184.75922,tpJmGFksb1,com.sec.android.app.shealth,fa689b82-945b-451d-9750-362b3fecaf4b,1629158400000,
381dab7a-146c-41ad-86ec-b13e54347240.binning_data.json,2021-08-20 15:00:19.262,2021-08-20 15:00:19.262,com.sec.android.app.shealth,0,1824,1.2035371,1364.0923,64.83313,V57RQzDK0T,com.sec.android.app.shealth,381dab7a-146c-41ad-86ec-b13e54347240,1629417600000,
53206d39-c03a-4511-8d30-f523ab6bdddb.binning_data.json,2021-07-21 15:00:21.424,2021-07-21 15:00:21.424,com.sec.android.app.shealth,25,5149,0.4061027,4020.4167,167.60098,tpJmGFksb1,com.sec.android.app.shealth,53206d39-c03a-4511-8d30-f523ab6bdddb,1626825600000,
323394f5-65ce-4200-bcc5-6987453bb1a1.binning_data.json,2021-08-13 11:07:23.875,2021-08-12 15:38:18.062,com.sec.android.app.shealth,-2,6049,0.328547,4699.4287,216.48795,VfS0qUERdZ,com.sec.android.app.shealth,323394f5-65ce-4200-bcc5-6987453bb1a1,1628812800000,
d0ad5c2c-22c7-4589-9af6-d1a3ae74d524.binning_data.json,2021-07-23 17:16:06.254,2021-07-23 17:16:06.254,com.sec.android.app.shealth,25,6270,0.34003034,4957.643,218.25449,tpJmGFksb1,com.sec.android.app.shealth,d0ad5c2c-22c7-4589-9af6-d1a3ae74d524,1626998400000,
7e7412e1-e628-4e2d-9eae-7662754413fa.binning_data.json,2021-08-22 14:01:45.297,2021-08-21 23:08:33.643,com.sec.android.app.shealth,-2,104,1.184991,76.80931,3.7171798,VfS0qUERdZ,com.sec.android.app.shealth,7e7412e1-e628-4e2d-9eae-7662754413fa,1629590400000,
