com.samsung.shealth.tracker.pedometer_step_count,6170019,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
,,0,58,2021-10-31 22:41:00.000,,,2021-10-31 22:42:00.000,2021-10-31 22:41:59.000,58,0.7663249,45.979492,2.0150452,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-10-31 22:41:59.000,0a539214-bc1e-5a04-6162-aa61df71d20e,
6359,4,0,12,2021-10-31 22:42:00.000,,,2021-10-31 22:42:34.599,2021-10-31 22:42:34.599,12,1.4675592,9.332764,0.41822624,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-10-31 22:43:00.000,29b75d19-746e-42a4-93a7-8e472d634b50,
,,0,7,2021-10-31 22:40:00.000,,,2021-10-31 22:41:00.000,2021-10-31 22:40:59.000,7,0.09070231,5.4421387,0.24183655,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-10-31 22:40:59.000,ecf31ea0-5bb9-9a3e-9f0e-f4a1e7aa2045,
14098,4,0,21,2021-10-31 22:11:00.000,,,2021-10-31 22:12:05.747,2021-10-31 22:12:05.747,21,1.0814807,15.24707,0.76481056,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-10-31 22:12:00.000,4163099c-47ae-4e57-995f-03a0de7bf23c,
,,0,39,2021-10-31 23:17:00.000,,,2021-10-31 23:19:00.000,2021-10-31 23:17:59.000,39,0.49483642,29.690186,1.3701782,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-10-31 23:17:59.000,83d43091-54c8-b61d-e45f-2484e72e1f70,
,,0,12,2021-10-31 23:25:00.000,,,2021-10-31 23:26:00.000,2021-10-31 23:25:59.000,12,0.15758464,9.455078,0.41921997,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-10-31 23:25:59.000,4b54545b-27e2-c3f0-caff-b439924b6f47,
14135,4,0,26,2021-10-31 23:17:00.000,,,2021-10-31 23:17:25.560,2021-10-31 23:17:13.650,26,1.396936,19.746643,0.91342354,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-10-31 23:18:00.000,536fc259-4fbe-44de-a683-7bbedd181110,
,,0,22,2021-10-31 23:19:00.000,,,2021-10-31 23:20:00.000,2021-10-31 23:19:59.000,22,0.29261068,17.55664,0.75709534,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-10-31 23:19:59.000,5927f446-a851-64da-3b5a-6526bb645b47,
,,0,33,2021-11-01 00:37:00.000,,,2021-11-01 00:45:00.000,2021-11-01 00:37:59.000,33,0.43151855,25.891113,1.1504974,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-11-01 00:37:59.000,c22e454e-7d79-8194-206d-c3919b7df1ac,
31767,4,0,61,2021-11-01 00:46:00.000,,,2021-11-01 00:47:14.798,2021-11-01 00:47:14.798,61,1.456461,46.267822,2.1447697,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:47:00.000,5275e989-f46a-4ccf-8ab0-a10912826f52,
2264,4,0,4,2021-11-01 00:47:00.000,,,2021-11-01 00:47:14.826,2021-11-01 00:47:14.826,4,1.3547815,3.067505,0.13993454,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:48:00.000,f52dc251-023e-4642-87fa-eaf50d1b51ca,
12315,4,0,19,2021-11-01 00:45:00.000,,,2021-11-01 00:47:14.765,2021-11-01 00:47:14.765,19,1.1563307,14.241028,0.6721935,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:46:00.000,2b8a604b-11cb-42cf-8e7e-8446365fbf04,
11185,4,0,19,2021-11-01 00:49:00.000,,,2021-11-01 00:49:59.887,2021-11-01 00:49:50.978,19,1.2704885,14.211548,0.6719322,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:50:00.000,831fb589-0f7b-442d-b875-3e86dca18f1e,
,,0,13,2021-11-01 00:49:00.000,,,2021-11-01 00:50:00.000,2021-11-01 00:49:59.000,13,0.15956217,9.57373,0.46824646,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-11-01 00:49:59.000,c4dfe227-be83-1a53-b915-77132427a59c,
54872,4,0,99,2021-11-01 00:50:00.000,,,2021-11-01 00:52:24.253,2021-11-01 00:50:00.493,99,1.3641611,74.85559,3.483387,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:51:00.000,4de95dac-5978-4582-85f6-794c838a919b,
,,0,10,2021-11-01 00:47:00.000,,,2021-11-01 00:48:00.000,2021-11-01 00:47:59.000,10,0.13112792,7.867676,0.34832764,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-11-01 00:47:59.000,9a532399-78bd-15f5-bf7a-d63383cd3424,
3407,4,0,6,2021-11-01 01:54:00.000,,,2021-11-01 01:54:59.876,2021-11-01 01:54:59.876,6,1.3246202,4.51416,0.21153641,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 01:55:00.000,d8fd0dea-5434-461c-9772-af3027d9fba1,
6622,4,0,6,2021-11-01 00:52:00.000,,,2021-11-01 00:52:24.390,2021-11-01 00:52:24.390,6,0.693409,4.591797,0.21005249,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:53:00.000,32ba9047-6d44-4fcb-8497-b8405afc3c61,
57860,4,0,95,2021-11-01 00:51:00.000,,,2021-11-01 00:52:24.326,2021-11-01 00:52:24.326,95,1.2518625,72.43329,3.3327942,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 00:52:00.000,eec07372-c648-4574-83b8-7eaf7a8fd680,
60000,4,0,58,2021-11-01 01:55:00.000,,,2021-11-01 01:55:37.146,2021-11-01 01:55:00.472,58,0.7177877,43.06726,2.0598183,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 01:56:00.000,d98c98cc-55b6-4472-88d6-8ab3a8233a56,
,,0,61,2021-11-01 01:55:00.000,,,2021-11-01 01:56:00.000,2021-11-01 01:55:59.000,61,0.76813966,46.08838,2.1562805,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-11-01 01:55:59.000,a0d828a6-f3ad-ab84-c683-2583192e90ad,
,,0,48,2021-11-01 01:59:00.000,,,2021-11-01 02:00:00.000,2021-11-01 01:59:59.000,48,0.617277,37.03662,1.6765442,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-11-01 01:59:59.000,dbf36cc8-a119-a39c-1a6b-7a2722e9daec,
26441,4,0,41,2021-11-01 01:59:00.000,,,2021-11-01 02:00:01.200,2021-11-01 02:00:01.200,41,1.1435015,30.235657,1.4626884,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-01 02:00:00.000,e20e281e-bd79-4349-ba85-a1ed2a833355,
,,0,36,2021-11-01 02:00:00.000,,,2021-11-01 02:01:00.000,2021-11-01 02:00:59.000,36,0.4837565,29.02539,1.2414551,UTC+0900,tpJmGFksb1,com.sec.android.app.shealth,2021-11-01 02:00:59.000,bfff1cd3-55d0-1936-bdaa-89c3b6da0287,
