com.samsung.shealth.social.public_challenge.history,6170019,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-28 06:41:17.613,2021-11-28 06:41:17.613,0a09dfac-5df6-4486-b987-25b1f5db2ff6.body.json,SIMPLE_LEVEL,V57RQzDK0T,com.sec.android.app.shealth,1638081677595,0a09dfac-5df6-4486-b987-25b1f5db2ff6,
