com.samsung.shealth.exercise.program,6170019,3
duration,planned_end_time,start_time,custom,completion_status,update_time,create_time,distance,schedule_count,time_offset,deviceuuid,pkg_name,end_time,datauuid,info_id,is_visible
,2021-11-29 19:00:00.000,2021-11-27 19:00:00.000,,200,2021-11-28 06:42:15.563,2021-11-28 06:42:15.563,,3,UTC+0900,V57RQzDK0T,com.sec.android.app.shealth,2021-11-29 19:00:00.000,051ac044-c573-4342-a151-7c99e57a8462,program.prod32,1,
