Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-07-03 ,5824,0.55,4477.43,No
2021-07-04 ,7982,0.48,6218.49,No
2021-07-05 ,8991,0.44,6994.05,No
2021-07-06 ,9844,0.43,7613.32,No
2021-07-07 ,11505,0.44,8897.47,Yes
2021-07-08 ,9974,0.38,7791.2,No
2021-07-09 ,6559,0.36,5119.03,No
2021-07-10 ,2036,0.27,1593.63,No
2021-07-11 ,5684,0.49,4391.92,No
2021-07-12 ,6069,0.52,4698.8,No
2021-07-13 ,6375,0.63,4920.48,No
2021-07-14 ,9453,0.41,7347.46,No
2021-07-15 ,5611,0.47,4339.54,No
2021-07-16 ,1330,1.07,1013.09,No
2021-07-17 ,233,0.19,182.69,No
2021-07-18 ,5061,0.36,3942.3,No
2021-07-19 ,9673,0.37,7560.1,No
2021-07-20 ,11216,0.41,8744.37,Yes
2021-07-21 ,11550,0.4,9013.82,Yes
2021-07-22 ,6098,0.36,4779.39,No
2021-07-23 ,901,1.36,681.51,No
2021-07-24 ,3000,0.38,2329.11,No
2021-07-25 ,4117,0.36,3235.78,No
2021-07-26 ,9017,0.35,7048.11,No
2021-07-27 ,10003,0.35,7789.8,Yes
2021-07-28 ,11009,0.36,8583.91,Yes
2021-07-29 ,5729,0.36,4468.54,No
2021-07-30 ,4714,0.3,3716.21,No
2021-07-31 ,1497,0.45,1168.15,No
2021-08-01 ,3395,0.41,2643.2,No
2021-08-02 ,5297,0.4,4106.02,No
2021-08-03 ,6913,0.37,5387.01,No
2021-08-04 ,10184,0.4,7945.36,Yes
2021-08-05 ,11140,0.37,8678.23,Yes
2021-08-06 ,1637,1.26,1231.64,No
2021-08-07 ,7,1.65,5.53,No
2021-08-08 ,4702,0.43,3675.25,No
2021-08-09 ,8989,0.37,7060.32,No
2021-08-10 ,10348,0.36,8070.86,Yes
2021-08-11 ,6303,0.48,4907.0,No
2021-08-12 ,6049,0.33,4699.43,No
2021-08-13 ,5632,0.3,4396.39,No
2021-08-14 ,578,1.18,431.52,No
2021-08-15 ,14517,0.68,11532.11,Yes
2021-08-16 ,16191,0.64,12608.39,Yes
2021-08-17 ,5144,0.49,4050.83,No
2021-08-18 ,944,0.6,728.76,No
2021-08-19 ,11426,0.79,8733.67,Yes
2021-08-20 ,1824,1.2,1364.09,No
2021-08-21 ,3890,0.67,3078.44,No
2021-08-22 ,1114,0.63,842.42,No
2021-08-23 ,738,1.25,551.88,No
2021-08-24 ,6153,0.63,4683.24,No
2021-08-25 ,2903,0.31,2247.74,No
2021-08-26 ,15656,0.53,12088.72,Yes
2021-08-27 ,1756,1.36,1331.51,No
2021-08-28 ,28277,0.56,21781.99,Yes
2021-08-29 ,4556,0.36,3532.66,No
2021-08-30 ,7559,0.38,5835.98,No
2021-08-31 ,8866,0.47,6949.03,No
2021-09-01 ,17882,0.6,13855.95,Yes
2021-09-02 ,18485,0.53,14286.35,Yes
2021-09-03 ,3620,0.65,2791.76,No
2021-09-04 ,2239,0.25,1750.64,No
2021-09-05 ,5360,0.39,4178.88,No
2021-09-06 ,5084,0.48,3908.18,No
2021-09-07 ,11605,0.45,8956.36,Yes
2021-09-08 ,14362,0.46,11092.53,Yes
2021-09-09 ,14334,0.44,11087.34,Yes
2021-09-10 ,1905,1.38,1449.19,No
2021-09-11 ,2959,0.78,2268.32,No
2021-09-12 ,7439,0.6,5728.14,No
2021-09-13 ,7688,0.39,6009.94,No
2021-09-14 ,8476,0.5,6575.49,No
2021-09-15 ,11968,0.64,9263.02,Yes
2021-09-16 ,11985,0.71,9274.86,Yes
2021-09-17 ,31162,0.41,24293.56,Yes
2021-09-18 ,1982,0.27,1548.19,No
2021-09-19 ,2098,0.35,1658.03,No
2021-09-20 ,2031,0.34,1608.55,No
2021-09-22 ,236,1.24,177.67,No
2021-09-23 ,3044,1.34,2316.82,No
2021-09-24 ,1581,1.33,1194.7,No
2021-09-25 ,96,1.25,72.91,No
2021-09-26 ,221,1.26,166.97,No
2021-09-27 ,2352,1.31,1776.32,No
2021-09-28 ,1755,1.33,1334.06,No
2021-09-29 ,1373,1.34,1037.69,No
2021-09-30 ,1107,1.27,836.49,No
2021-10-01 ,3465,1.3,2630.43,No
2021-10-02 ,979,1.16,730.22,No
2021-10-03 ,277,1.07,205.17,No
2021-10-04 ,2680,1.19,1977.97,No
2021-10-05 ,72,1.21,53.18,No
2021-10-06 ,2844,1.33,2156.56,No
2021-10-07 ,2398,1.28,1804.59,No
2021-10-08 ,1737,1.32,1318.99,No
2021-10-09 ,1206,1.03,910.04,No
2021-10-10 ,8141,0.4,6340.22,No
2021-10-11 ,10480,0.38,8146.55,Yes
2021-10-12 ,8796,0.53,6731.11,No
2021-10-13 ,10114,0.62,7751.63,Yes
2021-10-14 ,10085,0.61,7751.12,Yes
2021-10-15 ,10429,0.53,8029.7,Yes
2021-10-16 ,28373,0.36,21961.19,Yes
2021-10-17 ,13295,0.51,10278.53,Yes
2021-10-18 ,13759,0.5,10599.47,Yes
2021-10-19 ,15181,0.43,11733.08,Yes
2021-10-20 ,14823,0.44,11427.49,Yes
2021-10-21 ,6886,0.44,5317.13,No
2021-10-22 ,5592,0.81,4261.54,No
2021-10-23 ,15942,0.37,12549.25,Yes
2021-10-24 ,9154,0.34,7313.54,No
2021-10-25 ,18144,0.59,13983.26,Yes
2021-10-26 ,6984,0.49,5374.47,No
2021-10-27 ,7068,0.37,5447.12,No
2021-10-28 ,8080,0.59,6181.6,No
2021-10-30 ,28433,0.4,21977.12,Yes
2021-10-31 ,3696,0.62,2849.13,No
2021-11-01 ,8298,0.4,6443.71,No
2021-11-02 ,11512,0.35,8970.73,Yes
2021-11-03 ,12639,0.39,9849.19,Yes
2021-11-04 ,11980,0.4,9284.88,Yes
2021-11-05 ,5804,0.34,4469.68,No
2021-11-06 ,53,1.26,39.68,No
2021-11-07 ,24272,0.85,18459.29,Yes
2021-11-08 ,10587,0.39,8222.13,Yes
2021-11-09 ,6410,0.38,4977.37,No
2021-11-10 ,13569,0.41,10555.26,Yes
2021-11-11 ,12986,0.35,10136.16,Yes
2021-11-12 ,5848,0.31,4565.52,No
2021-11-13 ,5539,0.51,4241.06,No
2021-11-14 ,5979,0.36,4640.66,No
2021-11-15 ,4438,0.35,3460.27,No
2021-11-16 ,9699,0.57,7483.59,No
2021-11-17 ,12490,0.34,9795.87,Yes
2021-11-18 ,12588,0.38,9779.64,Yes
2021-11-19 ,6076,0.35,4707.37,No
2021-11-20 ,12647,0.73,9682.83,Yes
2021-11-21 ,5684,0.78,4389.05,No
2021-11-22 ,4737,0.62,3637.1,No
2021-11-23 ,9613,0.34,7468.05,No
2021-11-24 ,14281,0.36,11106.99,Yes
2021-11-25 ,14116,0.37,11006.26,Yes
2021-11-26 ,8780,0.39,6819.88,No
2021-11-27 ,1787,1.27,1346.14,No
2021-11-28 ,9549,0.48,7353.77,No
2021-11-29 ,11758,0.4,9127.0,Yes
2021-11-30 ,9633,0.39,7488.75,No
2021-12-01 ,12287,0.39,9587.76,Yes
2021-12-02 ,15441,0.43,11999.58,Yes
2021-12-03 ,7503,0.33,5870.39,No
