com.samsung.shealth.tracker.pedometer_day_summary,6195017,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
1300,42d7b13a-586d-4813-a8eb-ced7b875ca67.binning_data.json,1849650,6000,0,2021-07-13 12:55:25.980,com.sec.android.app.shealth,2021-07-13 08:26:43.148,42d7b13a-586d-4813-a8eb-ced7b875ca67.source_info.json,0.53205216,984.1103,42.702454,1300,VfS0qUERdZ,com.sec.android.app.shealth,0,42d7b13a-586d-4813-a8eb-ced7b875ca67.achievement.json,42d7b13a-586d-4813-a8eb-ced7b875ca67,1626134400000,
4321,0773ba95-6448-4b92-a0ac-31b73e3d4f99.binning_data.json,6003358,6000,2,2021-07-15 09:52:04.579,com.sec.android.app.shealth,2021-07-14 19:07:03.214,0773ba95-6448-4b92-a0ac-31b73e3d4f99.source_info.json,0.5432421,3261.277,160.48204,4319,VfS0qUERdZ,com.sec.android.app.shealth,0,0773ba95-6448-4b92-a0ac-31b73e3d4f99.achievement.json,0773ba95-6448-4b92-a0ac-31b73e3d4f99,1626307200000,
345,5ed6b886-26d6-4874-b2b5-e8d55c09d463.binning_data.json,169650,6000,0,2021-07-13 16:08:03.773,com.sec.android.app.shealth,2021-07-13 12:23:42.298,,1.5665189,265.7601,11.449995,345,LIGCfGG+ec,com.sec.android.app.shealth,0,5ed6b886-26d6-4874-b2b5-e8d55c09d463.achievement.json,5ed6b886-26d6-4874-b2b5-e8d55c09d463,1626134400000,
4046,52d57102-4b32-4930-9995-840a5c60ecbb.binning_data.json,8485662,6000,36,2021-07-17 12:17:46.715,com.sec.android.app.shealth,2021-07-16 18:40:03.015,52d57102-4b32-4930-9995-840a5c60ecbb.source_info.json,0.35864332,3043.3262,138.91104,4010,VfS0qUERdZ,com.sec.android.app.shealth,0,52d57102-4b32-4930-9995-840a5c60ecbb.achievement.json,52d57102-4b32-4930-9995-840a5c60ecbb,1626480000000,
2817,db4d574b-3d98-40b3-9cd0-a7e122c84214.binning_data.json,3554456,6000,27,2021-07-19 11:13:06.944,com.sec.android.app.shealth,2021-07-18 21:18:03.375,db4d574b-3d98-40b3-9cd0-a7e122c84214.source_info.json,0.593144,2108.3042,110.558304,2790,VfS0qUERdZ,com.sec.android.app.shealth,0,db4d574b-3d98-40b3-9cd0-a7e122c84214.achievement.json,db4d574b-3d98-40b3-9cd0-a7e122c84214,1626652800000,
2900,8dee4538-4d26-4f6a-a82f-8f77abcdecb1.binning_data.json,1534055,6000,13,2021-07-15 15:00:03.185,com.sec.android.app.shealth,2021-07-15 15:00:03.185,,1.4210634,2179.99,117.97999,2887,LIGCfGG+ec,com.sec.android.app.shealth,0,8dee4538-4d26-4f6a-a82f-8f77abcdecb1.achievement.json,8dee4538-4d26-4f6a-a82f-8f77abcdecb1,1626307200000,
681,c163d217-a8e3-4a8d-9d27-424b4815936e.binning_data.json,378397,6000,0,2021-07-17 15:28:10.680,com.sec.android.app.shealth,2021-07-17 15:28:10.680,,1.3561149,513.15,26.469997,681,LIGCfGG+ec,com.sec.android.app.shealth,0,c163d217-a8e3-4a8d-9d27-424b4815936e.achievement.json,c163d217-a8e3-4a8d-9d27-424b4815936e,1626480000000,
2089,0bd5b02a-2305-410b-8439-fc6459f4a366.binning_data.json,1085721,6000,0,2021-07-19 18:03:32.186,com.sec.android.app.shealth,2021-07-19 18:03:32.186,,1.4070649,1527.68,88.909996,2089,LIGCfGG+ec,com.sec.android.app.shealth,0,0bd5b02a-2305-410b-8439-fc6459f4a366.achievement.json,0bd5b02a-2305-410b-8439-fc6459f4a366,1626652800000,
1146,bfadeefd-6684-4dfe-81aa-5875c0e8b483.binning_data.json,1919999,6000,0,2021-07-13 12:23:42.707,com.sec.android.app.shealth,2021-07-13 12:23:42.707,,0.45074117,865.4231,37.421818,1146,+7oIkpAmKP,com.sec.android.app.shealth,0,bfadeefd-6684-4dfe-81aa-5875c0e8b483.achievement.json,bfadeefd-6684-4dfe-81aa-5875c0e8b483,1626134400000,
3054,c8f29e11-f160-4536-8cd1-19fc4c8c4338.binning_data.json,6779999,6000,2,2021-07-15 15:00:05.376,com.sec.android.app.shealth,2021-07-15 15:00:05.376,,0.34300274,2325.5586,99.30565,3052,+7oIkpAmKP,com.sec.android.app.shealth,0,c8f29e11-f160-4536-8cd1-19fc4c8c4338.achievement.json,c8f29e11-f160-4536-8cd1-19fc4c8c4338,1626307200000,
