com.samsung.shealth.tracker.pedometer_step_count,6195017,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
3903,4,0,7,2021-11-13 23:03:00.000,,,2021-11-13 23:03:59.555,2021-11-13 23:03:59.005,7,1.3373069,5.2200003,0.26,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 23:04:00.000,9361bc97-2e2d-4bb1-a1cb-0aff54aff6b7,
5488,4,0,7,2021-11-13 22:01:00.000,,,2021-11-13 22:01:35.004,2021-11-13 22:01:33.473,7,0.8964991,4.92,0.27,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 22:02:00.000,44791bb9-fc57-477d-83cd-c1a245d54873,
3486,4,0,7,2021-11-13 19:58:00.000,,,2021-11-13 19:58:06.539,2021-11-13 19:58:06.470,7,1.5317733,5.34,0.26,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 19:59:00.000,0deaee7d-9dfa-4d28-a6a8-c05afcd7e51c,
21145,4,0,41,2021-11-13 23:08:00.000,,,2021-11-13 23:08:42.827,2021-11-13 23:08:42.827,41,1.5833334,33.48,1.82,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 23:09:00.000,d00771bb-97ce-4762-8527-96a3b17d28be,
18714,4,0,35,2021-11-13 23:04:00.000,,,2021-11-13 23:08:42.705,2021-11-13 23:04:00.121,35,1.4411511,26.97,1.35,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 23:05:00.000,509c9874-d18e-4442-a077-e885e882a3ee,
31499,4,0,65,2021-11-13 23:07:00.000,,,2021-11-13 23:08:42.808,2021-11-13 23:08:42.808,65,1.6111112,50.75,2.55,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 23:08:00.000,7afa1226-934c-4433-9afe-82ed71e06ce9,
19489,4,0,36,2021-11-13 23:06:00.000,,,2021-11-13 23:08:42.771,2021-11-13 23:08:42.771,36,1.4166666,27.61,1.44,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 23:07:00.000,c09ead81-43d5-4981-b5d3-cb6ecdd01ffb,
,,0,29,2021-11-13 23:06:00.000,,,2021-11-13 23:07:01.000,2021-11-13 23:06:59.000,29,0.35722655,21.433594,1.0349731,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:06:59.000,9e552670-ae0e-283f-8f8f-6f30b3a2726d,
,,0,54,2021-11-13 23:17:00.000,,,2021-11-13 23:18:15.000,2021-11-13 23:17:59.000,54,0.6805013,40.83008,1.9071655,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:17:59.000,9da67154-f303-5fad-08bd-8504c70f6f48,
,,0,11,2021-11-13 23:04:00.000,,,2021-11-13 23:05:00.000,2021-11-13 23:04:59.000,11,0.14042969,8.425781,0.3852539,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:04:59.000,d0f24446-09a9-0eb6-cf26-a8f55d90ad25,
,,0,18,2021-11-13 23:16:00.000,,,2021-11-13 23:17:01.000,2021-11-13 23:16:59.000,18,0.22760417,13.65625,0.6326904,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:16:59.000,0380c297-f695-1886-9845-6cb562695224,
,,0,46,2021-11-13 23:19:00.000,,,2021-11-13 23:20:01.000,2021-11-13 23:19:59.000,46,0.5867838,35.20703,1.6118774,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:19:59.000,e4433d33-15b1-8a4a-e223-8714db75e512,
,,0,7,2021-11-13 23:33:00.000,,,2021-11-13 23:34:01.000,2021-11-13 23:33:59.000,7,0.087630205,5.2578125,0.24822998,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:33:59.000,7e735393-65ce-137a-8bc4-f492fbf26bff,
,,0,53,2021-11-13 23:07:00.000,,,2021-11-13 23:08:00.000,2021-11-13 23:07:59.000,53,0.68066406,40.839844,1.8548584,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:07:59.000,0d0d2090-5394-7af4-2d7a-f225b705a676,
,,0,42,2021-11-13 23:18:00.000,,,2021-11-13 23:19:00.000,2021-11-13 23:18:59.000,42,0.54303384,32.58203,1.4664917,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:18:59.000,c44024c6-4649-0cd7-5f30-40b949a6baea,
,,0,23,2021-11-13 23:39:00.000,,,2021-11-13 23:40:00.000,2021-11-13 23:39:59.000,23,0.28886718,17.332031,0.8132324,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:39:59.000,ffb23ad9-90f7-1682-4991-b7ffd860922c,
,,0,58,2021-11-13 23:35:00.000,,,2021-11-13 23:38:01.000,2021-11-13 23:35:59.000,58,0.7404948,44.429688,2.0343628,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:35:59.000,08daf9df-e613-8e82-3c25-366467ddbc68,
,,0,46,2021-11-13 23:20:00.000,,,2021-11-13 23:21:39.000,2021-11-13 23:20:59.000,46,0.5888672,35.33203,1.6083984,UTC+0900,+7oIkpAmKP,com.sec.android.app.shealth,2021-11-13 23:20:59.000,bc33ab6b-0d3e-7524-56f4-fa91fffc7441,
48060,4,0,86,2021-11-13 23:44:00.000,,,2021-11-13 23:44:58.576,2021-11-13 23:44:09.419,86,1.3693132,65.810005,3.3999982,UTC+0900,LIGCfGG+ec,com.sec.android.app.shealth,2021-11-13 23:45:00.000,130ecb96-1810-4e1e-9a24-62dbaa9c6443,
