com.samsung.health.food_info,6195017,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
231.0,5.0,41.0,,0.0,"55 kcal, 140g당",,fatsecret-9696042,90,272.0,1.8,0.89,2021-07-13 21:20:49.419,2021-07-13 21:20:49.419,0.292,1.52,0.385,3.0,배추나물,0.28,,5.0,35.0,소접시,,LIGCfGG+ec,g,0.126,,com.sec.android.app.shealth,6.38,2.5714285,528e86b0-7661-4637-992e-2f5489381afc,1,
389.0,73.0,116.0,,0.0,"50 kcal, 117g당",,fatsecret-9369543,100,38.0,1.7,0.6,2021-07-14 10:29:27.348,2021-07-14 10:28:12.444,0.044,2.87,0.291,8.0,케일,0.03,,9.0,43.0,g,,LIGCfGG+ec,g,0.078,,com.sec.android.app.shealth,8.66,2.3529413,49db82b9-fcee-4064-9330-2b9c77a86d5e,100,
180.0,29.0,8.0,,0.0,"11 kcal, 60 g당",,samsungosp-141008,60,688.0,1.8,0.3,2021-07-13 08:12:08.025,2021-07-13 08:12:08.025,0.0,1.2,0.0,0.0,배추김치,0.0,,28.0,10.8,인분,,LIGCfGG+ec,g,0.0,0.0,com.sec.android.app.shealth,2.3,5.5555553,5e48a138-0a72-4278-9b49-15d9a886c8b0,1,
853.0,28.0,51.0,,50.0,"3786 kcal, 2515g당",,fatsecret-9925925,500,1799.0,3.2,12.72,2021-07-14 08:28:35.412,2021-07-14 08:28:35.412,5.701,23.25,3.775,60.0,홍합짬뽕,3.24,,11.0,753.0,인분 (500 g),,LIGCfGG+ec,g,1.568,0.0,com.sec.android.app.shealth,135.04,0.6648936,d3d458c1-be9a-4e8a-947c-1774f2dcd533,1,
385.0,159.0,1.0,,240.0,"515 kcal, 169 g당",,samsungosp-031004,169,1252.0,3.66,20.599,2021-07-13 08:12:08.029,2021-07-13 08:12:08.029,2.19,15.992,0.8,2.0,라면,0.0,,42.0,515.0,인분,,LIGCfGG+ec,g,1.57,0.0,com.sec.android.app.shealth,73.9,0.32815534,4d7c18b6-ec5f-406b-bfdb-0d33b0fdb648,1,
292.0,6.0,17.0,,0.0,"18 kcal, 100g당",,fatsecret-6138,123,6.0,1.5,0.25,2021-07-14 10:33:40.448,2021-07-13 12:26:28.960,0.063,1.08,0.166,2.0,토마토,3.23,,1.0,22.0,중간크기 통째 (지름 6.5 cm),,LIGCfGG+ec,g,0.057,,com.sec.android.app.shealth,4.82,5.6875,fb043d47-31cc-4d11-9a51-2cf1928e5069,1,
186.0,2.0,7.0,,0.0,"39 kcal, 100g당",,fatsecret-5445,98,0.0,1.5,0.24,2021-07-15 20:50:15.747,2021-07-15 20:50:15.747,0.066,0.89,0.084,1.0,복숭아,8.22,,0.0,38.0,개 중간크기 (지름 6.5 cm)(450 g당 약 4개),,LIGCfGG+ec,g,0.019,,com.sec.android.app.shealth,9.35,2.548387,bbf764d5-e8e6-4a8b-b236-96521068f5f5,1,
208.0,0.0,0.0,,0.0,"1715 kcal, 1058g당",,fatsecret-5085066,210,273.0,3.9,1.98,2021-07-13 21:20:49.428,2021-07-13 21:20:49.428,0.565,8.82,0.793,20.0,잡곡밥,0.1,,1.0,340.0,공기,,LIGCfGG+ec,g,0.342,,com.sec.android.app.shealth,73.47,0.61764705,023eec8b-ba6f-4cb4-975d-8ad905849df6,1,
397.0,10.0,11.0,,0.0,"310 kcal, 721g당",,fatsecret-5481345,165,261.0,5.8,2.95,2021-07-13 08:18:13.273,2021-07-13 08:18:13.273,0.92,2.97,1.301,8.0,가지나물,3.39,,5.0,71.0,인분 (165 g),,LIGCfGG+ec,g,0.451,,com.sec.android.app.shealth,11.02,2.357143,f6b0b7b2-f50b-4777-8275-c657ba178020,1,
420.0,386.0,14.0,,79.0,"445 kcal, 191 g당",,samsungosp-016001,190,662.0,3.31,12.765,2021-07-13 08:12:08.032,2021-07-13 08:12:08.032,2.93,10.656,4.41,3.0,김밥,0.0,,42.0,444.8,인분,,LIGCfGG+ec,g,1.61,0.0,com.sec.android.app.shealth,71.2,0.4271583,9e674e4a-626b-45fd-9b03-d30d35652339,1,
275.0,14.0,21.0,,0.0,"85 kcal, 198g당",,fatsecret-5398833,105,682.0,2.2,1.63,2021-07-14 10:29:27.262,2021-07-13 12:26:08.209,0.383,1.66,0.75,5.0,오이무침,2.74,,3.0,45.0,인분 (105 g),,LIGCfGG+ec,g,0.29,,com.sec.android.app.shealth,8.11,2.3076923,d73595b8-619d-46cd-b002-a6acbab20dd1,1,
560.0,10.0,51.0,,26.0,"819 kcal, 917g당",,fatsecret-5323740,500,507.0,5.6,3.94,2021-07-15 20:49:22.430,2021-07-15 20:49:22.430,0.717,20.78,1.145,37.0,잔치국수,2.67,,10.0,447.0,인분 (500 g),,LIGCfGG+ec,g,1.017,,com.sec.android.app.shealth,83.16,1.120163,7e59033f-fe97-4583-b6f6-04ba3d089321,1,
381.0,1.0,10.0,,0.0,"12 kcal, 100g당",,fatsecret-36377,280,6.0,2.0,0.45,2021-07-13 08:20:22.985,2021-07-13 08:18:13.274,0.006,1.65,0.008,3.0,오이 (껍질제거),3.86,,3.0,34.0,개 대형 (길이 21 cm),,LIGCfGG+ec,g,0.036,,com.sec.android.app.shealth,6.05,8.3125,c4477082-14c9-46a2-8c71-cde9238c14bc,1,
296.0,56.0,2.0,,22.0,"120 kcal, 200 g당",,samsungosp-191005,200,110.0,0.0,6.4,2021-07-13 08:12:08.044,2021-07-13 08:12:08.044,1.82,6.4,0.22,0.0,우유,0.0,,210.0,120.0,인분,,LIGCfGG+ec,g,4.34,0.0,com.sec.android.app.shealth,9.4,1.6666666,3277c8ff-a753-4ed3-8696-7327cd392c3f,1,
693.0,14.0,6.0,,120.0,"1490 kcal, 786g당",,fatsecret-5468718,200,822.0,0.0,25.19,2021-07-13 21:20:49.425,2021-07-13 21:20:49.425,9.569,35.18,6.841,12.0,고등어구이,0.18,,2.0,379.0,인분 (200 g),,LIGCfGG+ec,g,5.809,,com.sec.android.app.shealth,0.7,0.5263158,2e8397f3-3d31-4d00-bcf8-615ca6fec204,1,
266.0,0.0,12.0,,0.0,"230 kcal, 420g당",,fatsecret-5526460,100,13.0,2.9,0.15,2021-07-14 10:29:27.286,2021-07-13 12:26:08.205,0.022,3.18,0.046,6.0,더덕,0.71,,2.0,55.0,g,,LIGCfGG+ec,g,0.045,,com.sec.android.app.shealth,10.81,1.875,946e22b7-6bfc-4121-a392-e7df9704e832,100,
779.0,100.0,42.0,,164.0,"866 kcal, 788g당",,fatsecret-10934527,500,391.0,6.8,9.56,2021-07-14 10:29:27.326,2021-07-13 12:26:08.212,3.471,18.22,2.621,32.0,집밥,5.75,,17.0,549.0,회 (500 g),,LIGCfGG+ec,g,2.208,0.0,com.sec.android.app.shealth,97.39,0.90909094,f273d9ff-f418-41f5-841b-d169b95d7030,1,
,,,,,"40 kcal, 100ml당",,fatsecret-34558882,100,,,0.0,2021-07-14 10:33:40.478,2021-07-14 10:33:40.478,,0.0,,,박카스 D(동아제약),,,,40.0,인분,,LIGCfGG+ec,ml,,,com.sec.android.app.shealth,0.0,,f2cafd59-e56a-4bf4-80f0-2f900eaeb497,1,
445.0,3.0,6.0,,67.0,"700 kcal, 965g당",,fatsecret-5493547,400,1765.0,1.1,16.27,2021-07-13 21:20:49.427,2021-07-13 21:20:49.427,6.597,25.12,3.184,29.0,소고기미역국,0.9,,14.0,290.0,인분 (400 g),,LIGCfGG+ec,g,4.865,0.601,com.sec.android.app.shealth,12.39,1.3793104,173b1ea0-cf46-4e36-b9c6-a110c53085ed,1,
144.0,0.0,7.0,,0.0,"42 kcal, 100g당",,fatsecret-36442,100,3.0,1.4,0.08,2021-07-13 21:20:49.423,2021-07-13 21:20:49.423,0.023,0.92,0.062,1.0,양파,4.28,,2.0,42.0,g,,LIGCfGG+ec,g,0.026,,com.sec.android.app.shealth,10.11,2.3880596,994c888e-921a-4239-be8a-1d406d6ba8e2,100,
230.0,0.0,0.0,,0.0,"100 kcal, 126g당",,fatsecret-5114369,125,37.0,0.3,5.26,2021-07-14 10:29:27.369,2021-07-14 10:28:12.445,1.103,10.12,2.928,10.0,두부,1.26,,9.0,99.0,모,,LIGCfGG+ec,g,0.776,,com.sec.android.app.shealth,3.51,1.2626263,fdf70e1f-8bd4-4437-a8bf-ba608a3f95ef,1,
614.0,2.0,1.0,,184.0,"2471 kcal, 871g당",,fatsecret-5197389,200,901.0,1.5,30.6,2021-07-15 06:47:42.671,2021-07-15 06:47:01.558,13.437,45.16,4.003,20.0,돈까스,2.2,,8.0,568.0,인분 (200 g),,LIGCfGG+ec,g,9.898,,com.sec.android.app.shealth,24.56,0.35211268,d5053a36-da24-4294-a834-24aeb634cc16,1,
