com.samsung.shealth.food_frequent,6195017,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.99,2021-07-13 08:12:08.083,2021-07-13 08:12:08.083,0.99,0.99,0.99,LIGCfGG+ec,com.sec.android.app.shealth,0.99,9080dc55-53ef-4c18-97b6-962420897178,6e442329-203a-460c-bc89-51114268f5d6,0.99,
0.95,2021-07-13 08:20:23.099,2021-07-13 08:12:08.084,0.95,0.95,1.95,LIGCfGG+ec,com.sec.android.app.shealth,0.95,f3adea31-dd0a-4060-93dc-1169891cce90,72569f59-c729-49f7-a972-32545f4e03d6,1.95,
0.91,2021-07-13 08:12:08.084,2021-07-13 08:12:08.084,0.91,0.91,0.91,LIGCfGG+ec,com.sec.android.app.shealth,0.91,ec7e233e-d465-48a9-919a-0e8c7e439362,3e2557da-d83b-4e62-b458-915e80288571,0.91,
0.67,2021-07-13 08:12:08.086,2021-07-13 08:12:08.086,0.67,0.67,0.67,LIGCfGG+ec,com.sec.android.app.shealth,0.67,d5e6f5db-4ba2-4df0-b889-18aa56bff260,9a2473f5-28a9-421f-9390-a52ea0c06d43,0.67,
0.75,2021-07-13 08:12:08.085,2021-07-13 08:12:08.085,0.75,0.75,0.75,LIGCfGG+ec,com.sec.android.app.shealth,0.75,3eef1367-6f64-4832-81e9-aed3b2aa126e,fbe8463d-6e13-4d4c-8ed0-95d26a46e3ca,0.75,
0.71,2021-07-13 08:12:08.086,2021-07-13 08:12:08.086,0.71,0.71,0.71,LIGCfGG+ec,com.sec.android.app.shealth,0.71,df8eac85-8b55-4aba-8f94-2ea5892ec6a3,5f38b6b9-d4a5-4137-85fe-a7b264c5f8f3,0.71,
0.87,2021-07-13 08:12:08.084,2021-07-13 08:12:08.084,0.87,0.87,0.87,LIGCfGG+ec,com.sec.android.app.shealth,0.87,4b54bd89-32f0-4492-990f-814f1f2f94a5,5e48a138-0a72-4278-9b49-15d9a886c8b0,0.87,
0.0,2021-07-13 08:20:23.123,2021-07-13 08:18:13.413,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,5d050261-921d-48e9-823a-5dc8a5d63803,c4477082-14c9-46a2-8c71-cde9238c14bc,1.0,
0.0,2021-07-13 08:20:23.148,2021-07-13 08:20:23.148,0.0,0.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,359a92f1-6fd3-49af-b1e8-283980b9b736,22174f2c-bf28-4036-a379-c6dbc8cdd90c,1.0,
0.63,2021-07-13 08:12:08.086,2021-07-13 08:12:08.086,0.63,0.63,0.63,LIGCfGG+ec,com.sec.android.app.shealth,0.63,c588c8b7-3c08-41b6-8b92-bab3be96f93b,3277c8ff-a753-4ed3-8696-7327cd392c3f,0.63,
1.0,2021-07-14 10:33:40.526,2021-07-13 12:26:29.034,0.0,0.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,1.0,2ae2a82b-5f66-4bbf-999c-426ae1fcf12c,fb043d47-31cc-4d11-9a51-2cf1928e5069,0.0,
0.0,2021-07-13 21:20:49.512,2021-07-13 21:20:49.512,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,81f77b5c-e413-4616-b9db-9a578bffd3d6,528e86b0-7661-4637-992e-2f5489381afc,0.0,
0.0,2021-07-14 10:29:27.419,2021-07-13 12:26:08.294,0.0,2.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,46cd3c11-4b2b-4aab-ac50-54af1cc3f570,946e22b7-6bfc-4121-a392-e7df9704e832,0.0,
