com.samsung.shealth.food_frequent,6195017,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.0,2021-07-13 21:20:49.667,2021-07-13 21:20:49.667,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,185e3dfe-6d93-4157-9718-7bca7f7eb333,023eec8b-ba6f-4cb4-975d-8ad905849df6,0.0,
0.0,2021-07-14 08:28:35.454,2021-07-14 08:28:35.454,0.0,0.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,279cbd10-ddc2-41ee-be0e-07d4e5c3406d,d3d458c1-be9a-4e8a-947c-1774f2dcd533,1.0,
0.0,2021-07-13 21:20:49.593,2021-07-13 21:20:49.593,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,b927310c-e96f-453f-a6bc-9f07e27c1cbf,994c888e-921a-4239-be8a-1d406d6ba8e2,0.0,
0.0,2021-07-15 20:49:22.466,2021-07-15 20:49:22.466,0.0,1.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,97f41394-3d57-4b27-92c6-6fa20fffa396,7e59033f-fe97-4583-b6f6-04ba3d089321,0.0,
1.0,2021-07-15 20:50:15.778,2021-07-15 20:50:15.778,0.0,0.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,a0818a2b-4770-4c57-8831-1b05a9af0340,bbf764d5-e8e6-4a8b-b236-96521068f5f5,0.0,
0.0,2021-07-14 10:29:27.472,2021-07-14 10:29:27.472,0.0,1.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,9f5f84f9-6ab1-4e9e-928c-1946eda10dbd,fdf70e1f-8bd4-4437-a8bf-ba608a3f95ef,0.0,
0.83,2021-07-13 08:12:08.085,2021-07-13 08:12:08.085,0.83,0.83,0.83,LIGCfGG+ec,com.sec.android.app.shealth,0.83,b260ac2c-78cb-4480-bc57-cd1f1a462617,4d7c18b6-ec5f-406b-bfdb-0d33b0fdb648,0.83,
0.79,2021-07-13 08:12:08.085,2021-07-13 08:12:08.085,0.79,0.79,0.79,LIGCfGG+ec,com.sec.android.app.shealth,0.79,1129c246-9822-4b89-81bf-73c24b640b44,9e674e4a-626b-45fd-9b03-d30d35652339,0.79,
0.0,2021-07-13 08:18:13.337,2021-07-13 08:18:13.337,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,fd270369-bd3b-41bc-a6dd-b44cc1b54d6b,f6b0b7b2-f50b-4777-8275-c657ba178020,0.0,
0.0,2021-07-13 12:26:08.353,2021-07-13 08:18:13.362,0.0,1.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,4b0489de-2fbc-4d10-af31-6d617ac2978d,dbb0cf86-ab62-4904-96c7-d19ee8de303d,0.0,
0.0,2021-07-14 10:29:27.406,2021-07-13 12:26:08.324,0.0,2.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,277fdcfa-d6ac-4ca5-8432-e8bb78877f56,d73595b8-619d-46cd-b002-a6acbab20dd1,0.0,
0.0,2021-07-14 10:29:27.444,2021-07-13 12:26:08.384,0.0,2.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,32e1ff8c-4dba-4edc-9cf3-93fbe19d0040,f273d9ff-f418-41f5-841b-d169b95d7030,0.0,
0.0,2021-07-13 21:20:49.613,2021-07-13 21:20:49.613,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,d8536e36-1f7e-4e18-bca1-56ac3bd165ff,2e8397f3-3d31-4d00-bcf8-615ca6fec204,0.0,
0.0,2021-07-13 21:20:49.639,2021-07-13 21:20:49.639,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,56ba9e21-f4b9-46dd-98d9-e5b7aa8ecc41,173b1ea0-cf46-4e36-b9c6-a110c53085ed,0.0,
0.0,2021-07-14 10:33:40.548,2021-07-14 10:33:40.548,0.0,0.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,1.0,4f8218f5-4465-4406-8026-fc4a9ba13a12,f2cafd59-e56a-4bf4-80f0-2f900eaeb497,0.0,
0.0,2021-07-15 06:47:42.698,2021-07-15 06:47:15.477,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,abe0f7e5-2d44-4a2a-a94c-d6e5971eb4db,d5053a36-da24-4294-a834-24aeb634cc16,1.0,
0.0,2021-07-18 23:16:06.710,2021-07-13 08:20:23.174,0.0,0.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,5a58ccbb-12ad-4842-a9d5-cfd685a73110,1ae70716-a416-43cc-a417-47893c30cfc3,1.0,
0.0,2021-07-14 10:29:27.432,2021-07-13 21:20:49.539,0.0,1.0,1.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,6749b5ac-2abd-4967-b12a-08adb4bbcbfb,42843c9f-3f4d-479c-8696-58ac89a58eab,0.0,
0.0,2021-07-14 10:29:27.458,2021-07-14 10:29:27.458,0.0,1.0,0.0,LIGCfGG+ec,com.sec.android.app.shealth,0.0,4f1b971f-e4bf-4d61-910f-baf70ae9230c,49db82b9-fcee-4064-9330-2b9c77a86d5e,0.0,
