com.samsung.shealth.food_favorite,6195017,1
amount,food_type,update_time,create_time,name,unit,favoriteid,calorie,deviceuuid,pkg_name,datauuid,food_info_id
0.0,2,2021-07-13 08:20:23.228,2021-07-13 08:20:23.228,73a8523c-1df5-4027-9eef-4b046c781cbf,,73a8523c-1df5-4027-9eef-4b046c781cbf,0.0,LIGCfGG+ec,com.sec.android.app.shealth,5a3036d8-0118-4ecc-93bd-b2a604b57946,72569f59-c729-49f7-a972-32545f4e03d6,
0.0,2,2021-07-13 08:20:23.229,2021-07-13 08:20:23.229,73a8523c-1df5-4027-9eef-4b046c781cbf,,73a8523c-1df5-4027-9eef-4b046c781cbf,0.0,LIGCfGG+ec,com.sec.android.app.shealth,397d6987-6d7f-46a4-8358-b26586192931,c4477082-14c9-46a2-8c71-cde9238c14bc,
0.0,2,2021-07-13 08:20:23.229,2021-07-13 08:20:23.229,73a8523c-1df5-4027-9eef-4b046c781cbf,,73a8523c-1df5-4027-9eef-4b046c781cbf,0.0,LIGCfGG+ec,com.sec.android.app.shealth,64bddfcf-d9a0-4758-a15b-cd81c041ccce,22174f2c-bf28-4036-a379-c6dbc8cdd90c,
0.0,2,2021-07-13 12:26:08.453,2021-07-13 12:26:08.453,47cb2f3d-f1a2-4ba4-9997-2021541f8f55,,47cb2f3d-f1a2-4ba4-9997-2021541f8f55,0.0,LIGCfGG+ec,com.sec.android.app.shealth,e9ec4c10-b0af-4139-8e57-95fb99ef48d3,dbb0cf86-ab62-4904-96c7-d19ee8de303d,
0.0,2,2021-07-13 12:26:08.455,2021-07-13 12:26:08.455,47cb2f3d-f1a2-4ba4-9997-2021541f8f55,,47cb2f3d-f1a2-4ba4-9997-2021541f8f55,0.0,LIGCfGG+ec,com.sec.android.app.shealth,b90460c6-174e-4df6-89ce-9c7130d4f2fd,f273d9ff-f418-41f5-841b-d169b95d7030,
0.0,2,2021-07-13 21:20:49.743,2021-07-13 21:20:49.743,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,0.0,LIGCfGG+ec,com.sec.android.app.shealth,aa196952-2b0d-46cd-9bb5-5d04c22ac930,946e22b7-6bfc-4121-a392-e7df9704e832,
0.0,2,2021-07-13 21:20:49.744,2021-07-13 21:20:49.744,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,0.0,LIGCfGG+ec,com.sec.android.app.shealth,7a87ba4d-4e25-4fc3-9a1a-fda6778c3ba7,994c888e-921a-4239-be8a-1d406d6ba8e2,
0.0,2,2021-07-13 12:26:08.449,2021-07-13 12:26:08.449,47cb2f3d-f1a2-4ba4-9997-2021541f8f55,,47cb2f3d-f1a2-4ba4-9997-2021541f8f55,0.0,LIGCfGG+ec,com.sec.android.app.shealth,13a8d15b-63de-4668-aa51-f1bc7c44daa3,946e22b7-6bfc-4121-a392-e7df9704e832,
100.0,1,2021-07-14 10:28:12.877,2021-07-14 10:28:12.877,청경채,120001,c950dc76-d662-4eb1-97db-66d496a070b4,55.0,LIGCfGG+ec,com.sec.android.app.shealth,eb24a14c-f2a5-4a12-839f-086b98c35f1b,946e22b7-6bfc-4121-a392-e7df9704e832,
0.0,2,2021-07-13 12:26:29.094,2021-07-13 12:26:29.094,f2cf5141-fb61-4d4f-86a8-7d80a48b9f8e,,f2cf5141-fb61-4d4f-86a8-7d80a48b9f8e,0.0,LIGCfGG+ec,com.sec.android.app.shealth,7505b0d1-5596-4b8f-9e06-abe91985696b,fb043d47-31cc-4d11-9a51-2cf1928e5069,
0.0,2,2021-07-13 21:20:49.741,2021-07-13 21:20:49.741,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,0.0,LIGCfGG+ec,com.sec.android.app.shealth,df52b27c-278f-444b-a96e-e4029ecf3eb0,42843c9f-3f4d-479c-8696-58ac89a58eab,
100.0,1,2021-07-14 10:28:27.233,2021-07-14 10:28:27.233,저녁,120001,4326545e-b444-4105-8628-f242d156fae3,55.0,LIGCfGG+ec,com.sec.android.app.shealth,960b2580-6acf-4e47-ac59-9b8c9948549a,946e22b7-6bfc-4121-a392-e7df9704e832,
0.0,2,2021-07-13 08:20:23.230,2021-07-13 08:20:23.230,73a8523c-1df5-4027-9eef-4b046c781cbf,,73a8523c-1df5-4027-9eef-4b046c781cbf,0.0,LIGCfGG+ec,com.sec.android.app.shealth,566b315b-055e-489c-9855-44cf1844a135,1ae70716-a416-43cc-a417-47893c30cfc3,
0.0,2,2021-07-13 21:20:49.745,2021-07-13 21:20:49.745,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,0.0,LIGCfGG+ec,com.sec.android.app.shealth,14e86a4f-75a9-44ac-a820-cfd10e622dbc,2e8397f3-3d31-4d00-bcf8-615ca6fec204,
0.0,2,2021-07-13 21:20:49.747,2021-07-13 21:20:49.747,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,,15c04e6f-55d4-47b5-be4c-c13d2856a7c6,0.0,LIGCfGG+ec,com.sec.android.app.shealth,e68704d7-838e-4e23-ae48-49b952062341,023eec8b-ba6f-4cb4-975d-8ad905849df6,
0.0,2,2021-07-14 10:29:27.506,2021-07-14 10:29:27.506,b648b6e4-9a84-4d46-be55-bce059628e2d,,b648b6e4-9a84-4d46-be55-bce059628e2d,0.0,LIGCfGG+ec,com.sec.android.app.shealth,94a7ac6a-0a6c-450f-8c48-da7337ec8c78,946e22b7-6bfc-4121-a392-e7df9704e832,
