com.samsung.health.nutrition,6195017,3
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,start_time,custom,sodium,dietary_fiber,total_fat,update_time,create_time,meal_type,monosaturated_fat,protein,polysaturated_fat,iron,sugar,title,added_sugar,calcium,calorie,time_offset,deviceuuid,saturated_fat,trans_fat,pkg_name,carbohydrate,datauuid
954.0,15.0,41.0,,110.0,2021-07-13 03:00:00.000,,550.0,6.5,4.5,2021-07-13 08:20:23.231,2021-07-13 08:20:23.231,100002,1.3,14.5,0.7,11.0,5.0,점심,,24.0,483.0,UTC+0900,LIGCfGG+ec,0.9,0.0,com.sec.android.app.shealth,93.9,c743f7b0-e8e3-4607-8a66-8286b93ac2fd,
1502.8,588.0,42.4,,0.0,2021-07-12 23:00:00.000,,749.5,14.3,5.9,2021-07-13 08:18:13.485,2021-07-13 08:18:13.485,100001,1.4,15.9,1.9,15.2,7.1,아침,,107.7,521.0,UTC+0900,LIGCfGG+ec,0.6,0.0,com.sec.android.app.shealth,103.9,3d14e0cc-da77-4103-9a80-10803b0d10a0,
1788.8,690.0,96.4,,164.0,2021-07-13 12:10:53.898,,1564.5,15.4,13.2,2021-07-13 12:26:08.489,2021-07-13 12:26:08.489,100003,4.2,26.5,3.9,45.2,9.1,저녁,,105.7,713.0,UTC+0900,LIGCfGG+ec,2.6,0.0,com.sec.android.app.shealth,126.5,db5cd8c9-59bf-4d42-a7d6-7633635d511b,
2429.0,193.0,240.0,,164.0,2021-07-14 10:26:05.224,,2544.0,18.4,19.2,2021-07-14 10:29:27.517,2021-07-14 10:29:27.517,100003,5.5,38.1,7.4,71.0,18.3,저녁,,48.0,871.0,UTC+0900,LIGCfGG+ec,3.4,0.0,com.sec.android.app.shealth,142.6,738a62f9-519d-49d6-8020-25560ac66115,
614.0,2.0,1.0,,184.0,2021-07-14 23:00:00.000,,901.0,1.5,30.6,2021-07-15 06:47:15.559,2021-07-15 06:47:15.518,100001,13.4,45.1,4.0,20.0,2.2,아침,,8.0,568.0,UTC+0900,LIGCfGG+ec,9.8,0.0,com.sec.android.app.shealth,24.5,33caade0-007a-4921-9b00-a14e926c7ded,
292.0,6.0,17.0,,0.0,2021-07-14 06:00:00.000,,6.0,1.5,0.2,2021-07-14 10:33:40.596,2021-07-14 10:33:40.596,100005,0.0,1.0,0.1,2.0,3.2,오후 간식,,1.0,62.0,UTC+0900,LIGCfGG+ec,0.0,0.0,com.sec.android.app.shealth,4.8,6cb175e6-5b61-452b-8d78-e64b3c8de2dd,
292.0,6.0,17.0,,0.0,2021-07-13 12:26:13.105,,6.0,1.5,0.2,2021-07-13 12:26:29.089,2021-07-13 12:26:29.089,100006,0.0,1.0,0.1,2.0,3.2,저녁 간식,,1.0,22.0,UTC+0900,LIGCfGG+ec,0.0,0.0,com.sec.android.app.shealth,4.8,42484d4b-75d4-4341-bc3e-ce56eb505fbb,
2752.0,42.0,142.0,,187.0,2021-07-13 21:16:55.143,,5213.0,17.8,47.9,2021-07-13 21:20:49.743,2021-07-13 21:20:49.743,100001,17.7,78.4,12.6,86.0,16.9,아침,,37.0,1266.0,UTC+0900,LIGCfGG+ec,11.5,0.6,com.sec.android.app.shealth,136.0,9b4b2b66-f511-45b0-89ea-e69190fcd66d,
771.2,17.4,31.4,,383.9,2021-07-18 23:15:25.214,,1005.1,3.4,12.2,2021-07-18 23:17:16.265,2021-07-18 23:16:06.796,100001,4.5,15.7,2.4,13.9,2.4,아침,,6.9,311.0,UTC+0900,LIGCfGG+ec,3.1,0.0,com.sec.android.app.shealth,34.2,1716a282-7932-42c0-931f-a3d0e3bdc6e3,
853.0,28.0,51.0,,50.0,2021-07-14 03:00:00.000,,1799.0,3.2,12.7,2021-07-14 08:28:35.494,2021-07-14 08:28:35.494,100002,5.7,23.2,3.7,60.0,3.2,점심,,11.0,753.0,UTC+0900,LIGCfGG+ec,1.5,0.0,com.sec.android.app.shealth,135.0,fdb7d364-9730-41f6-ad48-f3b9d49ceddc,
1228.0,4.0,2.0,,368.0,2021-07-15 06:47:20.516,,1802.0,3.0,61.2,2021-07-15 06:47:42.725,2021-07-15 06:47:42.725,100002,26.8,90.2,8.0,40.0,4.4,점심,,16.0,1136.0,UTC+0900,LIGCfGG+ec,19.6,0.0,com.sec.android.app.shealth,49.0,7cf3ee3b-591b-4623-a0b3-dfb52d00e8e6,
186.0,2.0,7.0,,0.0,2021-07-15 12:00:00.000,,0.0,1.5,0.2,2021-07-15 20:50:15.821,2021-07-15 20:50:15.821,100006,0.0,0.8,0.0,1.0,8.2,저녁 간식,,0.0,38.0,UTC+0900,LIGCfGG+ec,0.0,0.0,com.sec.android.app.shealth,9.3,5b25e278-78be-45ba-a57d-eb7aa4a79765,
560.0,10.0,51.0,,26.0,2021-07-15 09:00:00.000,,507.0,5.6,3.9,2021-07-15 20:49:22.512,2021-07-15 20:49:22.512,100003,0.7,20.7,1.1,37.0,2.6,저녁,,10.0,447.0,UTC+0900,LIGCfGG+ec,1.0,0.0,com.sec.android.app.shealth,83.1,8232da24-d94d-423e-9f0b-bb6b69162bbb,
