com.samsung.shealth.social.public_challenge.extra,6195017,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-12-18 02:11:08.909,2021-12-18 02:11:08.909,2,{"uiViewStatusItemList":[]},LIGCfGG+ec,com.sec.android.app.shealth,c665a59a-3d33-4ca6-b0ca-b9b29d5a9402,
