com.samsung.shealth.permission,6195017,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,0,2021-12-18 01:55:15.686,2021-07-13 08:12:06.685,data,,LIGCfGG+ec,com.sec.android.app.shealth,sync,1,38f8ac64-952c-5236-ea95-16cba39f0f4c,38f8ac64-952c-5236-ea95-16cba39f0f4c.optionals.json,
