,duration,walk_step,start_date,start_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.end_time
1663,,7,2021-11-03 ,10:43:00.000,0.090625,5.4375,0.24603271,2021-11-03 10:43:59.000
1664,,12,2021-11-03 ,10:49:00.000,0.15234375,9.140625,0.42132568,2021-11-03 10:49:59.000
1665,,13,2021-11-03 ,10:53:00.000,0.16608073,9.964844,0.45544434,2021-11-03 10:53:59.000
1666,,12,2021-11-03 ,10:54:00.000,0.14485677,8.691406,0.4360962,2021-11-03 10:54:59.000
1667,18146.0,23,2021-11-03 ,10:56:00.000,0.88888896,16.13,0.86,2021-11-03 10:57:00.000
1668,,10,2021-11-03 ,10:56:00.000,0.12776692,7.6660156,0.35290527,2021-11-03 10:56:59.000
1669,25425.0,39,2021-11-03 ,10:57:00.000,1.1111112,28.25,1.51,2021-11-03 10:58:00.000
1670,,22,2021-11-03 ,10:57:00.000,0.27093098,16.25586,0.7845459,2021-11-03 10:57:59.000
1671,,14,2021-11-03 ,11:02:00.000,0.17294922,10.376953,0.49816895,2021-11-03 11:02:59.000
1672,30882.0,46,2021-11-03 ,11:06:00.000,1.081535,33.399982,1.7599995,2021-11-03 11:07:00.000
1673,,51,2021-11-03 ,11:06:00.000,0.64563805,38.73828,1.7972412,2021-11-03 11:06:59.000
1674,12656.0,18,2021-11-03 ,11:07:00.000,1.0303179,13.040001,0.69000006,2021-11-03 11:08:00.000
1675,,8,2021-11-03 ,11:08:00.000,0.1054362,6.326172,0.27801514,2021-11-03 11:08:59.000
1676,,14,2021-11-03 ,15:15:00.000,0.17718099,10.630859,0.49450684,2021-11-03 15:15:59.000

1677,9318.0,15,2021-11-04 ,00:17:00.000,1.1944444,11.13,0.57,2021-11-04 00:18:00.000
1678,,12,2021-11-04 ,00:18:00.000,0.15738933,9.443359,0.41937256,2021-11-04 00:18:59.000
1679,4241.0,7,2021-11-04 ,00:19:00.000,1.2260996,5.2,0.25,2021-11-04 00:20:00.000
1680,,66,2021-11-04 ,00:20:00.000,0.8192383,49.154297,2.3447876,2021-11-04 00:20:59.000
1681,57531.0,91,2021-11-04 ,00:20:00.000,1.1666666,67.12,3.58,2021-11-04 00:21:00.000
1682,,100,2021-11-04 ,00:21:00.000,1.2570312,75.421875,3.524475,2021-11-04 00:21:59.000
1683,60000.0,101,2021-11-04 ,00:21:00.000,1.2543334,75.26,4.04,2021-11-04 00:22:00.000
1684,,98,2021-11-04 ,00:22:00.000,1.2267578,73.60547,3.4594727,2021-11-04 00:22:59.000
1685,60000.0,101,2021-11-04 ,00:22:00.000,1.26,75.6,4.04,2021-11-04 00:23:00.000
1686,,96,2021-11-04 ,00:23:00.000,1.2046875,72.28125,3.3897095,2021-11-04 00:23:59.000
1687,60000.0,101,2021-11-04 ,00:23:00.000,1.2596668,75.58,4.04,2021-11-04 00:24:00.000
1688,60000.0,99,2021-11-04 ,00:24:00.000,1.227,73.62,3.96,2021-11-04 00:25:00.000
1689,,91,2021-11-04 ,00:24:00.000,1.1410156,68.46094,3.213501,2021-11-04 00:24:59.000
1690,60000.0,92,2021-11-04 ,00:25:00.000,1.1190007,67.14004,3.6799982,2021-11-04 00:26:00.000
1691,,97,2021-11-04 ,00:25:00.000,1.2009441,72.05664,3.4552002,2021-11-04 00:25:59.000
1692,59489.0,91,2021-11-04 ,00:26:00.000,1.1151507,66.33998,3.6299982,2021-11-04 00:27:00.000
1693,,90,2021-11-04 ,00:26:00.000,1.0992513,65.95508,3.225891,2021-11-04 00:26:59.000
1694,45795.0,74,2021-11-04 ,00:27:00.000,1.1944444,54.7,2.96,2021-11-04 00:28:00.000
1695,,74,2021-11-04 ,00:27:00.000,0.9111328,54.66797,2.639038,2021-11-04 00:27:59.000
1696,,35,2021-11-04 ,00:28:00.000,0.4369466,26.216797,1.2374268,2021-11-04 00:28:59.000
1697,22194.0,38,2021-11-04 ,00:29:00.000,1.2777778,28.36,1.49,2021-11-04 00:30:00.000
1698,,105,2021-11-04 ,00:30:00.000,1.3227214,79.36328,3.6973267,2021-11-04 00:30:59.000
1699,59476.0,103,2021-11-04 ,00:30:00.000,1.3055556,77.65,4.12,2021-11-04 00:31:00.000
1700,,26,2021-11-04 ,00:31:00.000,0.32828775,19.697266,0.91967773,2021-11-04 00:31:59.000
1701,605.0,1,2021-11-04 ,00:31:00.000,1.2222222,0.74,0.04,2021-11-04 00:32:00.000
1702,,10,2021-11-04 ,00:32:00.000,0.13144532,7.8867188,0.34661865,2021-11-04 00:32:59.000
1703,,11,2021-11-04 ,00:34:00.000,0.13434245,8.060547,0.39746094,2021-11-04 00:34:59.000
1704,,23,2021-11-04 ,00:35:00.000,0.28333333,17.0,0.82366943,2021-11-04 00:35:59.000
1705,,8,2021-11-04 ,00:36:00.000,0.10035808,6.0214844,0.28448486,2021-11-04 00:36:59.000
1706,,8,2021-11-04 ,00:39:00.000,0.108072914,6.484375,0.27215576,2021-11-04 00:39:59.000
1707,,10,2021-11-04 ,00:40:00.000,0.13554688,8.1328125,0.3411255,2021-11-04 00:40:59.000
1708,,9,2021-11-04 ,00:43:00.000,0.11484375,6.890625,0.31567383,2021-11-04 00:43:59.000
1709,,21,2021-11-04 ,00:48:00.000,0.2648763,15.892578,0.7423096,2021-11-04 00:48:59.000
1710,,7,2021-11-04 ,00:52:00.000,0.088118486,5.2871094,0.24963379,2021-11-04 00:52:59.000
1711,,16,2021-11-04 ,00:56:00.000,0.21474609,12.884766,0.5516968,2021-11-04 00:56:59.000
1712,,20,2021-11-04 ,00:57:00.000,0.24479167,14.6875,0.71759033,2021-11-04 00:57:59.000
1713,,22,2021-11-04 ,00:58:00.000,0.26809895,16.085938,0.7897949,2021-11-04 00:58:59.000
1714,,7,2021-11-04 ,01:02:00.000,0.09371745,5.623047,0.23669434,2021-11-04 01:02:59.000
1715,,14,2021-11-04 ,01:06:00.000,0.17304687,10.3828125,0.49804688,2021-11-04 01:06:59.000
1716,,15,2021-11-04 ,01:07:00.000,0.18053386,10.832031,0.5452881,2021-11-04 01:07:59.000
1717,,10,2021-11-04 ,01:09:00.000,0.13297527,7.9785156,0.34765625,2021-11-04 01:09:59.000
1718,,12,2021-11-04 ,01:24:00.000,0.14423828,8.654297,0.43658447,2021-11-04 01:24:59.000
1719,,6,2021-11-04 ,01:26:00.000,0.07493489,4.4960938,0.21380615,2021-11-04 01:26:59.000
1720,,12,2021-11-04 ,01:49:00.000,0.15345052,9.207031,0.4206543,2021-11-04 01:49:59.000
1721,,33,2021-11-04 ,01:53:00.000,0.40094402,24.05664,1.1916504,2021-11-04 01:53:59.000
1722,,18,2021-11-04 ,01:55:00.000,0.23085937,13.8515625,0.6315918,2021-11-04 01:55:59.000
1723,,20,2021-11-04 ,01:56:00.000,0.26790366,16.074219,0.69207764,2021-11-04 01:56:59.000
1724,,61,2021-11-04 ,02:12:00.000,0.77415365,46.44922,2.147522,2021-11-04 02:12:59.000
1725,,32,2021-11-04 ,02:15:00.000,0.4074219,24.445312,1.1231079,2021-11-04 02:15:59.000
1726,,12,2021-11-04 ,02:18:00.000,0.15878907,9.527344,0.41748047,2021-11-04 02:18:59.000
1727,,14,2021-11-04 ,02:27:00.000,0.18310547,10.986328,0.48840332,2021-11-04 02:27:59.000
1728,,14,2021-11-04 ,02:29:00.000,0.18108724,10.865234,0.48962402,2021-11-04 02:29:59.000
1729,,10,2021-11-04 ,02:40:00.000,0.13427734,8.056641,0.34106445,2021-11-04 02:40:59.000
1730,,6,2021-11-04 ,02:45:00.000,0.072265625,4.3359375,0.21832275,2021-11-04 02:45:59.000
1731,,12,2021-11-04 ,02:48:00.000,0.1430664,8.583984,0.43945312,2021-11-04 02:48:59.000
1732,,10,2021-11-04 ,02:51:00.000,0.1303711,7.8222656,0.35162354,2021-11-04 02:51:59.000
1733,,9,2021-11-04 ,02:58:00.000,0.11282552,6.7695312,0.3184204,2021-11-04 02:58:59.000
1734,,25,2021-11-04 ,02:59:00.000,0.32910156,19.746094,0.87042236,2021-11-04 02:59:59.000
1735,,6,2021-11-04 ,03:04:00.000,0.076855466,4.611328,0.21179199,2021-11-04 03:04:59.000
1736,,9,2021-11-04 ,03:14:00.000,0.12158203,7.294922,0.30932617,2021-11-04 03:14:59.000
1737,,12,2021-11-04 ,03:15:00.000,0.15755208,9.453125,0.41912842,2021-11-04 03:15:59.000
1738,,11,2021-11-04 ,03:16:00.000,0.1491862,8.951172,0.37219238,2021-11-04 03:16:59.000
1739,,8,2021-11-04 ,03:18:00.000,0.10292969,6.1757812,0.2831421,2021-11-04 03:18:59.000
1740,,12,2021-11-04 ,03:24:00.000,0.15302734,9.181641,0.42211914,2021-11-04 03:24:59.000
1741,8975.0,13,2021-11-04 ,03:30:00.000,1.0384338,9.32,0.48,2021-11-04 03:31:00.000
1742,,6,2021-11-04 ,03:46:00.000,0.07949219,4.7695312,0.20837402,2021-11-04 03:46:59.000
1743,,12,2021-11-04 ,03:48:00.000,0.15761718,9.457031,0.4185791,2021-11-04 03:48:59.000
1744,,8,2021-11-04 ,03:51:00.000,0.101009116,6.060547,0.28320312,2021-11-04 03:51:59.000
1745,,14,2021-11-04 ,03:52:00.000,0.1806315,10.837891,0.49005127,2021-11-04 03:52:59.000
1746,,14,2021-11-04 ,03:54:00.000,0.17597656,10.558594,0.49389648,2021-11-04 03:54:59.000
1747,,17,2021-11-04 ,03:55:00.000,0.21940105,13.1640625,0.5944824,2021-11-04 03:55:59.000
1748,,12,2021-11-04 ,03:56:00.000,0.15172526,9.103516,0.42443848,2021-11-04 03:56:59.000
1749,,10,2021-11-04 ,03:57:00.000,0.12662761,7.5976562,0.35406494,2021-11-04 03:57:59.000
1750,,18,2021-11-04 ,03:58:00.000,0.23339844,14.003906,0.6286621,2021-11-04 03:58:59.000
1751,,8,2021-11-04 ,04:10:00.000,0.09720052,5.8320312,0.28845215,2021-11-04 04:10:59.000
1752,,8,2021-11-04 ,04:21:00.000,0.10390625,6.234375,0.28100586,2021-11-04 04:21:59.000
1753,,20,2021-11-04 ,04:36:00.000,0.2601237,15.607422,0.6973877,2021-11-04 04:36:59.000
1754,,36,2021-11-04 ,04:42:00.000,0.47089845,28.253906,1.2521973,2021-11-04 04:42:59.000
1755,,20,2021-11-04 ,04:43:00.000,0.25152996,15.091797,0.7055664,2021-11-04 04:43:59.000
1756,,10,2021-11-04 ,04:44:00.000,0.12477214,7.486328,0.3557129,2021-11-04 04:44:59.000
1757,,37,2021-11-04 ,04:45:00.000,0.45960286,27.576172,1.3163452,2021-11-04 04:45:59.000
1758,,48,2021-11-04 ,04:46:00.000,0.6102213,36.61328,1.6941528,2021-11-04 04:46:59.000
1759,,4,2021-11-04 ,04:47:00.000,0.05078125,3.046875,0.1404419,2021-11-04 04:47:59.000
1760,4736.0,6,2021-11-04 ,04:53:00.000,0.8888889,4.21,0.22,2021-11-04 04:54:00.000
1761,,11,2021-11-04 ,04:53:00.000,0.13486329,8.091797,0.39483643,2021-11-04 04:53:59.000
1762,4736.0,6,2021-11-04 ,04:54:00.000,0.8888889,4.21,0.22,2021-11-04 04:55:00.000
1763,4920.0,7,2021-11-04 ,05:07:00.000,1.0000001,4.92,0.26,2021-11-04 05:08:00.000
1764,,11,2021-11-04 ,05:14:00.000,0.13496093,8.097656,0.39331055,2021-11-04 05:14:59.000
1765,,46,2021-11-04 ,05:15:00.000,0.59807944,35.884766,1.607544,2021-11-04 05:15:59.000
1766,,54,2021-11-04 ,05:20:00.000,0.69013673,41.408203,1.8969727,2021-11-04 05:20:59.000
1767,14427.0,25,2021-11-04 ,05:21:00.000,1.300985,18.77,0.94,2021-11-04 05:22:00.000
1768,30518.0,55,2021-11-04 ,05:22:00.000,1.3631158,41.600006,2.0799994,2021-11-04 05:23:00.000
1769,,45,2021-11-04 ,05:22:00.000,0.5693034,34.158203,1.5817261,2021-11-04 05:22:59.000
1770,42102.0,79,2021-11-04 ,05:23:00.000,1.4464757,60.900013,2.7399979,2021-11-04 05:24:00.000
1771,,81,2021-11-04 ,05:23:00.000,1.0375651,62.253906,2.8347778,2021-11-04 05:23:59.000
1772,,6,2021-11-04 ,05:24:00.000,0.0797526,4.7851562,0.20306396,2021-11-04 05:24:59.000
1773,,13,2021-11-04 ,05:26:00.000,0.16022135,9.613281,0.4644165,2021-11-04 05:26:59.000
1774,,11,2021-11-04 ,05:48:00.000,0.13733724,8.240234,0.39257812,2021-11-04 05:48:59.000
1775,,25,2021-11-04 ,05:49:00.000,0.3876302,23.257812,1.15271,2021-11-04 05:49:59.000
1776,,11,2021-11-04 ,05:55:00.000,0.13798828,8.279297,0.38916016,2021-11-04 05:55:59.000
1777,,25,2021-11-04 ,06:00:00.000,0.3179362,19.076172,0.87994385,2021-11-04 06:00:59.000
1778,,10,2021-11-04 ,06:05:00.000,0.12347005,7.408203,0.35595703,2021-11-04 06:05:59.000
1779,,12,2021-11-04 ,06:09:00.000,0.16302083,9.78125,0.41033936,2021-11-04 06:09:59.000
1780,,13,2021-11-04 ,06:12:00.000,0.17122395,10.2734375,0.45074463,2021-11-04 06:12:59.000
1781,,10,2021-11-04 ,06:14:00.000,0.123697914,7.421875,0.35601807,2021-11-04 06:14:59.000
1782,,23,2021-11-04 ,06:15:00.000,0.29046223,17.427734,0.81121826,2021-11-04 06:15:59.000
1783,,20,2021-11-04 ,06:16:00.000,0.25852865,15.511719,0.69940186,2021-11-04 06:16:59.000
1784,12630.0,17,2021-11-04 ,06:18:00.000,0.9722222,12.28,0.62,2021-11-04 06:19:00.000
1785,15408.0,22,2021-11-04 ,06:20:00.000,1.0260296,15.809999,0.83,2021-11-04 06:21:00.000
1786,,6,2021-11-04 ,06:34:00.000,0.07861328,4.716797,0.20861816,2021-11-04 06:34:59.000
1787,,11,2021-11-04 ,06:37:00.000,0.14091797,8.455078,0.38537598,2021-11-04 06:37:59.000
1788,,7,2021-11-04 ,06:53:00.000,0.09397786,5.638672,0.2423706,2021-11-04 06:53:59.000
1789,,5,2021-11-04 ,06:54:00.000,0.0686849,4.1210938,0.16931152,2021-11-04 06:54:59.000
1790,,15,2021-11-04 ,06:56:00.000,0.18160807,10.896484,0.54174805,2021-11-04 06:56:59.000
1791,,6,2021-11-04 ,06:57:00.000,0.079394534,4.763672,0.20831299,2021-11-04 06:57:59.000
1792,,14,2021-11-04 ,06:58:00.000,0.17109375,10.265625,0.5027466,2021-11-04 06:58:59.000
1793,7350.0,12,2021-11-04 ,07:02:00.000,1.1944444,8.78,0.45,2021-11-04 07:03:00.000
1794,,6,2021-11-04 ,07:12:00.000,0.076171875,4.5703125,0.21063232,2021-11-04 07:12:59.000
1795,11288.0,18,2021-11-04 ,07:20:00.000,1.1666666,13.17,0.66,2021-11-04 07:21:00.000
1796,6963.0,10,2021-11-04 ,07:21:00.000,1.0555556,7.35,0.37,2021-11-04 07:22:00.000
1797,,49,2021-11-04 ,07:25:00.000,0.6254232,37.52539,1.720459,2021-11-04 07:25:59.000
1798,,24,2021-11-04 ,07:26:00.000,0.30462238,18.277344,0.8493042,2021-11-04 07:26:59.000
1799,,18,2021-11-04 ,07:42:00.000,0.23216146,13.9296875,0.6291504,2021-11-04 07:42:59.000
1800,,24,2021-11-04 ,07:44:00.000,0.3038086,18.228516,0.84851074,2021-11-04 07:44:59.000
1801,,24,2021-11-04 ,07:49:00.000,0.3055664,18.333984,0.84552,2021-11-04 07:49:59.000
1802,,23,2021-11-04 ,08:38:00.000,0.28938803,17.363281,0.8116455,2021-11-04 08:38:59.000
1803,,14,2021-11-04 ,09:09:00.000,0.17291667,10.375,0.49951172,2021-11-04 09:09:59.000
1804,,7,2021-11-04 ,09:25:00.000,0.084472656,5.0683594,0.25543213,2021-11-04 09:25:59.000
1805,,6,2021-11-04 ,09:38:00.000,0.080078125,4.8046875,0.20831299,2021-11-04 09:38:59.000
1806,,19,2021-11-04 ,09:39:00.000,0.24902344,14.941406,0.6605835,2021-11-04 09:39:59.000
1807,,6,2021-11-04 ,09:55:00.000,0.07516276,4.5097656,0.21618652,2021-11-04 09:55:59.000
1808,,19,2021-11-04 ,10:05:00.000,0.25260416,15.15625,0.70892334,2021-11-04 10:05:59.000
1809,,8,2021-11-04 ,10:08:00.000,0.10289714,6.173828,0.2828369,2021-11-04 10:08:59.000
1810,,17,2021-11-04 ,10:09:00.000,0.2141276,12.847656,0.6017456,2021-11-04 10:09:59.000
1811,,11,2021-11-04 ,10:10:00.000,0.13935547,8.361328,0.39105225,2021-11-04 10:10:59.000
1812,,7,2021-11-04 ,10:22:00.000,0.08684896,5.2109375,0.24993896,2021-11-04 10:22:59.000
1813,,18,2021-11-04 ,10:24:00.000,0.22819011,13.691406,0.635376,2021-11-04 10:24:59.000
1814,,12,2021-11-04 ,10:26:00.000,0.15013021,9.0078125,0.4249878,2021-11-04 10:26:59.000
1815,,20,2021-11-04 ,10:28:00.000,0.25634766,15.380859,0.7044678,2021-11-04 10:28:59.000
1816,,17,2021-11-04 ,10:32:00.000,0.20751953,12.451172,0.61138916,2021-11-04 10:32:59.000
1817,,13,2021-11-04 ,10:40:00.000,0.16783854,10.0703125,0.45306396,2021-11-04 10:40:59.000
1818,,7,2021-11-04 ,10:46:00.000,0.08759765,5.2558594,0.24853516,2021-11-04 10:46:59.000
1819,,69,2021-11-04 ,10:48:00.000,0.8783529,52.70117,2.423523,2021-11-04 10:48:59.000
1820,56528.0,93,2021-11-04 ,10:48:00.000,1.2222222,69.09,3.66,2021-11-04 10:49:00.000
1821,8871.0,14,2021-11-04 ,10:49:00.000,1.1666666,10.35,0.56,2021-11-04 10:50:00.000
1822,,23,2021-11-04 ,10:49:00.000,0.29628906,17.777344,0.8079834,2021-11-04 10:49:59.000
1823,55228.0,94,2021-11-04 ,10:50:00.000,1.2777778,70.57,3.73,2021-11-04 10:51:00.000
1824,,86,2021-11-04 ,10:50:00.000,1.0822265,64.93359,3.0310059,2021-11-04 10:50:59.000
1825,60000.0,96,2021-11-04 ,10:51:00.000,1.1816666,70.9,3.84,2021-11-04 10:52:00.000
1826,,98,2021-11-04 ,10:51:00.000,1.2176433,73.05859,3.4754639,2021-11-04 10:51:59.000
1827,59974.0,95,2021-11-04 ,10:52:00.000,1.1666666,69.97,3.8,2021-11-04 10:53:00.000
1828,,96,2021-11-04 ,10:52:00.000,1.1991537,71.94922,3.397461,2021-11-04 10:52:59.000
1829,60000.0,93,2021-11-04 ,10:53:00.000,1.1316667,67.9,3.72,2021-11-04 10:54:00.000
1830,,100,2021-11-04 ,10:53:00.000,1.2536458,75.21875,3.5404053,2021-11-04 10:53:59.000
1831,60000.0,92,2021-11-04 ,10:54:00.000,1.1193334,67.16,3.68,2021-11-04 10:55:00.000
1832,,94,2021-11-04 ,10:54:00.000,1.1673503,70.041016,3.3435059,2021-11-04 10:54:59.000
1833,,102,2021-11-04 ,10:55:00.000,1.2842122,77.052734,3.6038818,2021-11-04 10:55:59.000
1834,60000.0,96,2021-11-04 ,10:55:00.000,1.1763334,70.58,3.84,2021-11-04 10:56:00.000
1835,,102,2021-11-04 ,10:56:00.000,1.278483,76.708984,3.6054688,2021-11-04 10:56:59.000
1836,59823.0,91,2021-11-04 ,10:56:00.000,1.1111112,66.47,3.64,2021-11-04 10:57:00.000
1837,,65,2021-11-04 ,10:57:00.000,0.81337893,48.802734,2.3032227,2021-11-04 10:57:59.000
1838,47027.0,69,2021-11-04 ,10:57:00.000,1.0555556,49.64,2.73,2021-11-04 10:58:00.000
1839,5030.0,7,2021-11-04 ,10:58:00.000,1.0,5.03,0.28,2021-11-04 10:59:00.000
1840,,17,2021-11-04 ,11:00:00.000,0.22822265,13.693359,0.5871582,2021-11-04 11:00:59.000
1841,,7,2021-11-04 ,11:02:00.000,0.087630205,5.2578125,0.25097656,2021-11-04 11:02:59.000
1842,,16,2021-11-04 ,11:03:00.000,0.19772135,11.863281,0.57128906,2021-11-04 11:03:59.000
1843,,5,2021-11-04 ,11:04:00.000,0.15488282,9.292969,0.45983887,2021-11-04 11:04:59.000
1844,,11,2021-11-04 ,11:52:00.000,0.14680989,8.808594,0.38183594,2021-11-04 11:52:59.000
1845,,7,2021-11-04 ,12:05:00.000,0.096191406,5.7714844,0.23095703,2021-11-04 12:05:59.000
1846,,12,2021-11-04 ,15:16:00.000,0.16341145,9.8046875,0.41308594,2021-11-04 15:16:59.000
1847,,10,2021-11-04 ,17:25:00.000,0.13128255,7.876953,0.34899902,2021-11-04 17:25:59.000
1848,,10,2021-11-04 ,23:56:00.000,0.12386068,7.4316406,0.3585205,2021-11-04 23:56:59.000

1849,,6,2021-11-05 ,00:05:00.000,0.07561849,4.5371094,0.21166992,2021-11-05 00:05:59.000
1850,40148.0,64,2021-11-05 ,00:13:00.000,1.1738898,47.13003,2.3999994,2021-11-05 00:14:00.000
1851,,36,2021-11-05 ,00:13:00.000,0.4499349,26.996094,1.2757568,2021-11-05 00:13:59.000
1852,32366.0,56,2021-11-05 ,00:14:00.000,1.301975,42.13998,2.239999,2021-11-05 00:15:00.000
1853,,57,2021-11-05 ,00:14:00.000,0.71787107,43.072266,2.0056152,2021-11-05 00:14:59.000
1854,,6,2021-11-05 ,00:15:00.000,0.07600912,4.560547,0.21264648,2021-11-05 00:15:59.000
1855,,12,2021-11-05 ,00:28:00.000,0.15771484,9.462891,0.41906738,2021-11-05 00:28:59.000
1856,,14,2021-11-05 ,00:37:00.000,0.17809245,10.685547,0.49194336,2021-11-05 00:37:59.000
1857,,22,2021-11-05 ,00:38:00.000,0.28346354,17.007812,0.77490234,2021-11-05 00:38:59.000
1858,,18,2021-11-05 ,00:46:00.000,0.24280599,14.568359,0.6191406,2021-11-05 00:46:59.000
1859,11362.0,20,2021-11-05 ,00:53:00.000,1.3333334,15.15,0.71,2021-11-05 00:54:00.000
1860,,16,2021-11-05 ,00:53:00.000,0.20172526,12.103516,0.56347656,2021-11-05 00:53:59.000
1861,,21,2021-11-05 ,00:54:00.000,0.25813803,15.488281,0.7503662,2021-11-05 00:54:59.000
1862,,6,2021-11-05 ,00:56:00.000,0.07171224,4.3027344,0.21948242,2021-11-05 00:56:59.000
1863,,16,2021-11-05 ,00:57:00.000,0.20677084,12.40625,0.5609131,2021-11-05 00:57:59.000
1864,,23,2021-11-05 ,01:24:00.000,0.29534504,17.720703,0.80822754,2021-11-05 01:24:59.000
1865,,19,2021-11-05 ,01:25:00.000,0.24518229,14.7109375,0.66833496,2021-11-05 01:25:59.000
1866,,13,2021-11-05 ,01:30:00.000,0.16165365,9.699219,0.46313477,2021-11-05 01:30:59.000
1867,,6,2021-11-05 ,01:34:00.000,0.072949216,4.376953,0.21606445,2021-11-05 01:34:59.000
1868,,10,2021-11-05 ,01:46:00.000,0.13238932,7.9433594,0.34777832,2021-11-05 01:46:59.000
1869,,10,2021-11-05 ,01:47:00.000,0.13476562,8.0859375,0.34570312,2021-11-05 01:47:59.000
1870,,6,2021-11-05 ,01:49:00.000,0.07604167,4.5625,0.21069336,2021-11-05 01:49:59.000
1871,,10,2021-11-05 ,01:52:00.000,0.12828776,7.6972656,0.35095215,2021-11-05 01:52:59.000
1872,,40,2021-11-05 ,01:54:00.000,0.51458335,30.875,1.3990479,2021-11-05 01:54:59.000
1873,,24,2021-11-05 ,01:55:00.000,0.3091797,18.550781,0.8413086,2021-11-05 01:55:59.000
1874,,13,2021-11-05 ,01:56:00.000,0.1727539,10.365234,0.45043945,2021-11-05 01:56:59.000
1875,10832.0,22,2021-11-05 ,01:57:00.000,1.5277778,16.55,0.75,2021-11-05 01:58:00.000
1876,,17,2021-11-05 ,01:57:00.000,0.22272135,13.363281,0.5936279,2021-11-05 01:57:59.000
1877,8701.0,12,2021-11-05 ,01:58:00.000,0.97222227,8.46,0.45,2021-11-05 01:59:00.000
1878,,7,2021-11-05 ,01:58:00.000,0.09075521,5.4453125,0.24499512,2021-11-05 01:58:59.000
1879,,11,2021-11-05 ,02:05:00.000,0.13359375,8.015625,0.39782715,2021-11-05 02:05:59.000
1880,9109.0,17,2021-11-05 ,02:09:00.000,1.3986032,12.740002,0.57,2021-11-05 02:10:00.000
1881,,18,2021-11-05 ,02:09:00.000,0.2290039,13.740234,0.6315918,2021-11-05 02:09:59.000
1882,29144.0,47,2021-11-05 ,02:10:00.000,1.1926935,34.76,1.7799997,2021-11-05 02:11:00.000
1883,,23,2021-11-05 ,02:10:00.000,0.2880534,17.283203,0.8121338,2021-11-05 02:10:59.000
1884,,10,2021-11-05 ,02:12:00.000,0.12333985,7.4003906,0.3564453,2021-11-05 02:12:59.000
1885,21158.0,34,2021-11-05 ,02:28:00.000,1.1792022,24.95,1.3000001,2021-11-05 02:29:00.000
1886,,26,2021-11-05 ,02:29:00.000,0.33258465,19.955078,0.91467285,2021-11-05 02:29:59.000
1887,,7,2021-11-05 ,02:33:00.000,0.086783856,5.2070312,0.25109863,2021-11-05 02:33:59.000
1888,,6,2021-11-05 ,02:44:00.000,0.07613932,4.5683594,0.21252441,2021-11-05 02:44:59.000
1889,,2,2021-11-05 ,02:45:00.000,0.026920574,1.6152344,0.06933594,2021-11-05 02:45:59.000
1890,,10,2021-11-05 ,02:57:00.000,0.13554688,8.1328125,0.34484863,2021-11-05 02:57:59.000
1891,,18,2021-11-05 ,02:59:00.000,0.24003907,14.402344,0.62731934,2021-11-05 02:59:59.000
1892,,20,2021-11-05 ,03:02:00.000,0.25390625,15.234375,0.7043457,2021-11-05 03:02:59.000
1893,,8,2021-11-05 ,03:06:00.000,0.109016925,6.5410156,0.2709961,2021-11-05 03:06:59.000
1894,,11,2021-11-05 ,03:07:00.000,0.14814453,8.888672,0.37438965,2021-11-05 03:07:59.000
1895,11802.0,22,2021-11-05 ,03:11:00.000,1.4166666,16.72,0.77,2021-11-05 03:12:00.000
1896,,7,2021-11-05 ,03:17:00.000,0.092057295,5.5234375,0.24328613,2021-11-05 03:17:59.000
1897,,6,2021-11-05 ,03:18:00.000,0.07932942,4.7597656,0.20471191,2021-11-05 03:18:59.000
1898,,22,2021-11-05 ,03:19:00.000,0.2836914,17.021484,0.7694092,2021-11-05 03:19:59.000
1899,,40,2021-11-05 ,03:20:00.000,0.5205078,31.230469,1.401001,2021-11-05 03:20:59.000
1900,,22,2021-11-05 ,03:22:00.000,0.27727863,16.636719,0.7763672,2021-11-05 03:22:59.000
1901,,38,2021-11-05 ,03:23:00.000,0.48570964,29.142578,1.3284912,2021-11-05 03:23:59.000
1902,,6,2021-11-05 ,03:30:00.000,0.07877604,4.7265625,0.2088623,2021-11-05 03:30:59.000
1903,,10,2021-11-05 ,03:31:00.000,0.12786458,7.671875,0.35144043,2021-11-05 03:31:59.000
1904,,6,2021-11-05 ,03:32:00.000,0.07864583,4.71875,0.2097168,2021-11-05 03:32:59.000
1905,,12,2021-11-05 ,03:47:00.000,0.15748698,9.449219,0.41381836,2021-11-05 03:47:59.000
1906,,1,2021-11-05 ,03:48:00.000,0.013736979,0.82421875,0.03466797,2021-11-05 03:48:59.000
1907,,16,2021-11-05 ,03:55:00.000,0.20328777,12.197266,0.5637207,2021-11-05 03:55:59.000
1908,,10,2021-11-05 ,04:00:00.000,0.12636718,7.5820312,0.35144043,2021-11-05 04:00:59.000
1909,,27,2021-11-05 ,04:05:00.000,0.34134114,20.480469,0.9581299,2021-11-05 04:05:59.000
1910,,45,2021-11-05 ,04:08:00.000,0.58121747,34.873047,1.5755615,2021-11-05 04:08:59.000
1911,,7,2021-11-05 ,04:14:00.000,0.08938802,5.3632812,0.24731445,2021-11-05 04:14:59.000
1912,,15,2021-11-05 ,04:19:00.000,0.1961263,11.767578,0.5258789,2021-11-05 04:19:59.000
1913,6622.0,12,2021-11-05 ,04:23:00.000,1.3529361,8.96,0.43999997,2021-11-05 04:24:00.000
