duration,version_code,run_step,walk_step,start_date,start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
10293,4,0,13,2021-11-03 ,00:08:00.000,,,2021-11-03 00:11:20.804,2021-11-03 00:11:20.804,13,0.88888896,9.15,0.5,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:09:00.000,48fb4b2d-dc4b-4d23-b3d4-9e420c8b9416
,,0,23,2021-11-03 ,00:09:00.000,,,2021-11-03 00:10:00.000,2021-11-03 00:09:59.000,23,0.29329428,17.597656,0.8140869,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:09:59.000,bcbb1b6c-5caa-7091-93c7-2c8ecbcd5b3f
20557,4,0,30,2021-11-03 ,00:09:00.000,,,2021-11-03 00:11:20.842,2021-11-03 00:11:20.842,30,1.0555555,21.7,1.15,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:10:00.000,966311fc-4eed-458d-93ad-e583c2559a8c
48145,4,0,70,2021-11-03 ,00:10:00.000,,,2021-11-03 00:11:20.915,2021-11-03 00:11:20.915,70,1.0555556,50.82,2.72,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:11:00.000,15e5ce34-b7ac-47a6-9b03-ce610838e4e3
57366,4,0,87,2021-11-03 ,00:11:00.000,,,2021-11-03 00:15:01.886,2021-11-03 00:11:20.949,87,1.103432,63.300003,3.459999,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:12:00.000,02bfccdf-c64a-45eb-b431-687fecee889d
,,0,84,2021-11-03 ,00:11:00.000,,,2021-11-03 00:12:00.000,2021-11-03 00:11:59.000,84,1.0613282,63.679688,2.968811,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:11:59.000,c57079fb-7d6f-0ff1-380d-7fe28aef77a7
,,0,100,2021-11-03 ,00:12:00.000,,,2021-11-03 00:13:00.000,2021-11-03 00:12:59.000,100,1.2406576,74.43945,3.5509033,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:12:59.000,7dd04e30-ebea-2afd-29c5-ae2862a0c9e5
60000,4,0,97,2021-11-03 ,00:12:00.000,,,2021-11-03 00:15:01.913,2021-11-03 00:15:01.913,97,1.1946666,71.68,3.88,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:13:00.000,99f84e82-63fc-4afc-95f8-6c47199d9073
60000,4,0,99,2021-11-03 ,00:13:00.000,,,2021-11-03 00:15:01.939,2021-11-03 00:15:01.939,99,1.2229999,73.38,3.96,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:14:00.000,a457f4a9-e2da-4b58-8468-f165f83efa4b
,,0,91,2021-11-03 ,00:13:00.000,,,2021-11-03 00:14:00.000,2021-11-03 00:13:59.000,91,1.1412109,68.47266,3.2167969,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:13:59.000,0df24e5f-8dd8-1283-ed39-45d7ed252379
60000,4,0,102,2021-11-03 ,00:14:00.000,,,2021-11-03 00:15:01.960,2021-11-03 00:15:01.960,102,1.2743332,76.46,4.08,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:15:00.000,7a66d456-33db-4039-a105-989f6d466b30
,,0,101,2021-11-03 ,00:14:00.000,,,2021-11-03 00:15:00.000,2021-11-03 00:14:59.000,101,1.2605795,75.634766,3.571106,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:14:59.000,60f75497-1082-3c35-5a81-08171432010f
60000,4,0,100,2021-11-03 ,00:15:00.000,,,2021-11-03 00:17:42.260,2021-11-03 00:17:42.260,100,1.2415,74.49,4.0,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:16:00.000,20332cd5-85b4-457c-865d-422c8081c392
,,0,100,2021-11-03 ,00:15:00.000,,,2021-11-03 00:16:00.000,2021-11-03 00:15:59.000,100,1.2401693,74.41016,3.5463867,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:15:59.000,9521cbca-c790-4c6f-7fb3-9373e9fb9911
60000,4,0,98,2021-11-03 ,00:16:00.000,,,2021-11-03 00:17:42.295,2021-11-03 00:17:42.295,98,1.2086666,72.52,3.92,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:17:00.000,14c551b0-f319-43e9-a31d-9358738bc307
,,0,98,2021-11-03 ,00:16:00.000,,,2021-11-03 00:17:00.000,2021-11-03 00:16:59.000,98,1.2087566,72.52539,3.4868774,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:16:59.000,d85167e2-fbaa-2b77-a147-b20aba70ffee
45569,4,0,70,2021-11-03 ,00:17:00.000,,,2021-11-03 00:17:48.590,2021-11-03 00:17:42.352,70,1.1211394,51.090004,2.7999997,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:18:00.000,29dfacd2-50c7-48bd-806d-5e7d7ef23094
,,0,73,2021-11-03 ,00:17:00.000,,,2021-11-03 00:18:00.000,2021-11-03 00:17:59.000,73,0.90738934,54.44336,2.595337,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:17:59.000,13f2e460-9501-8b30-39cb-0019b64c7021
41290,4,0,66,2021-11-03 ,00:18:00.000,,,2021-11-03 00:18:59.289,2021-11-03 00:18:22.411,66,1.1782279,48.650017,2.6199987,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:19:00.000,fe79bcec-ee2c-4490-89d3-718a5f025b76
,,0,63,2021-11-03 ,00:18:00.000,,,2021-11-03 00:19:00.000,2021-11-03 00:18:59.000,63,0.77727866,46.63672,2.2415771,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:18:59.000,a292e502-3973-a654-a08a-77b9e7ac3d22
,,0,69,2021-11-03 ,00:19:00.000,,,2021-11-03 00:20:00.000,2021-11-03 00:19:59.000,69,0.8462565,50.77539,2.470581,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:19:59.000,380ef356-6fcc-c74e-b3ba-313c3c529501
50696,4,0,78,2021-11-03 ,00:19:00.000,,,2021-11-03 00:19:53.800,2021-11-03 00:19:00.600,78,1.122758,56.91999,3.0799985,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:20:00.000,c129cfb3-d7ce-4a7c-84f0-5d49bad78992
4392,4,0,6,2021-11-03 ,00:20:00.000,,,2021-11-03 00:20:42.541,2021-11-03 00:20:42.541,6,0.9722222,4.27,0.22,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 00:21:00.000,68b081f6-115b-42bb-a7cb-08e152c00a9c
,,0,10,2021-11-03 ,00:26:00.000,,,2021-11-03 00:27:00.000,2021-11-03 00:26:59.000,10,0.13258463,7.955078,0.34643555,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:26:59.000,f4a042fa-a626-d280-ee08-edfb047e7c20
,,0,10,2021-11-03 ,00:28:00.000,,,2021-11-03 00:29:00.000,2021-11-03 00:28:59.000,10,0.13170573,7.9023438,0.34802246,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:28:59.000,b3d3a002-bbc6-3fb0-2703-386bced5d338
,,0,18,2021-11-03 ,00:29:00.000,,,2021-11-03 00:30:00.000,2021-11-03 00:29:59.000,18,0.22503255,13.501953,0.6366577,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:29:59.000,5339c4d4-3b99-9544-fc71-6028c0e108a5
,,0,55,2021-11-03 ,00:35:00.000,,,2021-11-03 00:37:00.000,2021-11-03 00:35:59.000,55,0.69746095,41.847656,1.9403076,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:35:59.000,1bda8af9-82d6-16ad-5557-f7ee7c002937
,,0,13,2021-11-03 ,00:49:00.000,,,2021-11-03 00:50:00.000,2021-11-03 00:49:59.000,13,0.16194661,9.716797,0.4642334,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:49:59.000,e0b7da09-8c3f-4f00-d671-812b4fcc6266
,,0,11,2021-11-03 ,00:57:00.000,,,2021-11-03 00:58:34.000,2021-11-03 00:57:59.000,11,0.13958333,8.375,0.3881836,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:57:59.000,a92817fd-b7e4-6b3d-d03d-3f46c2efdb15
,,0,8,2021-11-03 ,00:58:00.000,,,2021-11-03 00:59:00.000,2021-11-03 00:58:59.000,8,0.10309245,6.185547,0.28308105,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 00:58:59.000,a1a189ef-5f86-b11e-0c81-891e1959d14f
,,0,13,2021-11-03 ,01:29:00.000,,,2021-11-03 01:30:00.000,2021-11-03 01:29:59.000,13,0.16370443,9.822266,0.45861816,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:29:59.000,d91ed709-4926-95f5-4e2d-03f1f9aa9fdf
,,0,7,2021-11-03 ,01:33:00.000,,,2021-11-03 01:34:00.000,2021-11-03 01:33:59.000,7,0.091113284,5.466797,0.24468994,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:33:59.000,34d44cfe-0e58-9582-9cde-9b609b5bcb84
,,0,11,2021-11-03 ,01:34:00.000,,,2021-11-03 01:35:00.000,2021-11-03 01:34:59.000,11,0.15058593,9.035156,0.37548828,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:34:59.000,ed55c52a-d80a-ec40-91e7-e13f6278dbee
,,0,11,2021-11-03 ,01:35:00.000,,,2021-11-03 01:36:00.000,2021-11-03 01:35:59.000,11,0.14052734,8.431641,0.3875122,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:35:59.000,25239837-7e12-2470-6878-97084420826e
,,0,6,2021-11-03 ,01:39:00.000,,,2021-11-03 01:40:00.000,2021-11-03 01:39:59.000,6,0.073209636,4.392578,0.2163086,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:39:59.000,5a960d5e-eb25-a516-f48f-28035d4481f4
,,0,11,2021-11-03 ,01:46:00.000,,,2021-11-03 01:47:00.000,2021-11-03 01:46:59.000,11,0.13857421,8.314453,0.38964844,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:46:59.000,869dd20c-ab2d-b220-4fd7-1beebfc51f2d
,,0,14,2021-11-03 ,01:47:00.000,,,2021-11-03 01:48:00.000,2021-11-03 01:47:59.000,14,0.18841146,11.3046875,0.47998047,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:47:59.000,d51aae3b-8538-ceb8-68d3-5d1b6ec75865
,,0,21,2021-11-03 ,01:48:00.000,,,2021-11-03 01:49:00.000,2021-11-03 01:48:59.000,21,0.26803386,16.082031,0.73773193,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:48:59.000,85379175-29d2-6872-2e5a-a29c9e599df4
,,0,30,2021-11-03 ,01:49:00.000,,,2021-11-03 01:50:00.000,2021-11-03 01:49:59.000,30,0.38238934,22.94336,1.060852,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:49:59.000,381a6c32-c74d-3add-006b-7b77d9b094df
,,0,14,2021-11-03 ,01:50:00.000,,,2021-11-03 01:51:00.000,2021-11-03 01:50:59.000,14,0.18007812,10.8046875,0.4902954,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 01:50:59.000,fa552586-adca-82f1-c243-71d51011ed1c
,,0,6,2021-11-03 ,02:01:00.000,,,2021-11-03 02:03:47.000,2021-11-03 02:01:59.000,6,0.07900391,4.7402344,0.2084961,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:01:59.000,e6691409-84c8-703a-ca8e-3de29481b6a2
,,0,38,2021-11-03 ,02:04:00.000,,,2021-11-03 02:05:01.000,2021-11-03 02:04:59.000,38,0.50289714,30.173828,1.3154907,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:04:59.000,77f8c8e6-3120-7592-d385-7bfaafab3e96
,,0,14,2021-11-03 ,02:05:00.000,,,2021-11-03 02:06:00.000,2021-11-03 02:05:59.000,14,0.18072917,10.84375,0.49047852,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:05:59.000,8f03cba7-3e8d-b880-1c46-1612799830a3
,,0,10,2021-11-03 ,02:06:00.000,,,2021-11-03 02:07:00.000,2021-11-03 02:06:59.000,10,0.13141276,7.8847656,0.34692383,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:06:59.000,b723d2d1-0439-3f48-1855-42518f125fee
,,0,5,2021-11-03 ,02:07:00.000,,,2021-11-03 02:08:00.000,2021-11-03 02:07:59.000,5,0.067675784,4.060547,0.17224121,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:07:59.000,6f7a67a8-360c-b198-29c0-6a519db9ae7d
,,0,41,2021-11-03 ,02:08:00.000,,,2021-11-03 02:09:09.000,2021-11-03 02:08:59.000,41,0.5264974,31.589844,1.4376831,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:08:59.000,4b0e6fe3-816e-5c6a-8a55-0ced4d92b730
,,0,19,2021-11-03 ,02:09:00.000,,,2021-11-03 02:10:25.000,2021-11-03 02:09:59.000,19,0.24430339,14.658203,0.66552734,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:09:59.000,263413c3-682f-65e9-a0c3-52e38ff85d5c
,,0,12,2021-11-03 ,02:10:00.000,,,2021-11-03 02:11:01.000,2021-11-03 02:10:59.000,12,0.16103515,9.662109,0.4152832,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:10:59.000,5185507f-a7f1-d22c-dd35-52ad86b6cc05
,,0,6,2021-11-03 ,02:13:00.000,,,2021-11-03 02:15:00.000,2021-11-03 02:13:59.000,6,0.07607422,4.564453,0.2119751,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:13:59.000,5124324e-8518-ed83-ba8f-4698f4d4594d
,,0,6,2021-11-03 ,02:23:00.000,,,2021-11-03 02:24:00.000,2021-11-03 02:23:59.000,6,0.07464193,4.4785156,0.21386719,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:23:59.000,58daa697-efaf-1c74-7c8d-efa4f9cb9d29
,,0,12,2021-11-03 ,02:27:00.000,,,2021-11-03 02:28:00.000,2021-11-03 02:27:59.000,12,0.16152343,9.691406,0.41497803,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:27:59.000,27d39fc6-8504-5159-6bde-7b2b55995f2a
,,0,6,2021-11-03 ,02:28:00.000,,,2021-11-03 02:29:07.000,2021-11-03 02:28:59.000,6,0.07923177,4.7539062,0.2086792,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:28:59.000,d6d7b755-74b1-f945-a361-6c9fbfbf9479
,,0,6,2021-11-03 ,02:29:00.000,,,2021-11-03 02:30:00.000,2021-11-03 02:29:59.000,6,0.07825521,4.6953125,0.20910645,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:29:59.000,c31e60f6-a81f-9d9f-81d9-5d654c4e01ba
,,0,11,2021-11-03 ,02:30:00.000,,,2021-11-03 02:31:00.000,2021-11-03 02:30:59.000,11,0.14010416,8.40625,0.3881836,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:30:59.000,ef740a85-5b92-d774-16d4-3f164713b6dc
,,0,6,2021-11-03 ,02:32:00.000,,,2021-11-03 02:33:00.000,2021-11-03 02:32:59.000,6,0.07652995,4.591797,0.2131958,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:32:59.000,0cfa8ff2-5926-e203-8c8a-4f2c7304a9bb
,,0,10,2021-11-03 ,02:33:00.000,,,2021-11-03 02:34:00.000,2021-11-03 02:33:59.000,10,0.13388672,8.033203,0.34423828,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:33:59.000,cb383d34-4c9f-8eb2-d608-a95c41c41ec6
,,0,8,2021-11-03 ,02:34:00.000,,,2021-11-03 02:35:00.000,2021-11-03 02:34:59.000,8,0.10735677,6.4414062,0.2774048,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:34:59.000,05e1ba31-5b61-1555-79f6-656035ccba4c
,,0,25,2021-11-03 ,02:38:00.000,,,2021-11-03 02:39:13.000,2021-11-03 02:38:59.000,25,0.33229166,19.9375,0.86798096,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:38:59.000,49ec74c2-6786-8b1e-b6e6-59d961d1951b
,,0,16,2021-11-03 ,02:39:00.000,,,2021-11-03 02:41:59.000,2021-11-03 02:39:59.000,16,0.2029948,12.1796875,0.56311035,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:39:59.000,cd9f1e3f-539a-09f0-4fa6-3b937909bd1e
,,0,16,2021-11-03 ,02:52:00.000,,,2021-11-03 02:53:00.000,2021-11-03 02:52:59.000,16,0.200944,12.056641,0.5657959,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:52:59.000,725524a2-0f8e-bb9e-8801-03b1803d101d
,,0,14,2021-11-03 ,02:53:00.000,,,2021-11-03 02:54:22.000,2021-11-03 02:53:59.000,14,0.17480469,10.488281,0.4968872,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:53:59.000,a88530d0-f31f-067e-706f-9ad471971859
,,0,32,2021-11-03 ,02:54:00.000,,,2021-11-03 02:55:01.000,2021-11-03 02:54:59.000,32,0.3944336,23.666016,1.1395874,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 02:54:59.000,2378434b-6db3-6b90-1dbc-36460a91867a
,,0,11,2021-11-03 ,03:15:00.000,,,2021-11-03 03:16:00.000,2021-11-03 03:15:59.000,11,0.14108072,8.464844,0.3881836,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:15:59.000,408627e5-de38-b856-bdb5-ddad83eada5a
,,0,7,2021-11-03 ,03:27:00.000,,,2021-11-03 03:28:00.000,2021-11-03 03:27:59.000,7,0.09215495,5.529297,0.24401855,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:27:59.000,f7939911-63e2-e586-6e16-34757e4d940d
,,0,10,2021-11-03 ,03:29:00.000,,,2021-11-03 03:30:17.000,2021-11-03 03:29:59.000,10,0.12864584,7.71875,0.3517456,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:29:59.000,1fe33ed5-0e9e-cce4-572f-fbf1c4b30ee7
,,0,6,2021-11-03 ,03:30:00.000,,,2021-11-03 03:32:00.000,2021-11-03 03:30:59.000,6,0.07919922,4.751953,0.21008301,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:30:59.000,832a8d39-d8a8-396a-9769-a9f8166d7821
,,0,6,2021-11-03 ,03:37:00.000,,,2021-11-03 03:38:00.000,2021-11-03 03:37:59.000,6,0.07626953,4.576172,0.21203613,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:37:59.000,fb8ea384-e471-5436-d992-bf6cffa56445
,,0,13,2021-11-03 ,03:42:00.000,,,2021-11-03 03:43:00.000,2021-11-03 03:42:59.000,13,0.17682292,10.609375,0.44830322,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:42:59.000,25fc021e-7154-febf-bf19-f03ce4773e3e
,,0,7,2021-11-03 ,03:49:00.000,,,2021-11-03 03:50:00.000,2021-11-03 03:49:59.000,7,0.08541667,5.125,0.25213623,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:49:59.000,0204f909-1593-30b6-e2f6-51509177b8fb
,,0,11,2021-11-03 ,03:50:00.000,,,2021-11-03 03:52:00.000,2021-11-03 03:50:59.000,11,0.1483724,8.902344,0.37738037,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:50:59.000,4ba61c0c-50ce-6c5a-4315-db80bee365bb
,,0,11,2021-11-03 ,03:57:00.000,,,2021-11-03 03:58:00.000,2021-11-03 03:57:59.000,11,0.14013672,8.408203,0.38745117,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:57:59.000,ed7ad0ea-0189-b5f9-8bce-1c97259a41eb
,,0,6,2021-11-03 ,03:59:00.000,,,2021-11-03 04:00:04.000,2021-11-03 03:59:59.000,6,0.0796875,4.78125,0.20812988,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 03:59:59.000,6b5516eb-ef95-b3c0-68e6-7b23411e7a6f
,,0,8,2021-11-03 ,04:00:00.000,,,2021-11-03 04:01:00.000,2021-11-03 04:00:59.000,8,0.10738932,6.4433594,0.27618408,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:00:59.000,0894460d-e490-ff8d-c72f-196e33d83c85
,,0,10,2021-11-03 ,04:05:00.000,,,2021-11-03 04:06:00.000,2021-11-03 04:05:59.000,10,0.120507814,7.2304688,0.36291504,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:05:59.000,09531289-aafc-9965-94e4-59f1255f2aab
,,0,11,2021-11-03 ,04:08:00.000,,,2021-11-03 04:09:01.000,2021-11-03 04:08:59.000,11,0.13632813,8.1796875,0.39056396,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:08:59.000,6458430f-2816-0e32-e04f-65b49f226c0f
,,0,24,2021-11-03 ,04:09:00.000,,,2021-11-03 04:10:00.000,2021-11-03 04:09:59.000,24,0.3001953,18.011719,0.8529053,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:09:59.000,096efb33-769c-af7e-9a04-1ee0bc1afb3b
,,0,6,2021-11-03 ,04:12:00.000,,,2021-11-03 04:13:46.000,2021-11-03 04:12:59.000,6,0.075032555,4.501953,0.2140503,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:12:59.000,048d30b5-0835-3899-3b73-09eb2dd96e53
,,0,14,2021-11-03 ,04:18:00.000,,,2021-11-03 04:19:00.000,2021-11-03 04:18:59.000,14,0.18460287,11.076172,0.48840332,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:18:59.000,ab494489-286c-09d6-8ef2-e88221828ac5
,,0,16,2021-11-03 ,04:21:00.000,,,2021-11-03 04:22:53.000,2021-11-03 04:21:59.000,16,0.20192057,12.115234,0.5683594,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:21:59.000,240ddb3a-f046-4d11-4331-9af93cdc5822
,,0,4,2021-11-03 ,04:22:00.000,,,2021-11-03 04:24:00.000,2021-11-03 04:22:59.000,4,0.05485026,3.2910156,0.1362915,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:22:59.000,6a2edcf6-47c2-0e75-af7d-695970d2feb4
,,0,7,2021-11-03 ,04:27:00.000,,,2021-11-03 04:28:44.000,2021-11-03 04:27:59.000,7,0.08727214,5.236328,0.24938965,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:27:59.000,97c98d19-16e1-4c54-75c5-e186b9996d17
,,0,7,2021-11-03 ,04:33:00.000,,,2021-11-03 04:34:00.000,2021-11-03 04:33:59.000,7,0.09375,5.625,0.24188232,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:33:59.000,2cc8490c-62c7-1275-84e6-3744269c26bc
,,0,15,2021-11-03 ,04:39:00.000,,,2021-11-03 04:40:11.000,2021-11-03 04:39:59.000,15,0.1962565,11.775391,0.5218506,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:39:59.000,234bca02-1105-26d8-3a5f-f25e423c0094
9929,4,0,14,2021-11-03 ,04:40:00.000,,,2021-11-03 04:40:25.985,2021-11-03 04:40:23.547,14,1.0051111,9.98,0.51,UTC+0900,OvMFo+Qpk+,com.sec.android.app.shealth,2021-11-03 04:41:00.000,896a6038-6498-4d17-ab33-b1554b0bf8ab
,,0,7,2021-11-03 ,04:41:00.000,,,2021-11-03 04:42:00.000,2021-11-03 04:41:59.000,7,0.08896484,5.3378906,0.24725342,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:41:59.000,a922f257-c91c-47db-72c2-eb0e7b26b396
,,0,10,2021-11-03 ,04:43:00.000,,,2021-11-03 04:44:00.000,2021-11-03 04:43:59.000,10,0.12757161,7.654297,0.35284424,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:43:59.000,6c6658e4-7e4c-4e60-cce3-2bdcf2e1722c
,,0,21,2021-11-03 ,04:44:00.000,,,2021-11-03 04:45:00.000,2021-11-03 04:44:59.000,21,0.2757487,16.544922,0.7279663,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:44:59.000,85b9b19d-7a30-9a0f-5f60-82e78745029e
,,0,6,2021-11-03 ,04:46:00.000,,,2021-11-03 04:47:01.000,2021-11-03 04:46:59.000,6,0.0765625,4.59375,0.21002197,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:46:59.000,ab3c4dca-446b-e8bc-4e17-d7c43145a780
,,0,18,2021-11-03 ,04:48:00.000,,,2021-11-03 04:49:00.000,2021-11-03 04:48:59.000,18,0.22906901,13.744141,0.6340332,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:48:59.000,d8aa597c-da8d-99b4-79fc-8970236d70de
,,0,10,2021-11-03 ,04:50:00.000,,,2021-11-03 04:51:00.000,2021-11-03 04:50:59.000,10,0.12906902,7.7441406,0.34924316,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:50:59.000,1304e5ba-7f0a-c9bc-8ec7-160da9b00a43
,,0,14,2021-11-03 ,04:52:00.000,,,2021-11-03 04:53:01.000,2021-11-03 04:52:59.000,14,0.17307943,10.384766,0.5,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:52:59.000,b8750fe5-f43b-0fe1-a0f4-7bf9e08b9a76
,,0,10,2021-11-03 ,04:53:00.000,,,2021-11-03 04:54:00.000,2021-11-03 04:53:59.000,10,0.121875,7.3125,0.35925293,UTC+0900,Oy6B6yQLXI,com.sec.android.app.shealth,2021-11-03 04:53:59.000,9aa9d9dd-c1c9-bb6c-5152-9b324e50779e
