com.samsung.shealth.permission,6200039,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-07-13 07:43:59.051,2021-07-13 07:38:18.946,data,,MvwKid7qVC,com.sec.android.app.shealth,sync,1,1c1a3ec3-9a3e-4c71-35d9-fe5a7317de41,1c1a3ec3-9a3e-4c71-35d9-fe5a7317de41.optionals.json,
