com.samsung.shealth.stress,6200039,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2021-07-13 08:21:01.000,,,10000,2021-07-13 08:21:01.000,2021-07-13 08:21:01.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 08:21:01.000,3ebb964d-c240-733a-2cf8-76926301a24d,
2021-07-13 08:51:46.000,,,10000,2021-07-13 08:51:46.000,2021-07-13 08:51:46.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 08:51:46.000,24f2392d-c289-b286-570a-d85ab9ad6b08,
2021-07-13 08:41:12.000,,,10000,2021-07-13 08:41:12.000,2021-07-13 08:41:12.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 08:41:12.000,4918855d-50b3-d36e-6653-a2c81033cc4e,
2021-07-19 04:45:35.000,,,10000,2021-07-19 04:45:35.000,2021-07-19 04:45:35.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-19 04:45:35.000,83089c03-b560-404a-990b-2fd4f9a541ed,
2021-07-18 07:25:40.000,,,10000,2021-07-18 07:25:40.000,2021-07-18 07:25:40.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-18 07:25:40.000,8fd057f1-ec85-0048-053e-135d8a7f1f2b,
2021-07-13 23:54:22.000,,,10000,2021-07-13 23:54:22.000,2021-07-13 23:54:22.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 23:54:22.000,f2f0c184-8649-711c-f1db-4f7ee406a0c9,
2021-07-13 23:54:56.000,,,10000,2021-07-13 23:54:56.000,2021-07-13 23:54:56.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-13 23:54:56.000,cc34ec36-13a4-9066-be07-28e2158a297c,
2021-08-04 02:09:54.000,,,10000,2021-08-04 02:09:54.000,2021-08-04 02:09:54.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-08-04 02:09:54.000,b3313d51-7f49-3894-e6b2-e1a39fd7c67c,
2021-07-19 22:16:32.000,,,10000,2021-07-19 22:16:32.000,2021-07-19 22:16:32.000,0.0,0.0,0.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-19 22:16:32.000,74ec4936-c2ca-528e-31a9-9613389fd53f,
2021-07-20 05:36:27.000,,,10000,2021-07-20 05:36:27.000,2021-07-20 05:36:27.000,1.0,0.0,1.0,1,UTC+0900,ULvLH/6rWJ,,com.sec.android.app.shealth,2021-07-20 05:36:27.000,1126cdd0-9d1f-1c64-331f-e6b7c07e9018,
