com.samsung.shealth.exercise.program,6200039,3
duration,planned_end_time,start_time,custom,completion_status,update_time,create_time,distance,schedule_count,time_offset,deviceuuid,pkg_name,end_time,datauuid,info_id,is_visible
,2021-12-07 19:00:00.000,2021-12-03 19:00:00.000,,200,2021-12-04 13:44:57.361,2021-12-04 13:44:57.361,,5,UTC+0900,MvwKid7qVC,com.sec.android.app.shealth,2021-12-07 19:00:00.000,6a8250bd-c50b-4995-b701-590c40f7632f,program.prod11,1,
