com.samsung.health.device_profile,6200039,6
manufacturer,providing_step_goal,step_source_group,device_type,backsync_step_goal,capability,device_group,update_time,create_time,name,model,connectivity_type,deviceuuid,pkg_name,fixed_name,datauuid
Samsung,,,,,,360001,2021-07-13 07:38:19.023,2021-07-13 07:38:19.023,My Device,SM-G950N,,MvwKid7qVC,com.sec.android.app.shealth,Galaxy S8,1c1a3ec3-9a3e-4c71-35d9-fe5a7317de41,
Samsung Electronics,1,25,10051,1,5b024a59-0770-73b3-db61-f5252374672e.capability.json,360003,2021-10-01 03:55:37.454,2021-07-13 07:42:42.914,Galaxy Fit2,,,ULvLH/6rWJ,com.sec.android.app.shealth,Galaxy S8,5b024a59-0770-73b3-db61-f5252374672e,
Combined,,,,,,0,2021-07-13 07:43:59.687,2021-07-13 07:43:59.687,Combined,Combined,,VfS0qUERdZ,com.sec.android.app.shealth,Galaxy S8,7af9722c-cd99-07b7-853a-43ce58e819c5,
all_target,,,,,,0,2021-07-13 07:44:00.673,2021-07-13 07:44:00.673,all_target,all_target,,Mk66SbFqK1,com.sec.android.app.shealth,Galaxy S8,471ca32b-a665-1e9e-7c27-7ac69485dc05,
