com.samsung.health.food_info,6200039,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
83.0,1.0,0.0,0.0,0.0,"317 kcal, 90 g당",,samsungosp-011003,90,5.0,0.86,0.09,2021-07-13 07:44:00.394,2021-07-13 07:44:00.394,0.0,5.13,0.0,1.0,쌀밥,0.0,0.0,5.0,316.8,인분,,MvwKid7qVC,g,0.0,0.0,com.sec.android.app.shealth,70.7,0.2840909,117ce69e-9905-4d0f-8f1c-7f69e5b0a4e5,1,
380.0,7.0,10.0,0.0,0.0,"80 kcal, 100 g당",,samsungosp-211016,100,2.0,1.8,0.2,2021-07-13 07:44:00.430,2021-07-13 07:44:00.430,0.0,1.2,0.0,1.0,바나나,0.0,0.0,4.0,80.0,인분,,MvwKid7qVC,g,0.0,0.0,com.sec.android.app.shealth,21.1,1.25,31daa816-6825-4158-be11-3d5e6b66ee5a,1,
256.0,1.0,0.0,0.0,0.0,"353 kcal, 100 g당",,samsungosp-012011,100,4.0,3.09,0.64,2021-07-13 07:44:00.396,2021-07-13 07:44:00.396,0.01,7.8,0.06,2.0,잡곡밥,0.0,0.0,16.0,352.8,인분,,MvwKid7qVC,g,0.03,0.0,com.sec.android.app.shealth,76.6,0.28344673,dc97ca28-aafd-4841-a6c5-69aceb8b8ff2,1,
72.0,18.0,0.0,0.0,7.0,"43 kcal, 115 g당",,samsungosp-203017,115,5.0,0.0,1.935,2021-07-13 07:44:00.433,2021-07-13 07:44:00.433,0.0,0.37,0.0,0.0,"커피,설탕,프림",0.0,0.0,12.0,42.8,인분,,MvwKid7qVC,g,0.0,0.0,com.sec.android.app.shealth,5.8,2.6869159,6eb42fb1-5cb2-4d31-ae0d-0bd103ca84e7,1,
293.0,0.0,0.0,0.0,0.0,"315 kcal, 90 g당",,samsungosp-011005,90,71.0,2.97,1.89,2021-07-13 07:44:00.398,2021-07-13 07:44:00.398,0.0,6.84,0.0,1.0,현미밥,0.0,0.0,5.0,315.0,인분,,MvwKid7qVC,g,0.0,0.0,com.sec.android.app.shealth,69.4,0.2857143,45b0f959-4db4-4ee7-8bdb-835af46c4dd3,1,
60.0,0.0,0.0,0.0,0.0,"3 kcal, 100 g당",,samsungosp-203018,100,1.0,0.0,0.0,2021-07-13 07:44:00.435,2021-07-13 07:44:00.435,0.0,0.1,0.0,0.0,"커피,원두,블랙",0.0,0.0,2.0,3.0,인분,,MvwKid7qVC,g,0.0,0.0,com.sec.android.app.shealth,0.4,33.333332,51c998c3-783d-4d92-aa5b-f0bb33f4d73e,1,
180.0,29.0,8.0,0.0,0.0,"11 kcal, 60 g당",,samsungosp-141008,60,688.0,1.8,0.3,2021-07-13 07:44:00.399,2021-07-13 07:44:00.399,0.0,1.2,0.0,0.0,배추김치,0.0,0.0,28.0,10.8,인분,,MvwKid7qVC,g,0.0,0.0,com.sec.android.app.shealth,2.3,5.5555553,354ecb91-26f3-4332-aadb-0e6e75b14354,1,
296.0,56.0,2.0,0.0,22.0,"120 kcal, 200 g당",,samsungosp-191005,200,110.0,0.0,6.4,2021-07-13 07:44:00.436,2021-07-13 07:44:00.436,1.82,6.4,0.22,0.0,우유,0.0,0.0,210.0,120.0,인분,,MvwKid7qVC,g,4.34,0.0,com.sec.android.app.shealth,9.4,1.6666666,3b2abcb9-5ce8-4816-b593-f91a23e2a975,1,
385.0,159.0,1.0,0.0,240.0,"515 kcal, 169 g당",,samsungosp-031004,169,1252.0,3.66,20.599,2021-07-13 07:44:00.417,2021-07-13 07:44:00.417,2.19,15.992,0.8,2.0,라면,0.0,0.0,42.0,515.0,인분,,MvwKid7qVC,g,1.57,0.0,com.sec.android.app.shealth,73.9,0.32815534,ae36c656-f7c0-41cb-9cf0-f99e644c0c62,1,
420.0,386.0,14.0,0.0,79.0,"445 kcal, 191 g당",,samsungosp-016001,190,662.0,3.31,12.765,2021-07-13 07:44:00.429,2021-07-13 07:44:00.429,2.93,10.656,4.41,3.0,김밥,0.0,0.0,42.0,444.8,인분,,MvwKid7qVC,g,1.61,0.0,com.sec.android.app.shealth,71.2,0.4271583,582d5418-fe37-445c-8899-512dd2a56a75,1,
