com.samsung.shealth.tracker.pedometer_step_count,6196009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
,,0,6,2021-10-31 15:13:00.000,,,2021-10-31 15:14:00.000,2021-10-31 15:13:59.000,6,0.075,4.5,0.21533203,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 15:13:59.000,528ec51f-5161-8d7e-a628-93c3922fe9f6,
,,35,27,2021-10-31 15:14:00.000,,,2021-10-31 15:15:00.000,2021-10-31 15:14:59.000,62,0.959375,57.5625,3.0874023,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 15:14:59.000,b1f83b2d-a211-42de-e5e9-0e3d235d8185,
,,0,6,2021-10-31 16:27:00.000,,,2021-10-31 17:09:01.000,2021-10-31 16:27:59.000,6,0.08125,4.875,0.20800781,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 16:27:59.000,ebc084c5-6775-1cc4-7b69-18a1887f851c,
,,10,0,2021-10-31 15:15:00.000,,,2021-10-31 15:16:00.000,2021-10-31 15:15:59.000,10,0.20833333,12.5,0.86035156,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 15:15:59.000,bef7f6c6-3d13-5b72-a45f-d2d09f56b90b,
,,0,6,2021-10-31 21:28:00.000,,,2021-10-31 21:49:57.000,2021-10-31 21:28:59.000,6,0.08177083,4.90625,0.20800781,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 21:28:59.000,4e82edde-a3c2-79c6-5623-f7087d9c1214,
,,40,0,2021-10-31 21:57:00.000,,,2021-10-31 21:58:00.000,2021-10-31 21:57:59.000,40,0.7427083,44.5625,3.125,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 21:57:59.000,d2709040-74a8-efb9-ac2f-76140041ef69,
,,0,7,2021-10-31 16:03:00.000,,,2021-10-31 16:04:00.000,2021-10-31 16:03:59.000,7,0.0859375,5.15625,0.2524414,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 16:03:59.000,a53ef0ed-6ae1-c6f8-34cd-ad3e01a5eaaf,
,,0,4,2021-10-31 21:49:00.000,,,2021-10-31 21:50:00.000,2021-10-31 21:49:59.000,4,0.05390625,3.234375,0.13867188,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 21:49:59.000,65cb3b36-f69c-6c37-034c-43582d625fea,
,,37,13,2021-10-31 21:54:00.000,,,2021-10-31 21:55:00.000,2021-10-31 21:54:59.000,50,0.9372396,56.234375,3.5932617,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 21:54:59.000,a6772b90-056f-0168-10de-9aba600003eb,
,,0,13,2021-10-31 22:07:00.000,,,2021-10-31 22:08:00.000,2021-10-31 22:07:59.000,13,0.1765625,10.59375,0.44726562,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,2021-10-31 22:07:59.000,13e1a098-8a26-cd56-3fd9-2f422aa716ff,
