com.samsung.shealth.social.public_challenge,6196009,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-07-18 04:34:14.242,2021-07-18 04:34:14.242,e78d82cb-9a7c-43e4-a650-f2bafe80bd23.body.json,ipBsY8J8JM,com.sec.android.app.shealth,1626582854102,e78d82cb-9a7c-43e4-a650-f2bafe80bd23,
