com.samsung.shealth.best_records,6196009,1
source_id,device_type,update_time,create_time,source_pkg_name,date,type,value,extra_type,deviceuuid,pkg_name,controller_id,datauuid
,-100003,2021-07-03 15:00:00.741,2021-07-03 15:00:00.741,,1625270400000,0,2622.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.pedometer,cae0d257-a0bf-4ce6-ad83-09c278b13e19,
,-100003,2021-07-04 15:00:00.693,2021-07-04 15:00:00.693,,1625356800000,0,3055.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.pedometer,db08cbf3-f859-4677-a642-9c293f265ac9,
d1477e50-00ae-6581-c346-ae7e80b9f56f,-1,2021-11-12 18:26:49.541,2021-07-12 12:36:19.235,,1626125773000,1,3000.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,b459f1a3-d3be-4331-9a2a-a825f727f3e2,
d1477e50-00ae-6581-c346-ae7e80b9f56f,-1,2021-11-12 18:26:49.541,2021-07-12 12:36:19.258,,1626125773000,2,0.037145533,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,8b613bdf-5777-4581-8c40-34b70196eddf,
8be2b24e-211f-f00f-9f1a-99c94e9cf0f2,-1,2021-11-12 18:26:49.537,2021-08-12 13:54:58.434,,1628759903000,4,2.7505577,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,c375ac61-56b1-470e-88b5-4dd04baa390b,
8be2b24e-211f-f00f-9f1a-99c94e9cf0f2,-1,2021-11-12 18:26:49.537,2021-08-12 13:54:58.453,,1628759903000,1,1082000.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,7b24fbed-67a7-4fac-bc46-369392228a6d,
be8fc776-078c-a395-87c5-5ab849472506,-1,2021-11-12 18:26:49.540,2021-09-22 12:07:55.535,,1632341838000,1,1466000.0,-1,weUQcI9iuT,com.sec.android.app.shealth,tracker.sport_walking,095d0e97-337a-4945-988d-6c201efcd4ce,
,-100003,2021-07-06 15:00:01.297,2021-07-06 15:00:01.297,,1625529600000,0,9554.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.pedometer,2008f156-5b6d-417c-b0df-5962634830cf,
,-100003,2021-07-05 15:00:00.512,2021-07-05 15:00:00.512,,1625443200000,0,8232.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.pedometer,5f5cf57f-6cb9-4ec7-92c2-912a93eff8ef,
6e314763-ab90-3adb-736e-cbc3ecfcacb3,-1,2021-11-12 18:26:49.523,2021-08-11 15:24:18.794,,1628727254000,1,117000.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,39647861-c5f0-4086-a6e0-729581dba37d,
6e314763-ab90-3adb-736e-cbc3ecfcacb3,-1,2021-11-12 18:26:49.523,2021-08-11 15:24:18.753,,1628727254000,4,0.52620214,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,f2f2be1e-829d-480a-8d74-c757805c1cc2,
,-100003,2021-07-09 15:02:02.525,2021-07-09 15:02:02.525,,1625788800000,0,11124.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.pedometer,f97b8e06-3e16-4e12-98e6-2f32c8e90272,
,-100003,2021-07-08 15:00:00.982,2021-07-08 15:00:00.982,,1625702400000,0,10777.0,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.pedometer,56cd40dc-e0ff-4a4f-b359-f00a1b7b1af3,
8be2b24e-211f-f00f-9f1a-99c94e9cf0f2,-1,2021-11-12 18:26:49.537,2021-08-12 13:54:58.494,,1628759903000,3,1292.5767,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,250108a2-33d2-4c88-bf96-18497957d4b8,
be8fc776-078c-a395-87c5-5ab849472506,-1,2021-11-12 18:26:49.540,2021-09-22 12:07:55.547,,1632341838000,2,102.54675,-1,weUQcI9iuT,com.sec.android.app.shealth,tracker.sport_walking,87364617-2524-47f1-9f2d-7a34945feba0,
8be2b24e-211f-f00f-9f1a-99c94e9cf0f2,-1,2021-11-12 18:26:49.537,2021-08-12 13:54:58.468,,1628759903000,2,43.280994,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,37405b8f-4e2d-4f75-b856-46c1c46076a0,
6e314763-ab90-3adb-736e-cbc3ecfcacb3,-1,2021-11-12 18:26:49.523,2021-08-11 15:24:18.851,,1628727254000,3,44.83178,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,3058c5c8-8142-4645-9686-2e8a3f2def2d,
,-100003,2021-11-29 15:00:00.656,2021-11-29 15:00:00.656,,1638144000000,0,11165.0,-1,weUQcI9iuT,com.sec.android.app.shealth,tracker.pedometer,fe67f986-02f7-4a72-8313-48ba1cb14052,
bdd8aea5-29d2-186d-d9a1-93a11e28a729,-1,2021-11-12 18:26:49.539,2021-09-04 05:34:59.728,,1630757520000,2,59.121128,0,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_others,69389dcd-86a0-4d6d-b49a-b9be62149f6a,
6e314763-ab90-3adb-736e-cbc3ecfcacb3,-1,2021-11-12 18:26:49.523,2021-08-11 15:24:18.813,,1628727254000,2,0.928638,-1,ipBsY8J8JM,com.sec.android.app.shealth,tracker.sport_walking,ddaedf89-d064-4b6c-9dc2-fad3c75ccc85,
