com.samsung.shealth.tracker.pedometer_day_summary,6196009,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
1709,4b591bbc-b983-4b6f-bcbe-2e6d14a2090c.binning_data.json,835147,6000,0,2021-07-03 15:00:01.283,com.sec.android.app.shealth,2021-07-03 15:00:01.283,,1.6115965,1345.92,73.049995,1709,ipBsY8J8JM,com.sec.android.app.shealth,0,4b591bbc-b983-4b6f-bcbe-2e6d14a2090c.achievement.json,4b591bbc-b983-4b6f-bcbe-2e6d14a2090c,1625270400000,
1302,b61b6b50-2849-4bba-92f5-9173d31bf981.binning_data.json,4020000,6000,1,2021-07-03 15:00:02.480,com.sec.android.app.shealth,2021-07-03 15:00:02.480,,0.25612992,1029.6423,44.61617,1301,x0oAL2Dkrv,com.sec.android.app.shealth,0,b61b6b50-2849-4bba-92f5-9173d31bf981.achievement.json,b61b6b50-2849-4bba-92f5-9173d31bf981,1625270400000,
3055,534fa5fe-08b7-40df-9c8b-ef17210a4479.binning_data.json,7885259,6000,167,2021-07-04 14:39:02.849,com.sec.android.app.shealth,2021-07-03 16:41:01.960,534fa5fe-08b7-40df-9c8b-ef17210a4479.source_info.json,0.3155537,2488.2224,124.49573,2888,VfS0qUERdZ,com.sec.android.app.shealth,0,534fa5fe-08b7-40df-9c8b-ef17210a4479.achievement.json,534fa5fe-08b7-40df-9c8b-ef17210a4479,1625356800000,
2622,f0a33557-7e1d-49b7-9186-c8176dbeebb9.binning_data.json,4234555,6000,1,2021-07-03 14:57:23.793,com.sec.android.app.shealth,2021-07-03 07:04:03.526,f0a33557-7e1d-49b7-9186-c8176dbeebb9.source_info.json,0.489125,2071.227,103.883545,2621,VfS0qUERdZ,com.sec.android.app.shealth,0,f0a33557-7e1d-49b7-9186-c8176dbeebb9.achievement.json,f0a33557-7e1d-49b7-9186-c8176dbeebb9,1625270400000,
5610,81b86308-a1a6-4554-9c24-434546abb9ec.binning_data.json,2890571,6000,4,2021-07-05 15:00:00.807,com.sec.android.app.shealth,2021-07-05 15:00:00.807,,1.5128736,4373.07,250.49995,5606,ipBsY8J8JM,com.sec.android.app.shealth,0,81b86308-a1a6-4554-9c24-434546abb9ec.achievement.json,81b86308-a1a6-4554-9c24-434546abb9ec,1625443200000,
8232,4a4dea95-3163-484f-8c60-e781281d3425.binning_data.json,12212345,6000,246,2021-07-05 13:25:02.440,com.sec.android.app.shealth,2021-07-04 15:18:02.041,4a4dea95-3163-484f-8c60-e781281d3425.source_info.json,0.5326215,6504.558,346.52557,7986,VfS0qUERdZ,com.sec.android.app.shealth,0,4a4dea95-3163-484f-8c60-e781281d3425.achievement.json,4a4dea95-3163-484f-8c60-e781281d3425,1625443200000,
9554,d3d99608-6658-4653-a9e9-2eb7d2779c15.binning_data.json,12609196,6000,564,2021-07-06 12:17:00.563,com.sec.android.app.shealth,2021-07-05 15:43:02.355,d3d99608-6658-4653-a9e9-2eb7d2779c15.source_info.json,0.6090958,7680.2085,400.43115,8990,VfS0qUERdZ,com.sec.android.app.shealth,0,d3d99608-6658-4653-a9e9-2eb7d2779c15.achievement.json,d3d99608-6658-4653-a9e9-2eb7d2779c15,1625529600000,
8210,d02f74fc-b0d1-4abc-87e3-fbabc244239f.binning_data.json,9878288,6000,192,2021-07-07 14:50:01.592,com.sec.android.app.shealth,2021-07-06 15:42:01.645,d02f74fc-b0d1-4abc-87e3-fbabc244239f.source_info.json,0.654909,6469.3804,349.59937,8018,VfS0qUERdZ,com.sec.android.app.shealth,0,d02f74fc-b0d1-4abc-87e3-fbabc244239f.achievement.json,d02f74fc-b0d1-4abc-87e3-fbabc244239f,1625616000000,
6595,2ffbbbbe-9b7e-469b-900e-946f7fb4d822.binning_data.json,3321202,6000,6,2021-07-07 15:00:02.216,com.sec.android.app.shealth,2021-07-07 15:00:02.216,,1.5544701,5162.71,292.25998,6589,ipBsY8J8JM,com.sec.android.app.shealth,0,2ffbbbbe-9b7e-469b-900e-946f7fb4d822.achievement.json,2ffbbbbe-9b7e-469b-900e-946f7fb4d822,1625616000000,
10777,69eb4725-54fb-4f0a-9daa-5dc4875ad995.binning_data.json,14331346,6000,312,2021-07-08 14:58:04.454,com.sec.android.app.shealth,2021-07-07 15:20:02.257,69eb4725-54fb-4f0a-9daa-5dc4875ad995.source_info.json,0.5951971,8529.976,460.0132,10465,VfS0qUERdZ,com.sec.android.app.shealth,0,69eb4725-54fb-4f0a-9daa-5dc4875ad995.achievement.json,69eb4725-54fb-4f0a-9daa-5dc4875ad995,1625702400000,
