com.samsung.shealth.food_favorite,6196009,1
amount,food_type,update_time,create_time,name,unit,favoriteid,calorie,deviceuuid,pkg_name,datauuid,food_info_id
0.0,2,2021-07-03 07:00:23.309,2021-07-03 07:00:23.309,bb6b20c1-aa60-4788-9923-8ba37cf8527a,,bb6b20c1-aa60-4788-9923-8ba37cf8527a,0.0,ipBsY8J8JM,com.sec.android.app.shealth,12ff00ab-91aa-4350-bcf1-5870deec7780,f2f13bb2-8d27-4e0a-a15b-e52e19d902ce,
0.0,2,2021-07-03 07:00:23.310,2021-07-03 07:00:23.310,bb6b20c1-aa60-4788-9923-8ba37cf8527a,,bb6b20c1-aa60-4788-9923-8ba37cf8527a,0.0,ipBsY8J8JM,com.sec.android.app.shealth,15d7b8af-0996-461b-8816-da48aa3f9050,ba8345d2-1168-4285-a863-e065ae29a3ec,
0.0,2,2021-07-04 22:19:33.128,2021-07-04 22:19:33.128,465c913f-565b-45ed-8ec3-e5a0abac9b3e,,465c913f-565b-45ed-8ec3-e5a0abac9b3e,0.0,ipBsY8J8JM,com.sec.android.app.shealth,760a1bc0-aca9-4ad7-89db-60f39387099d,4d97adf0-b567-47d1-8ccd-87d76b25c412,
0.0,2,2021-07-03 07:00:23.310,2021-07-03 07:00:23.310,bb6b20c1-aa60-4788-9923-8ba37cf8527a,,bb6b20c1-aa60-4788-9923-8ba37cf8527a,0.0,ipBsY8J8JM,com.sec.android.app.shealth,52814876-55f2-44b3-a511-3428e9ea4f3e,0e52e9a0-7c95-417b-b03a-103821ea7a7c,
0.0,2,2021-07-03 10:50:05.980,2021-07-03 10:50:05.980,f5355ff7-864a-4263-b375-01a0679a1db2,,f5355ff7-864a-4263-b375-01a0679a1db2,0.0,ipBsY8J8JM,com.sec.android.app.shealth,285a7637-376a-453f-bf7d-bed940754597,0b3a649f-462b-41dc-8253-678b01347579,
0.0,2,2021-07-10 11:35:56.323,2021-07-10 11:35:56.323,15857cc2-54c0-4991-9424-88bf1dbdbc75,,15857cc2-54c0-4991-9424-88bf1dbdbc75,0.0,ipBsY8J8JM,com.sec.android.app.shealth,15d88ed7-8451-4b18-b528-cbd32e58362c,f2f13bb2-8d27-4e0a-a15b-e52e19d902ce,
0.0,2,2021-07-06 23:33:13.015,2021-07-06 23:33:13.015,81113d23-8f4e-46ef-9d7e-4e60496de302,,81113d23-8f4e-46ef-9d7e-4e60496de302,0.0,ipBsY8J8JM,com.sec.android.app.shealth,985de069-15be-4fb3-b517-2aff9b482080,4257a9b0-145c-4f80-a464-a95655f0f6af,
0.0,2,2021-07-04 22:19:33.127,2021-07-04 22:19:33.127,465c913f-565b-45ed-8ec3-e5a0abac9b3e,,465c913f-565b-45ed-8ec3-e5a0abac9b3e,0.0,ipBsY8J8JM,com.sec.android.app.shealth,320b6808-d9ea-45c6-8787-68ff2498599b,dad0728b-2458-423c-a3cc-1b8da72192ed,
0.0,2,2021-07-12 09:35:18.775,2021-07-12 09:35:18.775,f93dd1a4-fe48-40fd-87f0-a4b17a1ca478,,f93dd1a4-fe48-40fd-87f0-a4b17a1ca478,0.0,ipBsY8J8JM,com.sec.android.app.shealth,abf3cc6c-249e-4f30-b508-d83b388b039b,c63cdad4-a490-4b2f-b4bb-5e5fce3f577c,
1.0,3,2021-07-08 03:06:42.212,2021-07-08 03:06:42.212,콜라1잔,120001,a63fe31d-fe34-4081-ada3-6a49ffdbf377,0.0,ipBsY8J8JM,com.sec.android.app.shealth,8ce1f435-8259-45e5-940e-f1b75d6d5aa1,7a4e2d5a-46c5-4d1d-844b-be0af68beea0,
