com.samsung.shealth.social.public_challenge.history,6196009,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-07-18 04:34:14.714,2021-07-18 04:34:14.714,d47958c2-cf1e-4646-ae92-a18e27d20ca2.body.json,SIMPLE_LEVEL,ipBsY8J8JM,com.sec.android.app.shealth,1626582854696,d47958c2-cf1e-4646-ae92-a18e27d20ca2,
