com.samsung.shealth.social.leaderboard,6196009,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-07-18 04:34:14.497,2021-07-18 04:34:14.124,100,5792da14-beb5-4d99-a0cd-0847727a61c3.body.json,102,ipBsY8J8JM,com.sec.android.app.shealth,1626582854428,5792da14-beb5-4d99-a0cd-0847727a61c3,
2021-07-18 04:34:14.546,2021-07-18 04:34:14.177,100,baacb80d-9478-4cc4-8f53-6bc83ba04539.body.json,101,ipBsY8J8JM,com.sec.android.app.shealth,1626582854429,baacb80d-9478-4cc4-8f53-6bc83ba04539,
2021-07-18 04:34:14.760,2021-07-18 04:34:14.210,1,023c136c-c0cc-44a9-842d-d61353a3e6a6.body.json,200,ipBsY8J8JM,com.sec.android.app.shealth,1626582854689,023c136c-c0cc-44a9-842d-d61353a3e6a6,
