com.samsung.shealth.tracker.pedometer_event,6196009,1
start_time,update_time,create_time,type,time_offset,deviceuuid,pkg_name,healthy_step,end_time,datauuid
2021-12-02 06:26:06.000,2021-12-02 06:43:11.000,2021-12-02 06:43:11.000,1,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,1452,2021-12-02 06:43:11.000,c6bef45b-9ab7-a583-c6f1-1c11400a2b95,
2021-12-03 11:03:41.000,2021-12-03 11:15:30.000,2021-12-03 11:15:30.000,1,UTC+0900,x0oAL2Dkrv,com.sec.android.app.shealth,115,2021-12-03 11:15:30.000,7a185fb5-994e-9cb3-2534-fe2eb5135d79,
