com.samsung.shealth.tracker.pedometer_day_summary,6196009,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
2372,e02bcd97-2815-4553-9cab-7e0beacbbcc8.binning_data.json,3879793,6000,3,2021-07-31 14:54:07.492,com.sec.android.app.shealth,2021-07-31 05:01:35.908,e02bcd97-2815-4553-9cab-7e0beacbbcc8.source_info.json,0.46533892,1805.4188,84.90235,2369,VfS0qUERdZ,com.sec.android.app.shealth,0,e02bcd97-2815-4553-9cab-7e0beacbbcc8.achievement.json,e02bcd97-2815-4553-9cab-7e0beacbbcc8,1627689600000,
12345,553d5554-5614-4272-a0c5-2212e80fe80b.binning_data.json,19769979,6000,65,2021-08-02 13:04:04.057,com.sec.android.app.shealth,2021-08-01 15:18:03.583,553d5554-5614-4272-a0c5-2212e80fe80b.source_info.json,0.4744294,9379.459,446.3428,12280,VfS0qUERdZ,com.sec.android.app.shealth,0,553d5554-5614-4272-a0c5-2212e80fe80b.achievement.json,553d5554-5614-4272-a0c5-2212e80fe80b,1627862400000,
7770,cdfc92b2-3b97-44e4-9d0e-b5c2b6cba460.binning_data.json,15801511,6000,77,2021-08-04 12:49:07.175,com.sec.android.app.shealth,2021-08-03 18:27:03.937,cdfc92b2-3b97-44e4-9d0e-b5c2b6cba460.source_info.json,0.37442708,5916.514,280.3972,7693,VfS0qUERdZ,com.sec.android.app.shealth,0,cdfc92b2-3b97-44e4-9d0e-b5c2b6cba460.achievement.json,cdfc92b2-3b97-44e4-9d0e-b5c2b6cba460,1628035200000,
1611,a582a43a-fd4a-4ad8-a8ba-78009d524c28.binning_data.json,922319,6000,2,2021-07-31 15:00:00.472,com.sec.android.app.shealth,2021-07-31 15:00:00.472,,1.3044279,1203.1,60.019997,1609,yRTf/ExtON,com.sec.android.app.shealth,0,a582a43a-fd4a-4ad8-a8ba-78009d524c28.achievement.json,a582a43a-fd4a-4ad8-a8ba-78009d524c28,1627689600000,
8474,f3746308-ea07-4b1e-8fa7-b935299e6de4.binning_data.json,17590206,6000,31,2021-08-06 14:53:01.693,com.sec.android.app.shealth,2021-08-05 16:47:03.075,f3746308-ea07-4b1e-8fa7-b935299e6de4.source_info.json,0.36827973,6478.116,306.02197,8443,VfS0qUERdZ,com.sec.android.app.shealth,0,f3746308-ea07-4b1e-8fa7-b935299e6de4.achievement.json,f3746308-ea07-4b1e-8fa7-b935299e6de4,1628208000000,
6171,0faec9e3-0107-40b0-81b1-6a807238e98c.binning_data.json,3657031,6000,17,2021-08-02 15:00:01.247,com.sec.android.app.shealth,2021-08-02 15:00:01.247,,1.2549659,4589.45,231.04997,6154,yRTf/ExtON,com.sec.android.app.shealth,0,0faec9e3-0107-40b0-81b1-6a807238e98c.achievement.json,0faec9e3-0107-40b0-81b1-6a807238e98c,1627862400000,
8621,5166c7a8-85a5-4fec-b569-f190621d4225.binning_data.json,20159999,6000,62,2021-08-08 15:00:02.697,com.sec.android.app.shealth,2021-08-07 16:31:44.159,,0.33136693,6680.3574,303.87448,8559,6IWymrwdIX,com.sec.android.app.shealth,0,5166c7a8-85a5-4fec-b569-f190621d4225.achievement.json,5166c7a8-85a5-4fec-b569-f190621d4225,1628380800000,
3112,e0385566-dcd0-4f05-a1b6-c3e4a2e9080e.binning_data.json,1849186,6000,0,2021-08-04 15:00:02.308,com.sec.android.app.shealth,2021-08-04 15:00:02.308,,1.2489165,2309.48,115.749985,3112,yRTf/ExtON,com.sec.android.app.shealth,0,e0385566-dcd0-4f05-a1b6-c3e4a2e9080e.achievement.json,e0385566-dcd0-4f05-a1b6-c3e4a2e9080e,1628035200000,
8913,37fd53db-0d2d-474b-908f-204f4436a557.binning_data.json,13103656,6000,46,2021-08-10 12:35:06.321,com.sec.android.app.shealth,2021-08-09 16:49:02.951,37fd53db-0d2d-474b-908f-204f4436a557.source_info.json,0.5160576,6762.242,325.33896,8867,VfS0qUERdZ,com.sec.android.app.shealth,0,37fd53db-0d2d-474b-908f-204f4436a557.achievement.json,37fd53db-0d2d-474b-908f-204f4436a557,1628553600000,
4224,950819ba-48e3-4828-a37d-cf171554502c.binning_data.json,2578490,6000,0,2021-08-06 15:00:01.488,com.sec.android.app.shealth,2021-08-06 15:00:01.488,,1.2133726,3128.67,159.11998,4224,yRTf/ExtON,com.sec.android.app.shealth,0,950819ba-48e3-4828-a37d-cf171554502c.achievement.json,950819ba-48e3-4828-a37d-cf171554502c,1628208000000,
