com.samsung.shealth.social.public_challenge,6196009,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-09-21 08:17:32.414,2021-07-31 09:52:08.020,55d986a6-ade1-4a7e-9408-7aa53b949613.body.json,yRTf/ExtON,com.sec.android.app.shealth,1632212252406,55d986a6-ade1-4a7e-9408-7aa53b949613,
