com.samsung.shealth.social.public_challenge.history,6196009,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-09-21 08:17:32.821,2021-07-31 09:52:08.477,cd32f657-9e60-4400-b687-54c1056151e9.body.json,SIMPLE_LEVEL,yRTf/ExtON,com.sec.android.app.shealth,1632212252820,cd32f657-9e60-4400-b687-54c1056151e9,
