com.samsung.shealth.social.public_challenge.extra,6196009,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-08-02 09:12:02.588,2021-08-02 09:12:02.588,2,"{""uiViewStatusItemList"":[{""isFirstDetailEnter"":false,""isNoThanksMissionNextChallenge"":false,""isNoThanksShowMissionFavorite"":false,""isShowFinished"":false,""isShowGoalReaching"":false,""joined"":true,""lastShowAwaitingPopUp"":-1,""latestLevelChangeItem"":null,""missionNumber"":0,""missionStatusList"":[],""pacemakerData"":{""averageStepsOfMyGroup"":0,""goal"":250000,""mode"":2,""myPercentileOfPublicChallengeInRoundTwo"":0,""myStepsOfPublicChallenge"":7994,""myStepsOfToday"":7994,""pcId"":21070003,""stepsOfTop01Percents"":1101992,""stepsOfTop100Percents"":250002,""stepsOfTop10Percents"":439578,""stepsOfTop30Percents"":328288,""timeOfJoin"":1627830000000,""timeOfPublicChallengeEnd"":1630853999000,""timeOfPublicChallengeStart"":1626966000000},""pcId"":21070003,""previousStarCount"":0,""previousStep"":7994},{""isFirstDetailEnter"":false,""isNoThanksMissionNextChallenge"":false,""isNoThanksShowMissionFavorite"":false,""isShowFinished"":false,""isShowGoalReaching"":false,""joined"":true,""lastShowAwaitingPopUp"":-1,""latestLevelChangeItem"":null,""missionNumber"":0,""missionStatusList"":[],""pacemakerData"":{""averageStepsOfMyGroup"":0,""goal"":200000,""mode"":2,""myPercentileOfPublicChallengeInRoundTwo"":0,""myStepsOfPublicChallenge"":10537,""myStepsOfToday"":10537,""pcId"":21080001,""stepsOfTop01Percents"":260211,""stepsOfTop100Percents"":201103,""stepsOfTop10Percents"":236721,""stepsOfTop30Percents"":220384,""timeOfJoin"":1627830000000,""timeOfPublicChallengeEnd"":1630421999000,""timeOfPublicChallengeStart"":1627743600000},""pcId"":21080001,""previousStarCount"":0,""previousStep"":10537}]}",yRTf/ExtON,com.sec.android.app.shealth,41f79486-d667-43ca-8d68-855e412dd49f,
