com.samsung.shealth.tracker.pedometer_step_count,6196009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
5100,4,0,9,2021-10-31 19:26:00.000,,,2021-10-31 19:35:01.120,2021-10-31 19:35:01.120,9,1.3333334,6.8,0.33,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 19:27:00.000,eb412bd6-22ab-49e7-b2bf-0de553ce3114,
10908,4,0,20,2021-10-31 19:59:00.000,,,2021-10-31 20:15:01.095,2021-10-31 20:15:01.095,20,1.3888888,15.15,0.71,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 20:00:00.000,aaabe6ba-9a27-4e85-820a-37a3a5807978,
4485,4,0,8,2021-10-31 19:22:00.000,,,2021-10-31 19:22:30.507,2021-10-31 19:22:28.387,8,1.3264999,5.95,0.29,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 19:23:00.000,2f2bd10e-ece1-4262-89ff-ea0f2f4579de,
3886,4,0,7,2021-10-31 19:27:00.000,,,2021-10-31 19:35:01.157,2021-10-31 19:35:01.157,7,1.3611112,5.29,0.25,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 19:28:00.000,e7bb266b-eac6-462f-ac5d-ca3b9b6af57b,
3748,4,0,7,2021-10-31 21:30:00.000,,,2021-10-31 21:30:28.434,2021-10-31 21:30:28.434,7,1.4166666,5.31,0.25,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 21:31:00.000,111649d3-3897-49e9-ba57-e2a51ddf08f9,
35092,4,0,64,2021-10-31 21:48:00.000,,,2021-10-31 21:53:19.639,2021-10-31 21:53:19.639,64,1.3888888,48.74,2.34,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 21:49:00.000,570320db-989c-459d-9be0-9750eba1f789,
47525,4,0,67,2021-10-31 21:55:00.000,,,2021-10-31 21:55:57.891,2021-10-31 21:55:05.949,76,1.1469743,54.51001,3.289999,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 21:56:00.000,df1995af-671f-4e1d-9666-83265bbaa94a,
28116,4,0,47,2021-10-31 22:06:00.000,,,2021-10-31 22:06:59.343,2021-10-31 22:06:28.086,47,1.247653,35.079994,1.8299993,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 22:07:00.000,1eb9fefb-fa8c-4070-a91c-5c60faf76883,
8671,4,0,15,2021-10-31 20:00:00.000,,,2021-10-31 20:15:01.131,2021-10-31 20:15:01.131,15,1.2777778,11.08,0.54,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 20:01:00.000,e8b712a8-8f1c-421b-a76c-69f4115cfb91,
35350,4,0,55,2021-10-31 19:38:00.000,,,2021-10-31 19:55:01.120,2021-10-31 19:55:01.120,55,1.1388888,40.26,2.12,UTC+0900,yRTf/ExtON,com.sec.android.app.shealth,2021-10-31 19:39:00.000,211dce1e-2bcc-4ffa-bc1f-9f4f1b1bcaf2,
