com.samsung.shealth.activity.goal,6196009,1
update_time,create_time,value,time_offset,deviceuuid,pkg_name,set_time,datauuid
2019-12-27 07:51:12.928,2019-12-27 07:51:12.928,60,UTC+0900,JlvNRvbtnm,com.sec.android.app.shealth,1577433072811,dfe90848-dc8b-484d-bb0b-5fa99bcd94eb,
2020-02-07 10:39:57.177,2020-02-07 10:39:57.177,60,UTC+0100,JlvNRvbtnm,com.sec.android.app.shealth,1581071997173,0ad3280f-de18-40b2-9eec-04744e03400f,
2020-02-05 18:56:31.398,2020-02-05 18:56:31.398,60,UTC+0000,JlvNRvbtnm,com.sec.android.app.shealth,1580928991378,754f75f5-6e67-4daa-9e3e-d12bf9f90f3c,
2020-04-10 15:58:07.026,2020-04-10 15:58:07.026,60,UTC+0900,JlvNRvbtnm,com.sec.android.app.shealth,1586534287015,4587bcaf-2e6f-43dd-932b-0858ba848ad8,
2020-02-14 06:23:53.427,2020-02-14 06:23:53.427,60,UTC+0900,JlvNRvbtnm,com.sec.android.app.shealth,1581661433406,02a596b0-e2ba-455e-b3df-dc5b251792b9,
