com.samsung.shealth.social.public_challenge.detail,6196009,1
status,update_time,create_time,body,pcid,deviceuuid,pkg_name,last_sync_time,datauuid
0,2021-08-02 09:11:58.010,2021-08-02 09:11:57.977,ba6625f2-126d-42db-bfc1-6f89ae0cc9ca.body.json,21080001,yRTf/ExtON,com.sec.android.app.shealth,1627895517988,ba6625f2-126d-42db-bfc1-6f89ae0cc9ca,
0,2021-08-02 07:06:30.982,2021-08-02 07:06:28.896,3a57a9d2-4401-42e5-b14e-8ca854b80d51.body.json,21070003,yRTf/ExtON,com.sec.android.app.shealth,1627887990974,3a57a9d2-4401-42e5-b14e-8ca854b80d51,
