com.samsung.shealth.social.leaderboard,6196009,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-12-03 22:03:37.780,2021-07-31 09:52:08.236,15,fbf40101-363a-4922-b242-fa52e283bf44.body.json,101,yRTf/ExtON,com.sec.android.app.shealth,1638569017687,fbf40101-363a-4922-b242-fa52e283bf44,
2021-12-03 22:03:37.818,2021-07-31 09:52:08.266,1,c6539289-2f1c-4950-a310-2443e85e8706.body.json,200,yRTf/ExtON,com.sec.android.app.shealth,1638569017696,c6539289-2f1c-4950-a310-2443e85e8706,
2021-12-03 22:03:37.717,2021-07-31 09:52:08.203,10,e51e3b35-c414-4fbd-bb62-c45727afe868.body.json,102,yRTf/ExtON,com.sec.android.app.shealth,1638569017686,e51e3b35-c414-4fbd-bb62-c45727afe868,
