com.samsung.shealth.social.public_challenge.leaderboard,6196009,1
update_time,create_time,body,pcid,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-08-20 01:30:40.963,2021-08-20 01:30:40.963,49da5708-d438-4c94-b83c-1c58ccd28d16.body.json,21080001,1,yRTf/ExtON,com.sec.android.app.shealth,1629423040924,49da5708-d438-4c94-b83c-1c58ccd28d16,
2021-08-24 03:42:40.530,2021-08-24 03:42:40.530,33abe214-cfb7-4f05-b36e-9b7046bbfc31.body.json,21070003,1,yRTf/ExtON,com.sec.android.app.shealth,1629776560479,33abe214-cfb7-4f05-b36e-9b7046bbfc31,
