com.samsung.shealth.best_records,6196009,1
source_id,device_type,update_time,create_time,source_pkg_name,date,type,value,extra_type,deviceuuid,pkg_name,controller_id,datauuid
9101ef7b-f4ef-5166-77e7-cd09518eb534,-1,2021-11-12 14:01:05.668,2021-07-31 05:06:53.450,,1627740404000,2,0.16800001,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,b106c0dc-8e7a-4ef4-8471-c0b6969332c6,
9101ef7b-f4ef-5166-77e7-cd09518eb534,-1,2021-11-12 14:01:05.668,2021-07-31 05:06:53.441,,1627740404000,1,3000.0,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,668e26ef-c24a-42b2-bc1d-92d409dfea73,
,-100003,2020-01-25 19:54:00.996,2020-01-25 19:54:00.996,,1579910400000,0,4598.0,-1,JlvNRvbtnm,com.sec.android.app.shealth,tracker.pedometer,b3637fab-7f41-46a5-a96d-07d0770f0cb4,
,-100003,2020-02-07 00:00:01.857,2020-02-07 00:00:01.857,,1580947200000,0,8135.0,-1,JlvNRvbtnm,com.sec.android.app.shealth,tracker.pedometer,7bc2d67e-7085-47f2-85dc-66d9e8450da1,
,-100003,2019-12-30 16:41:45.816,2019-12-30 16:41:45.816,,1577664000000,0,2392.0,-1,JlvNRvbtnm,com.sec.android.app.shealth,tracker.pedometer,46338cce-6cb6-4751-9c5c-c813ddc5a0d8,
,-100003,2019-12-27 17:37:45.980,2019-12-27 17:37:45.980,,1577404800000,0,7.0,-1,JlvNRvbtnm,com.sec.android.app.shealth,tracker.pedometer,12d5f1aa-9c67-4fcb-b051-ce87b9eb0814,
c04ac943-57ca-4507-8180-08512168b564,-1,2021-11-12 14:01:05.675,2021-08-01 05:51:50.252,,1627812044008,1,1.7464572E7,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,0caa9a4f-3beb-44a0-8514-6c4a801126ad,
c04ac943-57ca-4507-8180-08512168b564,-1,2021-11-12 14:01:05.675,2021-08-01 05:51:50.262,,1627812044008,2,312.0,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,0b21c4ed-a682-46f4-8386-d4d43a0dd33d,
db7a3ec9-b2b9-4000-ad91-ee9dfe5c8041,-1,2021-11-12 14:01:05.677,2021-08-04 11:12:58.808,,1628089748913,4,2.5,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,d4caf7ce-f8ad-4ea9-aa3b-e741c46fe8c1,
db7a3ec9-b2b9-4000-ad91-ee9dfe5c8041,-1,2021-11-12 14:01:05.677,2021-08-04 11:12:58.844,,1628089748913,1,1.822643E7,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,0671bcf1-69f1-4e00-854c-efd46ea86b3a,
,-100003,2021-09-12 15:00:00.892,2021-09-12 15:00:00.892,,1631404800000,0,17666.0,-1,yRTf/ExtON,com.sec.android.app.shealth,tracker.pedometer,d34d4a25-f26f-463d-ad7f-59fabab2df34,
,-100003,2021-09-13 15:00:00.944,2021-09-13 15:00:00.944,,1631491200000,0,18445.0,-1,yRTf/ExtON,com.sec.android.app.shealth,tracker.pedometer,c1813928-c4f9-4a09-a05a-8856427bc39e,
f55d0c8b-dbc4-4ed2-910b-a595aed503de,-1,2021-11-12 14:01:05.679,2021-11-06 02:08:17.246,,1636110495379,2,1642.0,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,68b07704-3c7d-48e8-b40c-babc22d08a43,
f55d0c8b-dbc4-4ed2-910b-a595aed503de,-1,2021-11-12 14:01:05.679,2021-11-06 02:08:17.303,,1636110495379,3,13908.43,3001,yRTf/ExtON,com.sec.android.app.shealth,tracker.sport_others,a3a34e08-c34f-44a5-85bf-b4b43199963c,
