com.samsung.shealth.best_records,6201005,1
source_id,device_type,update_time,create_time,source_pkg_name,date,type,value,extra_type,deviceuuid,pkg_name,controller_id,datauuid
,-100003,2016-06-20 00:01:19.516,2016-06-20 00:01:19.516,,1459987200000,0,16283.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,e23f27e3-3ac3-476d-b1d7-2eb20c553475,
,-100003,2017-04-27 15:00:01.343,2017-04-27 15:00:01.343,,1493251200000,0,21174.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,5c0f4b43-1790-4ea8-9354-e914e415f383,
,-100003,2018-09-05 15:00:00.838,2018-09-05 15:00:00.838,,1536105600000,0,31778.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,6596afa6-a465-4477-bd0f-676b3c26e42d,
af1d9728-77b4-4398-9e1a-67d8fee3c8b6,-1,2021-12-17 14:40:48.364,2019-05-14 01:26:10.204,,1557822549633,3,6082.92,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,7645da38-206b-46c5-9ae9-14eb2019dd91,
a27325b1-5799-43fd-8985-4779062b791d,-1,2021-12-17 14:40:48.355,2019-05-15 01:28:46.594,,1557907108669,5,63.614326,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,3c5160da-0aa8-4e56-9237-cb84016d6a83,
762390e4-3b8d-46e6-94c1-62b06defa916,-1,2021-12-17 14:40:48.341,2019-05-29 01:55:35.455,,1559115360207,1,8441416.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,135e174d-7b9a-4bfc-a934-c13802d44b7f,
,-100003,2016-06-20 00:01:19.556,2016-06-20 00:01:19.556,,1460332800000,0,18337.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,0725d5e1-2dd8-4e42-907d-775bb80a2bce,
,-100003,2016-06-20 00:01:19.589,2016-06-20 00:01:19.589,,1460419200000,0,20733.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,6c524a71-f969-453c-aa48-ed921aea1ff6,
,-100003,2017-05-28 15:00:01.469,2017-05-28 15:00:01.469,,1495929600000,0,23392.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,fc64f4c3-f162-4e19-bd6f-21f5bac64e26,
51d07397-beff-4c88-bf2b-35f30bcb6692,-1,2021-12-17 14:40:48.335,2017-08-10 22:48:37.728,,1502437708939,1,6007.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,f686a273-2ec5-450d-b098-c3a63dee2cd9,
,-100003,2018-09-07 15:00:01.000,2018-09-07 15:00:01.000,,1536278400000,0,36472.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,f6d6d805-b51d-4a89-ab27-a002c4c0abbd,
490221ac-1ee0-4c29-a47a-2a4601605bc4,-1,2021-12-17 14:40:48.333,2019-05-13 11:29:42.665,,1557779366681,1,15011.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,c64b9649-5c9f-44a3-bbc4-3e421380dc82,
af1d9728-77b4-4398-9e1a-67d8fee3c8b6,-1,2021-12-17 14:40:48.364,2019-05-14 01:26:10.240,,1557822549633,5,48.620804,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,8db5bc36-41d8-461b-9d5c-0ce8eb616576,
a27325b1-5799-43fd-8985-4779062b791d,-1,2021-12-17 14:40:48.355,2019-05-15 01:28:46.212,,1557907108669,4,2.5,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,506d9c82-3b98-47b1-83d2-c615c6714cb9,
9379466e-1450-4802-acf3-21e62a662b11,-1,2021-12-17 14:40:48.350,2019-05-16 02:38:27.124,,1557993343756,1,7875198.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,9aafcd29-e47e-4e82-8d57-9da16865b1d6,
9379466e-1450-4802-acf3-21e62a662b11,-1,2021-12-17 14:40:48.350,2019-05-16 02:38:27.333,,1557993343756,2,536.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,fc80b3f8-6623-4e1d-b125-949815c572fd,
762390e4-3b8d-46e6-94c1-62b06defa916,-1,2021-12-17 14:40:48.341,2019-05-29 01:55:35.570,,1559115360207,2,560.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,ab8b2b4d-16d0-42ab-b002-ed1780ce5104,
762390e4-3b8d-46e6-94c1-62b06defa916,-1,2021-12-17 14:40:48.341,2019-05-29 01:55:35.850,,1559115360207,3,9605.19,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,575ad28b-e614-426a-835c-406ac5c1035d,
,-100003,2016-08-29 03:35:40.380,2016-08-29 03:35:40.380,,1432512000000,0,81.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,2561c13a-3560-4b7e-a0d6-f1d4f33c7063,
,-100003,2016-08-29 03:35:40.434,2016-08-29 03:35:40.434,,1432598400000,0,12679.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,e4391a98-d1b0-4d08-a003-38c3a170b9d8,
,-100003,2018-07-02 15:01:05.858,2018-07-02 15:01:05.858,,1530489600000,0,26343.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,c2489c84-f508-43a4-9029-1323e27d3987,
,-100003,2018-08-26 15:21:45.830,2018-08-26 15:21:45.830,,1535241600000,0,28460.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,7c4432b3-ab82-42f2-9604-a61c3d32eb87,
af1d9728-77b4-4398-9e1a-67d8fee3c8b6,-1,2021-12-17 14:40:48.364,2019-05-14 01:26:09.763,,1557822549633,4,2.5,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,e4bb787a-b057-48e8-9dc8-77c7638b9746,
af1d9728-77b4-4398-9e1a-67d8fee3c8b6,-1,2021-12-17 14:40:48.364,2019-05-14 01:26:09.874,,1557822549633,1,5338676.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,07eb92b4-6e0a-4a8f-b23f-2da4d3ace460,
a27325b1-5799-43fd-8985-4779062b791d,-1,2021-12-17 14:40:48.355,2019-05-15 01:28:46.336,,1557907108669,1,7324644.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,ffb7544f-1f47-410e-ba5e-817089da5298,
a27325b1-5799-43fd-8985-4779062b791d,-1,2021-12-17 14:40:48.355,2019-05-15 01:28:46.546,,1557907108669,2,490.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,66f0d8bb-504c-42ea-9b96-8673dba91785,
9379466e-1450-4802-acf3-21e62a662b11,-1,2021-12-17 14:40:48.350,2019-05-16 02:38:27.405,,1557993343756,3,9179.7,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,0d980240-d261-49f2-89d2-d1a0dc6212bd,
9379466e-1450-4802-acf3-21e62a662b11,-1,2021-12-17 14:40:48.350,2019-05-16 02:38:27.441,,1557993343756,5,76.74339,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,a54cc051-e3df-4518-b34c-17f25328fec0,
1e7930c9-e416-48fe-88a8-d406a093c5a6,-1,2021-12-17 14:40:48.329,2019-06-07 11:59:22.940,,1559931033876,4,2.5,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,fa4b1778-513a-49de-ba4f-005484715cdf,
a5be30ee-c69c-8be4-84c6-9d96379df78f,-1,2021-12-17 14:40:48.361,2021-08-28 12:15:50.800,,1629602483000,1,1.104E7,-1,AmBxKyNhYC,com.sec.android.app.shealth,tracker.sport_others,9dd09126-b6b1-4863-928a-1bed70309e8b,
,-100003,2016-08-29 03:35:40.561,2016-08-29 03:35:40.561,,1449619200000,0,16021.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,3a440832-890f-4163-80af-88e4691b8b44,
,-100003,2018-09-04 15:00:01.070,2018-09-04 15:00:01.070,,1536019200000,0,29455.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.pedometer,4ab4f835-f4a7-4480-8d75-e91512ef6fe5,
af1d9728-77b4-4398-9e1a-67d8fee3c8b6,-1,2021-12-17 14:40:48.364,2019-05-14 01:26:10.188,,1557822549633,2,359.0,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,497e5f91-852a-4676-af09-53f4e3a13a5a,
a27325b1-5799-43fd-8985-4779062b791d,-1,2021-12-17 14:40:48.355,2019-05-15 01:28:46.576,,1557907108669,3,8560.4,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,c097fd3a-d50d-45f4-89c3-832d5a4ac030,
725f8bc2-8ad2-4fc3-90fe-efb159cdf156,-1,2021-12-17 14:40:48.339,2019-05-21 02:02:15.714,,1558426628267,5,100.320915,-1,wakAfCXJCw,com.sec.android.app.shealth,tracker.sport_walking,790ceea8-a5a8-4301-8a64-2d6fdedc9ba7,
a5be30ee-c69c-8be4-84c6-9d96379df78f,-1,2021-12-17 14:40:48.361,2021-08-28 12:15:50.826,,1629602483000,2,732.42975,-1,AmBxKyNhYC,com.sec.android.app.shealth,tracker.sport_others,80c127c8-3f21-4085-bf9d-9f2942aa4060,
