Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-07-03 ,9010312,1.55,6885885.33,Yes
2021-07-04 ,14511,1.19,10656.2,Yes
2021-07-05 ,11768,1.23,8735.41,Yes
2021-07-06 ,1626,1.12,1197.39,No
2021-07-07 ,10953,1.25,8134.74,Yes
2021-07-08 ,734,1.07,540.42,No
2021-07-09 ,774,1.06,568.18,No
2021-07-11 ,14684,1.24,10860.99,Yes
2021-07-12 ,13941,1.22,10272.06,Yes
2021-07-13 ,4889,1.22,3641.04,No
2021-07-14 ,14309,1.05,10747.6,Yes
2021-07-15 ,23621,1.13,17498.58,Yes
2021-07-16 ,22913,1.23,16939.56,Yes
2021-07-17 ,19139,1.2,14105.43,Yes
2021-07-18 ,4600,1.12,3384.96,No
2021-07-19 ,451,1.2,334.23,No
2021-07-20 ,1924,1.15,1418.69,No
2021-07-22 ,930,1.02,668.89,No
2021-07-23 ,500,1.12,369.03,No
2021-07-24 ,1884,1.05,1363.67,No
2021-07-25 ,13553,1.23,9973.06,Yes
2021-07-26 ,275,1.09,201.14,No
2021-07-27 ,721,1.17,534.15,No
2021-07-29 ,780,1.19,577.41,No
2021-07-30 ,1087,1.11,795.17,No
2021-07-31 ,14508,1.23,10780.08,Yes
2021-08-02 ,46295,1.1,34471.16,Yes
2021-08-03 ,25194,1.23,18624.21,Yes
2021-08-04 ,25204,1.21,18560.98,Yes
2021-08-05 ,24992,1.16,18400.28,Yes
2021-08-06 ,24005,1.13,17698.08,Yes
2021-08-07 ,23337,1.21,17123.5,Yes
2021-08-08 ,23198,1.19,17287.75,Yes
2021-08-09 ,22892,1.18,17159.06,Yes
2021-08-10 ,23254,1.1,17340.34,Yes
2021-08-11 ,14985,1.1,11056.22,Yes
2021-08-12 ,11897,1.05,8706.75,Yes
2021-08-13 ,11632,1.15,8485.25,Yes
2021-08-14 ,761,1.11,554.55,No
2021-08-15 ,14834,1.13,10935.17,Yes
2021-08-16 ,14365,1.18,10510.52,Yes
2021-08-17 ,24011,1.1,17904.64,Yes
2021-08-18 ,9979,1.02,7312.15,No
2021-08-19 ,9519,1.0,7045.64,No
2021-08-20 ,9506,1.1,7092.98,No
2021-08-21 ,16402,1.11,12151.05,Yes
2021-08-22 ,14748,1.05,11007.1,Yes
2021-08-23 ,20040,1.12,14932.07,Yes
2021-08-24 ,433,1.03,311.22,No
2021-08-25 ,10327,1.07,7678.47,Yes
2021-08-26 ,4658,0.9,3452.59,No
2021-08-27 ,4202,0.77,3126.18,No
2021-08-28 ,9656,1.25,7208.93,No
2021-08-29 ,19809,1.14,14701.25,Yes
2021-08-30 ,22999,1.12,17129.35,Yes
2021-08-31 ,22702,1.18,17041.79,Yes
2021-09-01 ,199,0.52,144.59,No
2021-09-02 ,23237,1.08,17343.81,Yes
2021-09-03 ,19045,1.11,14126.19,Yes
2021-09-04 ,6986,0.61,5123.84,No
2021-09-05 ,5884,1.05,4251.66,No
2021-09-06 ,22986,1.2,17402.81,Yes
2021-09-07 ,34009,1.12,25528.42,Yes
2021-09-08 ,9899,1.07,7392.73,No
2021-09-09 ,9742,1.06,7273.67,No
2021-09-10 ,17216,1.1,12775.25,Yes
2021-09-11 ,16217,1.18,11904.68,Yes
2021-09-12 ,1692,1.41,1318.01,No
2021-09-13 ,17117,1.16,12800.41,Yes
2021-09-14 ,11996,1.15,9005.14,Yes
2021-09-15 ,10451,1.04,7818.55,Yes
2021-09-16 ,15692,1.21,11575.32,Yes
2021-09-17 ,14451,1.33,10843.02,Yes
2021-09-18 ,1048,1.11,767.45,No
2021-09-19 ,2426,1.2,1810.36,No
2021-09-20 ,13608,1.25,10193.53,Yes
2021-09-21 ,13372,1.31,10006.23,Yes
2021-09-22 ,14502,1.32,10872.18,Yes
2021-09-23 ,15643,1.28,11643.17,Yes
2021-09-24 ,2813,1.16,2059.82,No
2021-09-25 ,16799,1.18,12531.28,Yes
2021-09-26 ,16181,1.26,12015.09,Yes
2021-09-27 ,12778,1.0,9363.28,Yes
2021-09-28 ,11616,1.16,8465.46,Yes
2021-09-29 ,8978,1.23,6649.93,No
2021-09-30 ,16216,1.2,11980.44,Yes
2021-10-01 ,759,1.13,558.2,No
2021-10-02 ,9829,1.21,7215.83,No
2021-10-03 ,15743,1.24,11651.71,Yes
2021-10-04 ,32,0.2,24.19,No
2021-10-05 ,9876,1.25,7316.31,No
2021-10-06 ,16416,1.16,12025.12,Yes
2021-10-07 ,18809,1.29,14025.79,Yes
2021-10-08 ,13597,1.09,10063.23,Yes
