Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-10-09 ,13329,1.21,9853.7,Yes
2021-10-10 ,14503,1.25,10762.35,Yes
2021-10-11 ,32532,1.21,24203.51,Yes
2021-10-12 ,13080,1.09,9712.84,Yes
2021-10-13 ,12117,1.21,8958.1,Yes
2021-10-14 ,10503,1.06,7728.02,Yes
2021-10-15 ,10109,1.19,7427.23,Yes
2021-10-16 ,20949,1.18,15789.28,Yes
2021-10-17 ,19558,1.14,14809.5,Yes
2021-10-18 ,11220,1.25,8354.95,Yes
2021-10-19 ,17135,1.32,12872.89,Yes
2021-10-20 ,11857,1.06,8876.79,Yes
2021-10-21 ,11394,1.29,8509.73,Yes
2021-10-22 ,17173,1.25,12976.22,Yes
2021-10-23 ,14366,1.17,10783.72,Yes
2021-10-24 ,52490,1.41,40309.96,Yes
2021-10-25 ,23248,1.46,17883.66,Yes
2021-10-26 ,16010,1.45,12304.01,Yes
2021-10-27 ,12582,1.27,9359.03,Yes
2021-10-28 ,16228,1.33,12223.14,Yes
2021-10-29 ,14113,1.29,10650.84,Yes
2021-10-30 ,13920,1.35,10488.56,Yes
2021-10-31 ,15945,1.37,12110.68,Yes
2021-11-01 ,16248,1.33,12245.22,Yes
2021-11-02 ,14259,1.3,10705.63,Yes
2021-11-03 ,24149,1.19,18288.22,Yes
2021-11-04 ,15022,1.26,11231.91,Yes
2021-11-05 ,14332,1.31,10787.27,Yes
2021-11-06 ,30630,1.25,22936.58,Yes
2021-11-07 ,1166,0.98,870.4,No
2021-11-08 ,1040,0.82,788.27,No
2021-11-09 ,22952,1.42,17559.79,Yes
2021-11-10 ,938,0.61,698.88,No
2021-11-11 ,14190,1.34,10674.5,Yes
2021-11-12 ,536,0.27,400.12,No
2021-11-13 ,14029,1.29,10457.92,Yes
2021-11-14 ,15126,1.4,11509.52,Yes
2021-11-15 ,15361,1.42,11772.0,Yes
2021-11-16 ,11193,1.3,8435.66,Yes
2021-11-17 ,20228,1.17,15131.98,Yes
2021-11-18 ,10816,1.31,8104.18,Yes
2021-11-19 ,26124,1.43,19917.97,Yes
2021-11-20 ,13847,1.1,10337.84,Yes
2021-11-21 ,9556,1.11,7103.97,No
2021-11-22 ,8960,0.55,6737.28,No
2021-11-23 ,5196,0.51,3848.54,No
2021-11-24 ,4964,0.48,3686.17,No
2021-11-25 ,7479,0.49,5586.74,No
2021-11-26 ,9443,1.32,7098.13,No
2021-11-27 ,14551,1.22,10735.55,Yes
2021-11-28 ,15862,1.37,12036.77,Yes
2021-11-29 ,14674,1.34,11088.95,Yes
2021-11-30 ,8905,1.32,6668.48,No
2021-12-01 ,21806,1.44,16719.31,Yes
2021-12-02 ,9061,1.3,6762.42,No
2021-12-03 ,13109,1.27,9731.46,Yes
2021-12-04 ,22091,1.38,16671.1,Yes
2021-12-05 ,3637,0.8,2654.6,No
2021-12-06 ,3445,1.07,2501.82,No
2021-12-07 ,102,0.92,71.7,No
2021-12-08 ,9400,1.22,6925.93,No
2021-12-09 ,23913,1.24,17685.87,Yes
2021-12-10 ,13143,1.36,9927.73,Yes
2021-12-11 ,2047,1.2,1533.76,No
2021-12-12 ,2304,1.17,1697.5,No
2021-12-13 ,342,0.23,263.05,No
2021-12-14 ,10887,1.27,8104.75,Yes
2021-12-15 ,9070,1.27,6719.47,No
2021-12-16 ,1071,1.09,776.17,No
2021-12-17 ,926,1.07,673.6,No
