com.samsung.shealth.social.public_challenge,6196009,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-05-26 12:31:27.029,2021-05-26 12:31:27.029,4fa66d41-1db0-4757-8eab-34be9bc2608b.body.json,Jxx4Glzrrb,com.sec.android.app.shealth,1622032286996,4fa66d41-1db0-4757-8eab-34be9bc2608b,
