com.samsung.health.food_info,6196009,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
69.0,0.0,0.0,0.0,0.0,"265 kcal, 179g당",,fatsecret-6202802,210,0.0,0.8,0.85,2021-08-15 11:24:29.641,2021-07-03 02:42:28.805,0.361,5.61,0.235,19.722221,공기밥,0.0,,0.53846157,310.0,공기,,Jxx4Glzrrb,g,0.159,,com.sec.android.app.shealth,67.32,0.67741936,42afa23d-8181-4513-894f-d9f42449a0d1,1,
449.0,6.0,15.0,0.0,47.0,"2832 kcal, 3169g당",,fatsecret-5317035,200,479.0,1.3,10.04,2021-07-08 04:29:28.608,2021-07-08 04:28:09.937,4.711,17.59,2.446,7.0,메기매운탕,1.32,,3.0,179.0,인분 (200 g),,Jxx4Glzrrb,g,2.028,,com.sec.android.app.shealth,4.18,1.1173184,686ab5cf-9166-44e3-9991-c226cb57b740,1,
180.0,29.0,8.0,,0.0,"11 kcal, 60 g당",,samsungosp-141008,60,688.0,1.8,0.3,2016-09-08 12:25:00.840,2016-09-08 12:25:00.840,0.0,1.2,0.0,0.0,배추김치,0.0,,28.0,10.8,인분,,poYXze4wAV,g,0.0,0.0,com.sec.android.app.shealth,2.3,5.5555553,30677c58-f54e-491c-8290-1392c97786e7,1,
296.0,56.0,2.0,,22.0,"120 kcal, 200 g당",,samsungosp-191005,200,110.0,0.0,6.4,2016-09-08 12:25:00.842,2016-09-08 12:25:00.842,1.82,6.4,0.22,0.0,우유,0.0,,210.0,120.0,인분,,poYXze4wAV,g,4.34,0.0,com.sec.android.app.shealth,9.4,1.6666666,8d5ef1cf-2d9f-49ce-8289-888c6afdf99b,1,
615.0,15.0,12.0,0.0,87.0,"2692 kcal, 1367g당",,fatsecret-5168227,300,447.0,1.8,23.93,2021-07-08 04:26:30.720,2021-07-08 04:26:21.859,10.555,26.99,3.778,10.0,탕수육,21.25,,3.0,591.0,인분 (300 g),,Jxx4Glzrrb,g,7.409,0.0,com.sec.android.app.shealth,64.73,0.50625,71ec97da-a328-4017-8542-07a4333cfc14,1,
60.0,0.0,0.0,,0.0,"3 kcal, 100 g당",,samsungosp-203018,100,1.0,0.0,0.0,2016-09-08 12:25:00.842,2016-09-08 12:25:00.842,0.0,0.1,0.0,0.0,"커피,원두,블랙",0.0,,2.0,3.0,인분,,poYXze4wAV,g,0.0,0.0,com.sec.android.app.shealth,0.4,33.333332,51f6745c-f30c-4220-8700-b6049239cb45,1,
160.0,15.444445,9.666667,0.0,0.0,"17 kcal, 100g당",,fatsecret-6254,55,16.0,1.1,0.13,2021-08-29 02:30:06.472,2021-08-29 02:30:06.472,0.004,0.84,0.063,3.5555556,혼합 샐러드 채소,0.48,,2.0,9.0,"컵, 채치거나 다져짐",,Jxx4Glzrrb,g,0.021,,com.sec.android.app.shealth,1.76,6.111111,ee993ba5-a433-42f0-89ee-c17f74a5b317,1,
560.0,9.888889,50.77778,0.0,26.0,"819 kcal, 917g당",,fatsecret-5323740,500,507.0,5.6,3.94,2021-08-15 11:26:26.826,2021-08-15 11:26:26.826,0.717,20.78,1.145,36.88889,잔치국수,2.67,,10.384615,447.0,인분 (500 g),,Jxx4Glzrrb,g,1.017,,com.sec.android.app.shealth,83.16,1.120163,3e490349-d073-4c2d-8e4e-d9bec0c2556f,1,
803.0,1.0,25.0,0.0,22.0,"3979 kcal, 2280g당",,fatsecret-5203621,450,600.0,13.8,19.98,2021-07-08 04:26:30.706,2021-07-08 04:26:21.858,8.517,26.81,4.043,33.0,짜장면,6.56,,8.0,785.0,인분 (450 g),,Jxx4Glzrrb,g,5.621,0.0,com.sec.android.app.shealth,129.41,0.57319224,ed127790-a457-4a9a-a408-ddf89e4cb5dc,1,
0.0,0.0,0.0,0.0,0.0,"50.0 kcal, 1",,quickinput-79ed610e-2145-4fdd-9a93-f82f5be4a13d,1,0.0,0.0,0.0,2021-08-15 11:26:26.819,2021-08-15 11:26:11.114,0.0,0.0,0.0,0.0,무우김치,0.0,0.0,0.0,50.0,인분,,Jxx4Glzrrb,120001,0.0,0.0,com.sec.android.app.shealth,0.0,1.0,fd8aa6c5-dcc4-4370-aabd-2e6d9536d474,1,
420.0,386.0,14.0,,79.0,"445 kcal, 191 g당",,samsungosp-016001,190,662.0,3.31,12.765,2016-09-08 12:25:00.841,2016-09-08 12:25:00.841,2.93,10.656,4.41,3.0,김밥,0.0,,42.0,444.8,인분,,poYXze4wAV,g,1.61,0.0,com.sec.android.app.shealth,71.2,0.4271583,cb8e7676-1d2b-48a3-b9ca-9566f5ee99fe,1,
,0.0,0.0,0.0,45.0,"210 kcal, 100g당",,fatsecret-2990520,100,410.0,,15.0,2021-07-03 02:42:35.175,2021-07-03 02:42:28.805,,19.0,,0.0,동원참치(동원),0.0,,0.0,210.0,인분,,Jxx4Glzrrb,g,1.3,0.0,com.sec.android.app.shealth,0.0,0.47619048,1b02167a-03c9-4411-9b8b-fbe194f23251,1,
479.0,1.0,3.0,0.0,78.0,"5986 kcal, 3533g당",,fatsecret-5283256,250,281.0,0.5,12.93,2021-07-08 04:30:32.445,2021-07-08 04:30:29.217,5.443,32.67,0.518,21.0,설렁탕,0.32,,4.0,424.0,인분 (250 g),,Jxx4Glzrrb,g,5.013,,com.sec.android.app.shealth,42.7,0.5896226,e14bb790-bc82-4441-9a4d-73681a7a2531,1,
