com.samsung.health.food_info,6196009,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
256.0,1.0,0.0,,0.0,"353 kcal, 100 g당",,samsungosp-012011,100,4.0,3.09,0.64,2016-09-08 12:25:00.840,2016-09-08 12:25:00.840,0.01,7.8,0.06,2.0,잡곡밥,0.0,,16.0,352.8,인분,,poYXze4wAV,g,0.03,0.0,com.sec.android.app.shealth,76.6,0.28344673,ec8ac6a5-9fa7-4cd4-b2f1-0ba07b72e23e,1,
72.0,18.0,0.0,,7.0,"43 kcal, 115 g당",,samsungosp-203017,115,5.0,0.0,1.935,2016-09-08 12:25:00.842,2016-09-08 12:25:00.842,0.0,0.37,0.0,0.0,"커피,설탕,프림",0.0,,12.0,42.8,인분,,poYXze4wAV,g,0.0,0.0,com.sec.android.app.shealth,5.8,2.6869159,9a8a902b-d9af-4f12-b714-c7d782345168,1,
171.0,0.0,0.0,0.0,0.0,"584 kcal, 525g당",,fatsecret-5520445,85,291.0,0.4,5.99,2021-07-08 04:25:19.224,2021-07-08 04:25:19.224,1.963,7.67,2.837,11.0,두부부침,0.74,,9.0,95.0,접시,,Jxx4Glzrrb,g,0.75,,com.sec.android.app.shealth,3.61,0.8947368,449934b1-5d67-4f73-9003-5410a035e16d,1,
83.0,1.0,0.0,,0.0,"317 kcal, 90 g당",,samsungosp-011003,90,5.0,0.86,0.09,2016-09-08 12:25:00.839,2016-09-08 12:25:00.839,0.0,5.13,0.0,1.0,쌀밥,0.0,,5.0,316.8,인분,,poYXze4wAV,g,0.0,0.0,com.sec.android.app.shealth,70.7,0.2840909,4b0c9849-2c8f-4ec7-b506-279346ccd87f,1,
380.0,7.0,10.0,,0.0,"80 kcal, 100 g당",,samsungosp-211016,100,2.0,1.8,0.2,2016-09-08 12:25:00.842,2016-09-08 12:25:00.842,0.0,1.2,0.0,1.0,바나나,0.0,,4.0,80.0,인분,,poYXze4wAV,g,0.0,0.0,com.sec.android.app.shealth,21.1,1.25,8e775184-9d63-4fe9-b4ae-99a234312c5e,1,
293.0,0.0,0.0,,0.0,"315 kcal, 90 g당",,samsungosp-011005,90,71.0,2.97,1.89,2016-09-08 12:25:00.840,2016-09-08 12:25:00.840,0.0,6.84,0.0,1.0,현미밥,0.0,,5.0,315.0,인분,,poYXze4wAV,g,0.0,0.0,com.sec.android.app.shealth,69.4,0.2857143,77f5ecf5-c56b-408e-82d3-3d0643bcc99c,1,
104.0,40.333332,3.7777777,0.0,0.0,"55 kcal, 136g당",,fatsecret-6277388,50,145.0,1.4,0.54,2021-08-15 11:24:29.653,2021-08-15 11:24:29.653,0.178,0.58,0.177,3.8888888,호박나물,1.58,,1.1538461,20.0,소접시,,Jxx4Glzrrb,g,0.125,,com.sec.android.app.shealth,4.0,2.5,64aca6be-5808-4ff4-a6fa-fa1c44042bcc,1,
74.0,0.0,0.0,0.0,0.0,"2533 kcal, 448g당",,fatsecret-9597242,100,4.0,0.8,43.44,2021-07-03 02:42:35.186,2021-07-03 02:42:28.805,10.082,17.64,25.01,15.0,들깨가루,0.09,,3.0,565.0,g,,Jxx4Glzrrb,g,6.229,,com.sec.android.app.shealth,29.53,0.17777778,0a837969-f8fb-4793-8847-512d1c58c87c,100,
613.0,7.3333335,16.11111,0.0,21.0,"257 kcal, 300g당",,fatsecret-5085383,200,682.0,3.2,5.6,2021-08-15 11:24:29.653,2021-08-15 11:24:29.653,1.463,15.01,2.455,18.944445,된장찌개,3.8,,9.0,171.0,인분 (200 g),,Jxx4Glzrrb,g,1.034,,com.sec.android.app.shealth,16.77,1.171875,4d874037-4553-4389-8e06-c99831c9cc4b,1,
385.0,159.0,1.0,,240.0,"515 kcal, 169 g당",,samsungosp-031004,169,1252.0,3.66,20.599,2016-09-08 12:25:00.841,2016-09-08 12:25:00.841,2.19,15.992,0.8,2.0,라면,0.0,,42.0,515.0,인분,,poYXze4wAV,g,1.57,0.0,com.sec.android.app.shealth,73.9,0.32815534,9cdd138c-d09d-4fff-a31f-bbabe80a856a,1,
