com.samsung.shealth.preferences,6196009,2
text_value,service_id,float_value,update_time,create_time,long_value,tag,blob_value,int_value,deviceuuid,pkg_name,double_value,datauuid
,,,2020-03-17 14:49:17.790,2020-03-17 14:49:27.736,,,,1,Jxx4Glzrrb,com.sec.android.app.shealth,,oobe.location_agreement_kr,
,,,2021-11-28 05:46:16.477,2021-11-28 05:28:10.507,,,,1,Jxx4Glzrrb,com.sec.android.app.shealth,,step.detectworkout_switch,
,,,2020-03-17 14:49:17.777,2020-03-17 14:49:27.735,,,,1,Jxx4Glzrrb,com.sec.android.app.shealth,,settings.marketing_agreement,
,,,2021-01-16 07:59:28.833,2021-01-16 07:59:28.870,,,,1,Jxx4Glzrrb,com.sec.android.app.shealth,,oobe.sensitive_data_agreement,
,tracker.exercise,,2021-08-01 06:44:37.386,2021-08-01 06:44:37.386,,,34-workout_list.blob_value.json,,Jxx4Glzrrb,com.sec.android.app.shealth,,34-workout_list,
,tracker.exercise,,2021-08-01 06:44:37.385,2021-08-01 06:44:37.385,,,34-favorite_list.blob_value.json,,Jxx4Glzrrb,com.sec.android.app.shealth,,34-favorite_list,
,,,2021-11-28 05:46:12.992,2021-09-30 14:35:39.741,,,,0,Jxx4Glzrrb,com.sec.android.app.shealth,,weight.tracker_version,
