Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2020-07-19 ,4976,1.04,3645.6,No
2020-07-20 ,4293,1.2,3176.94,No
2020-07-21 ,11701,1.14,8650.1,Yes
2020-07-22 ,6663,1.19,4983.33,No
2020-07-23 ,2632,1.2,1944.57,No
2020-07-24 ,5427,1.2,4097.77,No
2020-07-25 ,4473,1.29,3438.41,No
2020-07-26 ,16960,1.18,12562.3,Yes
2020-07-27 ,4820,1.19,3594.2,No
2020-07-28 ,14523,1.16,10497.06,Yes
2020-07-29 ,5026,1.19,3749.81,No
2020-07-30 ,8012,1.2,5917.54,No
2020-07-31 ,4988,1.17,3660.74,No
2020-08-02 ,3501,1.16,2591.24,No
2020-08-03 ,4572,1.22,3346.08,No
2020-08-04 ,7767,1.19,5722.16,No
2020-08-05 ,4082,1.18,2999.96,No
2020-08-06 ,5847,1.23,4351.07,No
2020-08-07 ,4041,1.16,2932.62,No
2020-08-08 ,1769,1.18,1317.15,No
2020-08-09 ,4081,1.08,2972.76,No
2020-08-10 ,5349,1.17,3910.12,No
2020-08-11 ,5558,1.12,4033.36,No
2020-08-12 ,3437,1.19,2575.93,No
2020-08-13 ,105,1.18,78.38,No
2020-08-14 ,6965,1.16,5128.21,No
2020-08-15 ,5840,1.29,4412.13,No
2020-08-16 ,47,1.11,34.73,No
2020-08-17 ,7758,1.27,5831.06,No
2020-08-18 ,5815,1.15,4243.64,No
2020-08-19 ,4794,1.17,3551.45,No
2020-08-20 ,3793,1.21,2806.06,No
2020-08-21 ,6607,1.19,4942.02,No
2020-08-22 ,7305,1.21,5514.6,No
2020-08-25 ,8637,1.17,6361.89,No
2020-08-26 ,3495,1.21,2582.19,No
2020-08-27 ,4128,1.21,3088.67,No
2020-08-28 ,2733,1.17,1988.31,No
2020-08-29 ,1181,1.19,870.49,No
2020-08-30 ,6787,1.23,5063.72,No
2020-08-31 ,3751,1.26,2747.4,No
2020-09-01 ,10264,1.08,7447.21,Yes
2020-09-03 ,6476,1.16,4795.17,No
2020-09-04 ,3692,1.13,2725.14,No
2020-09-05 ,6750,1.21,5061.74,No
2020-09-06 ,7156,1.12,5231.77,No
2020-09-07 ,7185,1.23,5297.26,No
2020-09-09 ,5224,1.25,3925.36,No
2020-09-10 ,3589,1.19,2689.4,No
2020-09-11 ,5323,1.18,3929.03,No
2020-09-12 ,17844,1.21,13475.36,Yes
2020-09-13 ,22389,1.26,16209.36,Yes
2020-09-14 ,6461,1.28,4842.82,No
2020-09-15 ,7442,1.23,5575.15,No
2020-09-16 ,4139,1.23,3061.26,No
2020-09-17 ,4818,1.27,3604.21,No
2020-09-18 ,4510,1.22,3354.24,No
2020-09-19 ,203,1.08,151.24,No
2020-09-20 ,11558,1.2,8314.73,Yes
2020-09-21 ,11085,1.14,8158.34,Yes
2020-09-22 ,8407,1.28,6339.15,No
2020-09-24 ,4084,1.26,3046.78,No
2020-09-25 ,4996,1.25,3718.91,No
2020-09-26 ,4064,1.13,3023.61,No
2020-09-28 ,10858,1.18,8011.44,Yes
2020-09-29 ,8209,1.17,5979.61,No
2020-09-30 ,12,1.22,8.69,No
2020-10-01 ,6487,1.09,4573.61,No
2020-10-02 ,13220,1.15,9771.6,Yes
2020-10-03 ,3847,1.0,2803.23,No
2020-10-04 ,8287,1.12,5118.6,No
2020-10-05 ,7209,1.26,5397.75,No
2020-10-06 ,13316,1.13,9812.77,Yes
2020-10-07 ,9402,1.17,6957.47,No
2020-10-09 ,109,1.14,80.85,No
2020-10-10 ,11934,1.15,8424.32,Yes
2020-10-11 ,169,1.21,126.26,No
2020-10-12 ,10959,1.15,7980.66,Yes
2020-10-13 ,5890,1.3,4405.66,No
2020-10-14 ,7932,1.19,5851.31,No
2020-10-15 ,2838,1.26,2062.09,No
2020-10-16 ,4527,1.1,3244.66,No
2020-10-17 ,3108,1.16,2284.33,No
2020-10-18 ,10924,0.99,7777.08,Yes
2020-10-19 ,12239,1.07,8859.19,Yes
2020-10-20 ,3366,1.22,2465.52,No
2020-10-21 ,4380,1.25,3205.3,No
2020-10-22 ,6903,1.22,5027.44,No
2020-10-23 ,3474,1.18,2538.97,No
2020-10-24 ,4646,1.19,3402.72,No
2020-10-25 ,13759,1.14,10035.16,Yes
2020-10-26 ,11979,1.07,8623.7,Yes
2020-10-27 ,10884,1.15,7861.75,Yes
2020-10-28 ,4923,1.18,3528.68,No
2020-10-30 ,4729,1.15,3471.62,No
2020-10-31 ,2633,1.2,1912.49,No
2020-11-01 ,7180,1.2,5264.19,No
2020-11-02 ,5548,1.2,4034.62,No
2020-11-03 ,5480,1.11,3972.8,No
2020-11-04 ,4310,1.2,3121.52,No
2020-11-05 ,7535,1.14,5432.65,No
2020-11-06 ,5081,1.25,3743.49,No
2020-11-07 ,8788,1.16,6482.53,No
2020-11-08 ,3237,1.15,2327.94,No
2020-11-09 ,5551,1.19,4049.04,No
2020-11-10 ,7763,1.19,5665.57,No
2020-11-11 ,4686,1.23,3407.08,No
2020-11-12 ,4736,1.19,3499.5,No
2020-11-13 ,3746,1.21,2784.78,No
2020-11-14 ,3194,1.27,2404.32,No
2020-11-15 ,1369,1.17,991.18,No
2020-11-16 ,10029,1.24,7210.96,Yes
2020-11-17 ,6603,1.13,4822.23,No
2020-11-19 ,3832,1.2,2821.32,No
2020-11-21 ,6391,1.15,4567.23,No
2020-11-22 ,3684,1.07,2648.28,No
2020-11-23 ,5799,1.19,4192.59,No
2020-11-24 ,2989,1.2,2163.35,No
2020-11-25 ,5147,1.17,3772.6,No
2020-11-26 ,4779,1.2,3502.49,No
2020-11-28 ,1418,1.22,1008.81,No
2020-11-29 ,13516,1.27,10001.04,Yes
2020-11-30 ,3698,1.21,2648.77,No
2020-12-01 ,12850,1.23,9513.1,Yes
2020-12-02 ,3760,1.24,2748.37,No
2020-12-03 ,4207,1.19,3093.87,No
2020-12-04 ,4624,1.16,3346.95,No
2020-12-05 ,4485,1.14,3308.76,No
2020-12-06 ,9836,1.18,7157.9,No
2020-12-07 ,3086,1.23,2253.53,No
2020-12-08 ,4787,1.19,3470.28,No
2020-12-09 ,3852,1.14,2791.58,No
2020-12-10 ,4053,1.23,2975.37,No
2020-12-11 ,4176,1.2,3061.55,No
2020-12-12 ,5433,1.24,3891.92,No
2020-12-13 ,7671,1.16,5298.72,No
2020-12-14 ,4098,1.26,2976.83,No
2020-12-15 ,6276,1.27,4522.45,No
2020-12-17 ,3490,1.21,2543.97,No
2020-12-18 ,3842,1.23,2809.48,No
2020-12-19 ,9952,1.23,7277.59,No
2020-12-20 ,10308,1.31,7765.14,Yes
2020-12-21 ,6183,1.23,4545.06,No
2020-12-22 ,4805,1.23,3519.19,No
2020-12-23 ,5208,1.21,3818.74,No
2020-12-24 ,4068,1.2,2958.13,No
2020-12-26 ,2277,1.21,1640.67,No
2020-12-27 ,15163,1.25,11295.63,Yes
2020-12-28 ,5161,1.19,3761.44,No
2020-12-29 ,4786,1.29,3582.81,No
2020-12-30 ,6144,1.26,4560.72,No
2020-12-31 ,3949,1.22,2878.67,No
2021-01-01 ,3439,1.26,2512.38,No
2021-01-02 ,7115,1.2,4900.31,No
2021-01-03 ,14014,1.32,10559.81,Yes
2021-01-04 ,8042,1.26,5848.95,No
2021-01-05 ,4591,1.24,3383.21,No
2021-01-06 ,3428,1.18,2496.46,No
2021-01-07 ,4330,1.28,3235.84,No
2021-01-08 ,3338,1.26,2448.65,No
2021-01-09 ,1831,1.23,1319.73,No
2021-01-10 ,12746,1.32,9616.37,Yes
2021-01-12 ,3767,1.23,2783.54,No
2021-01-13 ,4345,1.22,3169.29,No
2021-01-14 ,3710,1.14,2708.99,No
2021-01-15 ,3177,1.17,2336.35,No
2021-01-16 ,7446,1.26,5565.19,No
2021-01-17 ,2379,1.25,1787.16,No
2021-01-18 ,4413,1.23,3200.01,No
2021-01-19 ,3340,1.15,2412.21,No
2021-01-20 ,2721,1.27,2030.29,No
2021-01-21 ,3636,1.16,2684.65,No
2021-01-22 ,3724,1.21,2744.9,No
2021-01-23 ,14512,1.26,10179.38,Yes
2021-01-24 ,15106,1.2,11165.54,Yes
2021-01-25 ,4964,1.22,3651.97,No
2021-01-26 ,9686,1.24,7068.71,No
2021-01-27 ,5430,1.23,4027.58,No
2021-01-28 ,3565,1.23,2578.46,No
2021-01-29 ,7254,1.25,5337.2,No
2021-01-31 ,9914,1.28,7445.8,No
2021-02-01 ,3891,1.25,2834.11,No
2021-02-02 ,6017,1.29,4472.27,No
2021-02-03 ,6182,1.22,4552.56,No
2021-02-05 ,3938,1.25,2897.74,No
2021-02-06 ,6665,1.24,4976.44,No
2021-02-07 ,11371,1.25,8408.67,Yes
2021-02-09 ,5246,1.25,3851.82,No
2021-02-10 ,7881,1.19,5702.62,No
2021-02-11 ,238,1.2,178.17,No
2021-02-12 ,4117,1.1,2898.89,No
2021-02-13 ,1540,1.19,1120.7,No
2021-02-14 ,100,1.02,72.22,No
2021-02-15 ,4895,1.21,3587.86,No
2021-02-16 ,2567,1.21,1922.63,No
2021-02-17 ,3883,1.3,2887.01,No
2021-02-18 ,2616,1.23,1917.25,No
2021-02-19 ,3265,1.18,2364.21,No
2021-02-20 ,212,1.18,156.64,No
2021-02-21 ,11178,1.27,8386.83,Yes
2021-02-22 ,7053,1.2,5177.89,No
2021-02-23 ,4299,1.18,3110.57,No
2021-02-24 ,5342,1.22,3944.93,No
2021-02-25 ,3799,1.27,2764.42,No
2021-02-26 ,6991,1.23,5180.77,No
2021-02-27 ,1290,1.15,936.44,No
2021-02-28 ,530,1.26,399.07,No
2021-03-01 ,3403,1.13,2484.77,No
2021-03-02 ,5999,1.27,4447.65,No
2021-03-03 ,4115,1.24,3026.31,No
2021-03-04 ,6485,1.12,4713.92,No
2021-03-05 ,7640,1.22,5622.28,No
2021-03-06 ,4194,1.17,2970.94,No
2021-03-09 ,6553,1.21,4849.41,No
2021-03-10 ,5380,1.21,3987.03,No
2021-03-11 ,4780,1.2,3503.54,No
2021-03-12 ,7320,1.22,5380.35,No
2021-03-13 ,10234,1.28,7647.69,Yes
2021-03-14 ,2739,1.08,2006.98,No
2021-03-15 ,5369,1.19,3977.78,No
2021-03-16 ,3060,1.21,2253.7,No
2021-03-17 ,4113,1.21,3029.62,No
2021-03-18 ,5110,1.12,3716.63,No
2021-03-19 ,4408,1.17,3240.39,No
2021-03-20 ,13484,1.26,10128.59,Yes
2021-03-21 ,7273,1.14,5140.47,No
2021-03-22 ,7656,1.19,5547.3,No
2021-03-23 ,5629,1.18,4106.09,No
2021-03-24 ,6319,1.19,4575.52,No
2021-03-25 ,7132,1.23,5245.24,No
2021-03-26 ,4404,1.17,3211.31,No
2021-03-27 ,3785,1.17,2769.6,No
2021-03-28 ,170,1.14,125.84,No
2021-03-29 ,4749,1.21,3468.04,No
2021-03-30 ,5989,1.1,4334.66,No
2021-03-31 ,6510,1.25,4845.14,No
2021-04-01 ,5388,1.23,3979.59,No
2021-04-02 ,7811,1.17,5729.51,No
2021-04-04 ,4879,1.17,3600.6,No
2021-04-05 ,6760,1.19,4928.96,No
2021-04-06 ,4045,1.24,2947.59,No
2021-04-07 ,4887,1.21,3590.06,No
2021-04-08 ,5378,1.19,3940.05,No
2021-04-09 ,7824,1.24,5715.75,No
2021-04-10 ,3445,1.28,2573.35,No
2021-04-11 ,8853,0.98,6363.01,No
2021-04-12 ,4427,1.17,3232.49,No
2021-04-13 ,9582,1.2,7032.47,No
2021-04-14 ,5758,1.21,4192.91,No
2021-04-15 ,5272,1.24,3857.18,No
2021-04-16 ,4506,1.25,3331.93,No
2021-04-17 ,2704,1.21,1985.28,No
2021-04-18 ,13685,1.27,10241.91,Yes
2021-04-19 ,7620,1.21,5551.59,No
2021-04-20 ,4748,1.24,3528.28,No
2021-04-21 ,5950,1.26,4438.72,No
2021-04-22 ,5429,1.2,3957.37,No
2021-04-23 ,4151,1.25,3045.48,No
2021-04-24 ,2806,1.14,2035.46,No
2021-04-25 ,1242,1.28,939.14,No
2021-04-26 ,4853,1.23,3567.62,No
2021-04-27 ,6756,1.19,4945.73,No
2021-04-28 ,8258,1.19,6016.58,No
2021-04-29 ,5724,1.22,4167.83,No
2021-04-30 ,6872,1.17,5001.52,No
2021-05-01 ,5475,1.18,4031.76,No
2021-05-02 ,8051,1.08,5836.65,No
2021-05-03 ,5672,1.24,4155.22,No
2021-05-04 ,11638,1.16,8519.33,Yes
2021-05-05 ,15656,1.15,10679.08,Yes
2021-05-06 ,5725,1.19,4208.89,No
2021-05-07 ,4367,1.2,3176.26,No
2021-05-08 ,5698,1.21,4137.85,No
2021-05-09 ,1952,1.23,1434.13,No
2021-05-10 ,8497,1.21,6287.39,No
2021-05-12 ,9040,1.15,6560.27,No
2021-05-13 ,11911,1.18,8653.77,Yes
2021-05-15 ,8217,1.14,6044.94,No
2021-05-16 ,5946,1.08,4265.21,No
2021-05-18 ,6919,1.24,5128.97,No
2021-05-19 ,4066,1.15,3000.19,No
2021-05-20 ,4227,1.21,3100.74,No
2021-05-21 ,6868,1.2,5003.61,No
2021-05-22 ,3607,1.2,2654.96,No
2021-05-23 ,9376,1.13,6921.86,No
2021-05-24 ,10011,1.18,7341.63,Yes
2021-05-25 ,8821,1.15,6450.69,No
2021-05-26 ,10081,1.14,7329.9,Yes
2021-05-27 ,13320,1.13,9061.65,Yes
2021-05-28 ,7355,1.18,5416.6,No
2021-05-29 ,2613,1.17,1912.17,No
2021-05-30 ,2102,1.14,1551.0,No
2021-05-31 ,8350,1.2,6153.05,No
2021-06-01 ,11729,1.09,8593.27,Yes
2021-06-02 ,13396,1.15,9755.71,Yes
2021-06-03 ,4695,1.21,3398.95,No
2021-06-04 ,7884,1.16,5788.06,No
2021-06-05 ,20,1.2,14.64,No
2021-06-06 ,24,1.05,17.26,No
2021-06-07 ,5331,1.15,3885.05,No
2021-06-08 ,11390,1.17,8313.77,Yes
2021-06-10 ,14696,1.11,10686.32,Yes
2021-06-11 ,7653,1.22,5622.22,No
2021-06-12 ,4768,1.18,3504.85,No
2021-06-14 ,11772,1.17,8639.75,Yes
2021-06-15 ,8344,1.16,6069.2,No
2021-06-16 ,7721,1.18,5653.85,No
2021-06-17 ,4652,1.19,3407.1,No
2021-06-18 ,3820,1.24,2803.75,No
2021-06-19 ,3833,1.22,2856.84,No
2021-06-20 ,4438,1.24,3151.82,No
2021-06-21 ,8960,1.21,6551.31,No
2021-06-22 ,6735,1.25,4938.11,No
2021-06-23 ,8208,1.26,6014.52,No
2021-06-24 ,6342,1.2,4616.04,No
2021-06-25 ,5266,1.23,3918.76,No
2021-06-26 ,3206,1.18,2341.44,No
2021-06-27 ,181,1.06,131.99,No
2021-06-28 ,9384,1.2,6913.06,No
2021-06-29 ,6686,1.19,4925.43,No
2021-06-30 ,7611,1.21,5635.71,No
2021-07-01 ,10078,1.24,7513.62,Yes
2021-07-02 ,6802,1.23,4987.71,No
2021-07-03 ,15062,0.83,11117.89,Yes
2021-07-04 ,22713,0.87,16866.94,Yes
2021-07-05 ,18695,0.96,13813.07,Yes
2021-07-06 ,20274,0.67,15291.35,Yes
2021-07-07 ,29153,0.68,22146.64,Yes
2021-07-08 ,13758,0.6,10509.44,Yes
2021-07-09 ,7172,0.42,5511.81,No
2021-07-10 ,4396,0.63,3305.12,No
2021-07-11 ,12196,0.54,9215.2,Yes
2021-07-12 ,12679,0.98,9300.35,Yes
2021-07-13 ,12658,0.81,9335.74,Yes
2021-07-14 ,12969,0.51,9860.53,Yes
2021-07-15 ,11979,0.95,8961.68,Yes
2021-07-16 ,4950,1.26,3647.37,No
2021-07-17 ,12306,0.69,9281.85,Yes
2021-07-18 ,18442,0.57,14088.5,Yes
2021-07-19 ,18231,0.89,13618.05,Yes
2021-07-20 ,17934,0.56,13657.45,Yes
2021-07-21 ,18191,0.94,13485.56,Yes
2021-07-22 ,15216,0.95,11252.24,Yes
2021-07-23 ,9792,0.89,7335.11,No
2021-07-24 ,3775,0.41,2914.97,No
2021-07-25 ,16736,0.91,12408.95,Yes
2021-07-26 ,13799,0.97,10215.23,Yes
2021-07-27 ,11334,0.97,8438.01,Yes
2021-07-28 ,10372,0.81,7726.17,Yes
2021-07-29 ,15297,0.53,11628.22,Yes
2021-07-30 ,13515,0.98,10079.49,Yes
2021-07-31 ,5605,0.37,4331.7,No
2021-08-01 ,12125,0.58,9115.73,Yes
2021-08-02 ,16963,0.82,12667.48,Yes
2021-08-03 ,20924,0.95,15345.38,Yes
2021-08-04 ,12760,0.5,9675.26,Yes
2021-08-05 ,13269,1.14,9727.92,Yes
2021-08-06 ,13105,0.81,9753.36,Yes
2021-08-07 ,25880,0.95,19046.04,Yes
2021-08-08 ,25565,0.91,18796.65,Yes
2021-08-09 ,21291,0.95,15654.9,Yes
2021-08-10 ,18330,0.92,13580.97,Yes
2021-08-11 ,18924,0.89,14138.84,Yes
2021-08-12 ,17633,0.55,13406.49,Yes
2021-08-13 ,7757,1.2,5738.59,No
2021-08-14 ,19217,0.86,14419.09,Yes
2021-08-15 ,20702,0.84,15865.57,Yes
2021-08-16 ,25594,0.75,19640.42,Yes
2021-08-17 ,20887,0.9,15494.61,Yes
2021-08-18 ,17227,0.53,13098.67,Yes
2021-08-19 ,14257,0.9,10531.87,Yes
2021-08-20 ,16171,0.95,11959.32,Yes
2021-08-21 ,8504,1.21,6234.01,No
2021-08-22 ,13965,0.65,10379.4,Yes
2021-08-23 ,20536,0.93,15048.65,Yes
2021-08-24 ,20773,0.9,15439.83,Yes
2021-08-25 ,21381,1.0,15781.6,Yes
2021-08-26 ,18889,0.94,13807.05,Yes
2021-08-27 ,14286,0.96,10519.79,Yes
2021-08-28 ,16630,0.72,12531.72,Yes
2021-08-29 ,26059,0.7,19680.08,Yes
2021-08-30 ,15644,0.62,11665.02,Yes
2021-08-31 ,20419,0.48,15545.13,Yes
2021-09-01 ,15007,0.86,11125.93,Yes
2021-09-02 ,7500,0.75,5554.16,No
2021-09-03 ,11542,1.02,8430.89,Yes
2021-09-04 ,33608,1.1,25223.38,Yes
2021-09-05 ,35357,1.19,26340.11,Yes
2021-09-06 ,21898,0.85,16196.44,Yes
2021-09-07 ,21486,0.55,16355.44,Yes
2021-09-08 ,10673,0.69,7796.41,Yes
2021-09-09 ,22094,0.88,16191.87,Yes
2021-09-10 ,17929,0.96,13348.43,Yes
2021-09-11 ,10849,0.57,8265.32,Yes
2021-09-12 ,7300,0.55,5541.57,No
2021-09-13 ,13799,0.87,10329.46,Yes
2021-09-14 ,12226,0.68,9150.12,Yes
2021-09-15 ,17968,0.93,13375.45,Yes
2021-09-16 ,9757,0.64,7313.87,No
2021-09-17 ,15187,0.67,11508.86,Yes
2021-09-18 ,12685,0.92,9366.83,Yes
2021-09-19 ,11390,0.66,8496.89,Yes
2021-09-20 ,14008,0.76,10249.27,Yes
2021-09-21 ,11675,0.48,8884.44,Yes
2021-09-22 ,16222,0.58,12245.82,Yes
2021-09-23 ,18461,0.58,13997.25,Yes
2021-09-24 ,10586,0.93,7822.83,Yes
2021-09-25 ,6616,0.44,5035.78,No
2021-09-26 ,14239,0.73,10824.87,Yes
2021-09-27 ,15130,0.58,11571.35,Yes
2021-09-28 ,17057,0.83,13105.64,Yes
2021-09-29 ,26371,0.64,20461.03,Yes
2021-09-30 ,13694,0.61,10632.6,Yes
2021-10-01 ,17302,0.51,13446.46,Yes
2021-10-02 ,10617,0.85,7885.19,Yes
2021-10-03 ,9356,0.97,6823.85,No
2021-10-04 ,16818,0.71,12953.37,Yes
2021-10-05 ,20838,0.55,16166.16,Yes
2021-10-06 ,11558,0.4,8870.85,Yes
2021-10-07 ,16783,0.73,12848.06,Yes
2021-10-08 ,17628,0.61,13646.15,Yes
2021-10-09 ,15495,0.85,11521.66,Yes
2021-10-10 ,10844,1.09,7879.72,Yes
2021-10-11 ,10150,0.49,7771.98,Yes
2021-10-12 ,17246,0.57,13346.28,Yes
2021-10-13 ,22508,0.62,17599.82,Yes
2021-10-14 ,10316,0.59,8164.93,Yes
2021-10-15 ,8396,0.99,6238.56,No
2021-10-16 ,6008,0.43,4603.36,No
2021-10-17 ,16875,0.65,12973.4,Yes
2021-10-18 ,19186,0.61,14771.27,Yes
2021-10-19 ,15439,0.93,11734.65,Yes
2021-10-20 ,15114,0.64,11670.02,Yes
2021-10-21 ,11319,0.86,8413.08,Yes
2021-10-22 ,10420,0.83,7730.37,Yes
2021-10-23 ,15461,0.6,11551.72,Yes
2021-10-24 ,8979,0.6,6745.8,No
2021-10-25 ,13809,0.51,10504.96,Yes
2021-10-26 ,12401,0.83,9175.36,Yes
2021-10-27 ,14277,0.56,10917.17,Yes
2021-10-28 ,14902,0.55,11353.82,Yes
2021-10-29 ,11447,0.49,8682.94,Yes
2021-10-30 ,33994,0.92,25097.53,Yes
2021-10-31 ,34753,0.84,26605.5,Yes
2021-11-01 ,6873,0.58,5193.97,No
2021-11-02 ,5507,0.4,4263.56,No
2021-11-03 ,15833,0.88,11678.71,Yes
2021-11-04 ,17388,0.58,13155.44,Yes
2021-11-05 ,14861,0.97,10999.9,Yes
2021-11-06 ,10357,0.44,7849.34,Yes
2021-11-07 ,14429,0.45,11020.53,Yes
2021-11-08 ,11672,0.57,8827.9,Yes
2021-11-09 ,12301,0.55,9400.93,Yes
2021-11-10 ,12159,0.89,9036.26,Yes
2021-11-11 ,10519,0.5,8023.56,Yes
2021-11-12 ,13530,0.84,10089.42,Yes
2021-11-13 ,8507,1.14,6201.85,No
2021-11-14 ,14761,0.88,11001.71,Yes
2021-11-15 ,13293,0.89,9936.47,Yes
2021-11-16 ,6002,0.43,4629.28,No
2021-11-17 ,10342,0.49,7867.1,Yes
2021-11-18 ,12577,0.52,9630.87,Yes
2021-11-19 ,12360,0.49,9520.57,Yes
2021-11-20 ,20436,0.69,14827.36,Yes
2021-11-21 ,21992,0.64,16702.78,Yes
2021-11-22 ,13598,0.95,10082.72,Yes
2021-11-23 ,6010,1.23,4385.91,No
2021-11-24 ,11881,0.99,8709.6,Yes
2021-11-25 ,6115,0.58,4602.37,No
2021-11-26 ,5178,1.22,3831.06,No
2021-11-27 ,3570,0.55,2712.34,No
