com.samsung.shealth.social.leaderboard,6196009,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-28 04:07:16.897,2018-04-27 13:40:49.022,1,a23526fb-592c-473f-b389-7048d64f4945.body.json,200,Jxx4Glzrrb,com.sec.android.app.shealth,1638072436724,a23526fb-592c-473f-b389-7048d64f4945,
2021-11-28 04:07:16.845,2018-08-05 00:01:44.159,42,422c0434-3a83-4eb4-afa8-db3ea8d1e42d.body.json,101,Jxx4Glzrrb,com.sec.android.app.shealth,1638072436722,422c0434-3a83-4eb4-afa8-db3ea8d1e42d,
2021-11-28 04:07:16.766,2018-04-27 13:40:50.268,32,ae823492-3e8d-4c16-a6b3-d3c812f1f92f.body.json,102,Jxx4Glzrrb,com.sec.android.app.shealth,1638072436721,ae823492-3e8d-4c16-a6b3-d3c812f1f92f,
