com.samsung.shealth.social.public_challenge.history,6196009,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-05-26 12:31:27.563,2021-05-26 12:31:27.563,cdbdba26-4944-4d56-b4b6-19cdae091f70.body.json,SIMPLE_LEVEL,Jxx4Glzrrb,com.sec.android.app.shealth,1622032287549,cdbdba26-4944-4d56-b4b6-19cdae091f70,
