com.samsung.shealth.exercise.weather,6196009,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
0.0,0,2016-09-10 02:32:25.490,36.354626,,동북동. 68.0,대체로 흐림,0,0,AccuWeather,2016-09-10 02:32:25.493,2016-09-10 02:32:25.493,1,127.37977,77.0,80,UTC+0900,poYXze4wAV,623270ec-1303-418c-a8b2-c51324e7dca5,com.sec.android.app.shealth,mi/h,0,4.4,20,967340ce-693b-4de9-a1ab-4de859118796,
0.0,0,2016-12-23 23:57:36.272,36.333336,,북동. 45.0,일부 화창,0,0,AccuWeather,2016-12-23 23:57:36.277,2016-12-23 23:57:36.277,1,127.43452,29.0,79,UTC+0900,poYXze4wAV,7cd62afd-0713-410d-88fd-633dbc44f203,com.sec.android.app.shealth,mi/h,0,3.2,4,6d4abf29-a635-44af-8cbb-af75e7ffdb7d,
0.0,0,2017-01-22 04:42:52.426,36.35219,,북북서. 338.0,약한 눈,0,0,AccuWeather,2017-01-22 04:42:52.432,2017-01-22 04:42:52.432,1,127.20934,27.0,65,UTC+0900,poYXze4wAV,6eb9ac57-a648-46ff-9d76-7281b660165a,com.sec.android.app.shealth,mi/h,0,4.6,12,ea8c66de-60cf-4e47-812e-ba2afd16ca95,
0.0,0,2017-01-22 03:35:04.585,36.353306,,북북서. 338.0,약한 눈,0,0,AccuWeather,2017-01-22 03:35:04.600,2017-01-22 03:35:04.600,1,127.20243,27.0,66,UTC+0900,poYXze4wAV,8e9ce553-4589-4679-81f2-bb36d598cd01,com.sec.android.app.shealth,mi/h,0,4.6,12,c99e84cf-e691-4f23-ae19-2523732480ac,
0.0,0,2017-02-18 03:35:06.050,35.429855,,서북서. 293.0,화창,0,0,AccuWeather,2017-02-18 03:35:06.058,2017-02-18 03:35:06.058,1,127.58245,32.0,36,UTC+0900,poYXze4wAV,0a892fba-d3ce-423b-b7ab-c72602e5fff3,com.sec.android.app.shealth,mi/h,0,14.6,1,9c01e5ba-44c1-46bd-9786-b6ddebe10e41,
0.0,0,2017-02-16 14:28:09.225,36.360588,,남. 180.0,흐림,0,0,AccuWeather,2017-02-16 14:28:09.230,2017-02-16 14:28:09.230,1,127.369415,48.0,83,UTC+0900,poYXze4wAV,e8f558fa-20f9-4e87-aaba-8a8d3559ab33,com.sec.android.app.shealth,mi/h,0,6.3,20,63c12599-736d-4728-ad4e-6b1ef8713ec1,
0.0,0,2017-04-30 05:15:09.134,35.8741,,서. 270.0,화창,0,0,AccuWeather,2017-04-30 05:15:09.136,2017-04-30 05:15:09.136,1,128.69623,84.0,30,UTC+0900,poYXze4wAV,f581b61e-4bea-4ed1-b1cd-c2adf184d046,com.sec.android.app.shealth,mi/h,0,5.8,1,74052192-37fe-4f6c-a04e-6ed00b30e348,
,0,2017-05-09 21:25:37.425,36.3608,,남남서. 203.0,흐림,0,0,AccuWeather,2017-05-09 21:25:37.426,2017-05-09 21:25:37.426,1,127.36925,58.0,97,UTC+0900,poYXze4wAV,6b4cb823-f6d6-4fbf-993d-567a38152697,com.sec.android.app.shealth,mi/h,0,3.3,20,9f2de2c5-e1d9-4edb-abc4-ed372c27279a,
,0,2017-06-09 23:41:05.974,36.333004,,서. 270.0,일부 화창,0,0,AccuWeather,2017-06-09 23:41:05.976,2017-06-09 23:41:05.976,1,127.4344,69.0,82,UTC+0900,poYXze4wAV,e270b800-c54f-408d-8414-175936921d80,com.sec.android.app.shealth,mi/h,0,2.1,4,4b86eef3-f2b7-404f-b92d-859c3c418aef,
,0,2017-06-26 09:43:13.566,37.51836,,남서. 225.0,약한 비,0,0,AccuWeather,2017-06-26 09:43:13.568,2017-06-26 09:43:13.568,1,127.02092,73.0,92,UTC+0900,poYXze4wAV,3676aab2-a88e-4deb-8485-81d60ea70200,com.sec.android.app.shealth,mi/h,0,1.4,9,ff0f503a-6581-4930-8894-a6c3a49b85fe,
,0,2017-07-31 12:06:25.603,36.36831,,북북서. 338.0,흐림,0,0,AccuWeather,2017-07-31 12:06:25.604,2017-07-31 12:06:25.604,1,127.38223,75.0,99,UTC+0900,poYXze4wAV,a7fa4cd3-f8ca-4248-a786-ebd18127efeb,com.sec.android.app.shealth,mi/h,0,1.7,20,0a7a27ae-7f72-4891-b4eb-6b51b8eab90c,
,0,2017-07-29 03:55:04.171,35.871147,,남동. 135.0,대체로 흐림,0,0,AccuWeather,2017-07-29 03:55:04.172,2017-07-29 03:55:04.172,1,128.70216,77.0,83,UTC+0900,poYXze4wAV,3cf119a7-d694-4110-854f-5fa6f7eef5fc,com.sec.android.app.shealth,mi/h,0,9.2,20,1fc9150a-cbb0-44d9-8e70-9832cee1f274,
,0,2017-08-15 13:53:23.117,36.360283,,북서. 315.0,흐림,0,0,AccuWeather,2017-08-15 13:53:23.119,2017-08-15 13:53:23.119,1,127.36982,76.0,90,UTC+0900,poYXze4wAV,af3a7d27-2196-4901-9ee5-1e769d91325d,com.sec.android.app.shealth,mi/h,0,0.4,20,bf6ebe2b-77d8-498d-a3a8-770b33553567,
,0,2017-08-14 13:04:35.149,36.35972,,북북서. 338.0,약한 비,0,0,AccuWeather,2017-08-14 13:04:35.151,2017-08-14 13:04:35.151,1,127.36853,74.0,89,UTC+0900,poYXze4wAV,989f0225-2329-4120-b473-f7aae037ecee,com.sec.android.app.shealth,mi/h,0,1.9,9,13aebc71-54f4-4b26-bd08-454d01d82339,
0.0,0,2016-12-31 21:35:09.090,36.39767,,북서. 315.0,일부 흐림,0,0,AccuWeather,2016-12-31 21:35:09.095,2016-12-31 21:35:09.095,1,127.45009,31.0,96,UTC+0900,poYXze4wAV,7c859ce0-ff4f-418e-9f26-5f5a8c9f3775,com.sec.android.app.shealth,mi/h,0,3.5,11,ad478fb0-82eb-449b-ac2b-f03969fc4d79,
,0,2018-06-15 02:39:21.888,36.660744,,동. 74,대체로 흐림,0,1,WeatherNews_korea,2018-06-15 02:39:21.889,2018-06-15 02:39:21.889,1,127.52561,24.0,51,UTC+0900,poYXze4wAV,c18c2898-7e64-4ab9-b9ae-599c0d3117a8,com.sec.android.app.shealth,km/h,0,2.0,3,5bc77e72-0f6a-4c2a-b7c8-0b400ee02d8f,
,0,2018-06-15 03:16:56.629,36.66425,,동. 74,맑음,0,1,WeatherNews_korea,2018-06-15 03:16:56.632,2018-06-15 03:16:56.632,1,127.53308,24.0,50,UTC+0900,poYXze4wAV,6b994a09-e06e-497c-afca-1f2c34cb4e80,com.sec.android.app.shealth,km/h,0,2.0,1,90998840-a302-4c48-8c1a-572fcab7d7ed,
0.0,0,2017-01-22 05:15:05.900,36.35388,,북서. 315.0,대체로 흐림,0,0,AccuWeather,2017-01-22 05:15:05.905,2017-01-22 05:15:05.905,1,127.223564,28.0,53,UTC+0900,poYXze4wAV,80c14655-d365-4a64-8ce5-d40edaed58b2,com.sec.android.app.shealth,mi/h,0,16.8,20,1fc8ecb9-a3ce-45f0-9616-0bc9fbb3e1f0,
0.0,0,2017-01-05 14:45:15.715,36.361023,,동남동. 113.0,흐림,0,0,AccuWeather,2017-01-05 14:45:15.719,2017-01-05 14:45:15.719,1,127.369995,40.0,75,UTC+0900,poYXze4wAV,4c9e2dc9-b667-41c5-8644-f1902ba90c8d,com.sec.android.app.shealth,mi/h,0,7.8,20,f7c00c40-52e9-4aac-a2ab-2df5b43dfe4a,
