com.samsung.shealth.library_subscription,6196009,1
subscription_state,update_time,create_time,tile_controller_id,type,deviceuuid,pkg_name,datauuid,provider_pkg_name
1,2016-09-10 02:14:48.992,2016-09-10 02:14:48.992,goal.suggestion,1,poYXze4wAV,com.sec.android.app.shealth,ebcc3fa9-4f06-4b98-af8f-5135ae46879a,com.sec.android.app.shealth,
1,2016-09-10 02:15:31.649,2016-09-10 02:15:31.649,goal.activity,1,poYXze4wAV,com.sec.android.app.shealth,993b1a8a-a7b6-4e29-90f2-36bd396b1249,com.sec.android.app.shealth,
1,2016-09-10 02:31:08.816,2016-09-10 02:31:08.816,tracker.sport_walking,0,poYXze4wAV,com.sec.android.app.shealth,421be77c-2f51-41aa-af49-0b9b3c8267c1,com.sec.android.app.shealth,
1,2016-09-10 14:40:30.456,2016-09-10 14:40:30.456,tracker.caffeine,0,poYXze4wAV,com.sec.android.app.shealth,acf7b464-d510-4a77-9a1a-b205cf3fc05e,com.sec.android.app.shealth,
