Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-07-08 ,2913,0.48,2273.4,No
2021-07-09 ,5945,0.44,4692.96,No
2021-07-10 ,4005,0.38,3183.3,No
2021-07-11 ,3580,0.42,2872.41,No
2021-07-12 ,5380,0.55,4170.9,No
2021-07-13 ,5485,0.4,4322.7,No
2021-07-14 ,7971,0.7,6285.6,No
2021-07-15 ,5813,1.49,4554.52,No
2021-07-16 ,2396,0.33,1884.96,No
2021-07-17 ,1914,0.25,1529.21,No
2021-07-18 ,2942,0.72,2305.42,No
2021-07-19 ,2422,0.54,1909.3,No
2021-07-20 ,3325,0.48,2572.49,No
2021-07-21 ,5424,0.55,4227.26,No
2021-07-22 ,5687,0.52,4432.22,No
2021-07-23 ,3613,0.38,2846.21,No
2021-07-24 ,3989,0.55,3127.05,No
2021-07-25 ,1671,1.38,1288.25,No
2021-07-26 ,2681,0.58,2103.9,No
2021-07-27 ,4583,0.69,3563.31,No
2021-07-28 ,3746,0.99,2901.14,No
2021-07-29 ,1732,0.77,1375.99,No
2021-07-30 ,4954,0.69,3899.83,No
2021-07-31 ,4284,0.5,3377.57,No
2021-08-01 ,882,0.33,695.6,No
2021-08-02 ,3044,0.47,2434.53,No
2021-08-03 ,2528,0.39,2033.66,No
2021-08-04 ,4492,0.62,3523.41,No
2021-08-05 ,3271,1.44,2554.71,No
2021-08-06 ,2699,0.5,2197.86,No
2021-08-07 ,2760,0.73,2107.0,No
2021-08-08 ,1398,1.18,1055.14,No
2021-08-09 ,4354,0.59,3475.45,No
2021-08-10 ,2677,0.43,2145.3,No
2021-08-11 ,5547,0.76,4366.01,No
2021-08-12 ,3246,0.41,2609.98,No
2021-08-13 ,3124,0.41,2504.3,No
2021-08-14 ,7236,0.34,5730.74,No
2021-08-15 ,4178,0.31,3274.15,No
2021-08-16 ,3777,0.4,3008.49,No
2021-08-17 ,3206,0.33,2583.84,No
2021-08-18 ,592,0.23,463.26,No
2021-08-19 ,1193,0.33,918.98,No
2021-08-20 ,4326,0.42,3406.75,No
2021-08-21 ,4249,0.39,3355.74,No
2021-08-22 ,1096,0.33,862.8,No
2021-08-23 ,3248,0.46,2578.51,No
2021-08-24 ,5502,0.38,4386.45,No
2021-08-25 ,4477,0.34,3556.94,No
2021-08-26 ,6255,0.38,4990.01,No
2021-08-27 ,7589,0.34,6080.18,No
2021-08-28 ,2837,0.66,2217.97,No
2021-08-29 ,4903,0.46,3873.18,No
2021-08-30 ,2908,0.44,2278.16,No
2021-08-31 ,3405,0.6,2657.18,No
2021-09-01 ,4553,1.07,3574.9,No
2021-09-02 ,1343,0.46,1100.74,No
2021-09-03 ,1336,0.39,1071.94,No
2021-09-04 ,2157,0.34,1721.54,No
2021-09-05 ,2523,0.46,2026.78,No
2021-09-06 ,5549,0.43,4435.93,No
2021-09-07 ,6200,0.34,4947.85,No
2021-09-08 ,5373,0.33,4325.92,No
2021-09-09 ,5160,0.31,4169.44,No
2021-09-10 ,5981,0.39,4767.16,No
2021-09-11 ,5441,0.37,4330.97,No
2021-09-12 ,2188,0.34,1730.6,No
2021-09-13 ,498,1.35,379.17,No
2021-09-14 ,2614,1.39,2016.19,No
2021-09-15 ,633,1.41,482.18,No
2021-09-16 ,117,1.2,87.29,No
2021-09-17 ,1369,1.4,1054.31,No
2021-09-18 ,1099,1.42,841.52,No
2021-09-19 ,1136,1.37,869.51,No
2021-09-20 ,1556,1.36,1200.54,No
2021-09-21 ,162,1.33,122.96,No
2021-09-22 ,3436,1.43,2657.4,No
2021-09-23 ,790,1.3,602.76,No
2021-09-24 ,9007,0.81,6979.63,No
2021-09-25 ,4690,0.4,3672.89,No
2021-09-26 ,2429,0.97,1874.95,No
2021-09-27 ,690,0.29,544.54,No
2021-09-28 ,2723,1.4,2104.63,No
2021-09-29 ,479,1.31,381.13,No
2021-09-30 ,1916,1.4,1468.19,No
2021-10-01 ,809,1.29,621.2,No
2021-10-02 ,924,1.29,707.67,No
2021-10-04 ,118,1.24,88.0,No
2021-10-05 ,709,1.29,538.68,No
2021-10-06 ,746,1.35,569.97,No
2021-10-07 ,1353,1.28,1045.66,No
2021-10-08 ,2531,1.36,1943.01,No
2021-10-09 ,3122,0.81,2401.08,No
2021-10-10 ,2913,0.76,2254.95,No
2021-10-11 ,6477,0.45,5116.21,No
2021-10-12 ,10687,0.38,8407.94,Yes
2021-10-13 ,9146,0.38,7129.13,No
2021-10-14 ,5276,0.34,4123.25,No
2021-10-15 ,843,0.25,657.31,No
2021-10-16 ,3024,0.63,2365.75,No
2021-10-17 ,3818,0.54,3001.38,No
2021-10-18 ,1347,1.45,1041.37,No
2021-10-19 ,7374,0.57,5724.23,No
2021-10-20 ,12561,0.41,9896.26,Yes
2021-10-21 ,11550,0.45,9158.53,Yes
2021-10-22 ,8945,0.45,7167.5,No
2021-10-23 ,4642,0.37,3725.63,No
2021-10-24 ,565,0.35,434.73,No
2021-10-25 ,3277,0.42,2588.54,No
2021-10-26 ,2613,0.3,2087.09,No
2021-10-27 ,10625,0.9,8234.26,Yes
2021-10-28 ,4523,1.34,3427.5,No
2021-10-29 ,3315,0.7,2593.07,No
2021-10-30 ,9171,0.75,7146.27,No
2021-10-31 ,2837,1.36,2179.23,No
2021-11-01 ,5310,0.81,4156.69,No
2021-11-02 ,9148,0.43,7175.07,No
2021-11-03 ,6145,0.42,4791.43,No
2021-11-04 ,6656,0.8,5214.25,No
2021-11-05 ,8160,0.69,6369.47,No
2021-11-06 ,1486,1.29,1129.86,No
2021-11-07 ,82,1.1,61.04,No
2021-11-08 ,10025,0.46,7923.97,Yes
2021-11-09 ,4563,0.46,3589.28,No
2021-11-10 ,864,1.32,658.83,No
2021-11-11 ,833,1.33,632.12,No
2021-11-12 ,109,1.13,83.29,No
2021-11-13 ,2447,1.4,1919.62,No
2021-11-14 ,1745,1.24,1336.12,No
2021-11-15 ,1299,1.37,1001.04,No
2021-11-16 ,1853,1.27,1401.25,No
2021-11-17 ,1653,1.37,1269.8,No
2021-11-18 ,1791,1.34,1364.74,No
2021-11-19 ,1963,1.25,1494.42,No
2021-11-20 ,942,1.33,719.87,No
2021-11-21 ,2788,1.28,2120.35,No
2021-11-22 ,489,1.46,377.64,No
2021-11-23 ,1055,1.23,800.59,No
2021-11-24 ,158,1.32,118.39,No
2021-11-25 ,266,1.4,203.43,No
2021-11-26 ,2725,1.31,2074.98,No
2021-11-27 ,1302,1.32,990.76,No
2021-11-28 ,9806,0.63,7607.36,No
2021-11-29 ,5141,0.38,4059.62,No
2021-11-30 ,4633,0.32,3680.12,No
2021-12-01 ,4905,0.34,3905.52,No
2021-12-02 ,6402,0.37,5059.7,No
2021-12-03 ,5820,0.33,4616.07,No
