com.samsung.shealth.social.public_challenge,6196009,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-29 13:50:54.259,2021-11-28 05:04:09.205,a7b40615-b38b-489e-ad80-9b9e4640c618.body.json,QyB8D3zs1J,com.sec.android.app.shealth,1638193854245,a7b40615-b38b-489e-ad80-9b9e4640c618,
