com.samsung.shealth.tracker.pedometer_day_summary,6196009,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
987,c6821ac6-4faf-4c1a-9aa5-b85f9ef913ac.binning_data.json,2220000,6000,0,2021-07-08 15:00:00.923,com.sec.android.app.shealth,2021-07-08 06:33:01.877,,0.34403726,763.76276,33.426277,987,3IGv5P20p2,com.sec.android.app.shealth,0,c6821ac6-4faf-4c1a-9aa5-b85f9ef913ac.achievement.json,c6821ac6-4faf-4c1a-9aa5-b85f9ef913ac,1625702400000,
1112,90ee1677-ba0b-4d6f-af5d-e76577fcb1f1.binning_data.json,2119235,6000,0,2021-07-08 14:28:24.750,com.sec.android.app.shealth,2021-07-08 06:31:28.413,90ee1677-ba0b-4d6f-af5d-e76577fcb1f1.source_info.json,0.40775576,864.1305,38.45599,1112,VfS0qUERdZ,com.sec.android.app.shealth,0,90ee1677-ba0b-4d6f-af5d-e76577fcb1f1.achievement.json,90ee1677-ba0b-4d6f-af5d-e76577fcb1f1,1625702400000,
4791,4c59b763-a096-47ac-8fe7-387583e4b281.binning_data.json,7639742,6000,230,2021-07-10 14:58:04.571,com.sec.android.app.shealth,2021-07-09 16:02:02.509,4c59b763-a096-47ac-8fe7-387583e4b281.source_info.json,0.4947638,3779.8682,175.47661,4561,VfS0qUERdZ,com.sec.android.app.shealth,0,4c59b763-a096-47ac-8fe7-387583e4b281.achievement.json,4c59b763-a096-47ac-8fe7-387583e4b281,1625875200000,
362,8425e4ab-dec9-421f-a3b3-d68a6a12f0c0.binning_data.json,199235,6000,0,2021-07-08 15:00:00.579,com.sec.android.app.shealth,2021-07-08 15:00:00.579,,1.430589,285.0241,12.659619,362,QyB8D3zs1J,com.sec.android.app.shealth,0,8425e4ab-dec9-421f-a3b3-d68a6a12f0c0.achievement.json,8425e4ab-dec9-421f-a3b3-d68a6a12f0c0,1625702400000,
2420,74bafd9c-d9b3-4ac4-8298-9edddb2fd59d.binning_data.json,1300855,6000,0,2021-07-10 15:00:00.660,com.sec.android.app.shealth,2021-07-10 15:00:00.660,,1.4298393,1860.0139,84.91006,2420,QyB8D3zs1J,com.sec.android.app.shealth,0,74bafd9c-d9b3-4ac4-8298-9edddb2fd59d.achievement.json,74bafd9c-d9b3-4ac4-8298-9edddb2fd59d,1625875200000,
4005,e6ba7c31-4a43-4c89-887d-8b36a304a63c.binning_data.json,8339999,6000,230,2021-07-10 15:00:01.309,com.sec.android.app.shealth,2021-07-10 15:00:01.309,,0.38169006,3183.2952,147.73137,3775,3IGv5P20p2,com.sec.android.app.shealth,0,e6ba7c31-4a43-4c89-887d-8b36a304a63c.achievement.json,e6ba7c31-4a43-4c89-887d-8b36a304a63c,1625875200000,
1551,385affa8-75b4-4c82-a9c0-7eea4a60ff1f.binning_data.json,2626728,6000,9,2021-07-12 15:01:30.142,com.sec.android.app.shealth,2021-07-11 15:09:02.328,385affa8-75b4-4c82-a9c0-7eea4a60ff1f.source_info.json,0.4652581,1222.1064,54.095444,1542,VfS0qUERdZ,com.sec.android.app.shealth,0,385affa8-75b4-4c82-a9c0-7eea4a60ff1f.achievement.json,385affa8-75b4-4c82-a9c0-7eea4a60ff1f,1626048000000,
99,9bfdd221-28ba-4639-b895-aeb0e840d4fa.binning_data.json,60862,6000,0,2021-07-12 15:00:00.932,com.sec.android.app.shealth,2021-07-12 15:00:00.932,,1.2025937,73.19238,3.5547333,99,QyB8D3zs1J,com.sec.android.app.shealth,0,9bfdd221-28ba-4639-b895-aeb0e840d4fa.achievement.json,9bfdd221-28ba-4639-b895-aeb0e840d4fa,1626048000000,
1486,00ffea7e-383c-4283-a2ec-0ee1e380ee78.binning_data.json,2640000,6000,9,2021-07-13 15:00:01.836,com.sec.android.app.shealth,2021-07-12 15:00:01.799,,0.444716,1174.0503,51.753754,1477,3IGv5P20p2,com.sec.android.app.shealth,0,00ffea7e-383c-4283-a2ec-0ee1e380ee78.achievement.json,00ffea7e-383c-4283-a2ec-0ee1e380ee78,1626048000000,
1439,00e0b9f7-a0fe-4e48-83b9-17b6994dd31e.binning_data.json,3699704,6000,37,2021-07-09 14:30:01.385,com.sec.android.app.shealth,2021-07-08 15:46:39.183,00e0b9f7-a0fe-4e48-83b9-17b6994dd31e.source_info.json,0.30387402,1124.244,51.734768,1402,VfS0qUERdZ,com.sec.android.app.shealth,0,00e0b9f7-a0fe-4e48-83b9-17b6994dd31e.achievement.json,00e0b9f7-a0fe-4e48-83b9-17b6994dd31e,1625788800000,
1227,c9bdf17a-3717-4f39-ab8e-24d83f31431b.binning_data.json,2256439,6000,35,2021-07-14 09:56:02.577,com.sec.android.app.shealth,2021-07-13 16:25:03.325,c9bdf17a-3717-4f39-ab8e-24d83f31431b.source_info.json,0.44093326,994.93933,42.184948,1192,VfS0qUERdZ,com.sec.android.app.shealth,0,c9bdf17a-3717-4f39-ab8e-24d83f31431b.achievement.json,c9bdf17a-3717-4f39-ab8e-24d83f31431b,1626220800000,
65,023bc4a3-ac4d-4782-b3f1-d651bb7e70fb.binning_data.json,43382,6000,0,2021-07-14 15:00:00.956,com.sec.android.app.shealth,2021-07-14 15:00:00.956,,1.1182874,48.513794,2.2739127,65,QyB8D3zs1J,com.sec.android.app.shealth,0,023bc4a3-ac4d-4782-b3f1-d651bb7e70fb.achievement.json,023bc4a3-ac4d-4782-b3f1-d651bb7e70fb,1626220800000,
1174,4815b095-da96-49ee-b391-bfb347a3e01a.binning_data.json,2220000,6000,35,2021-07-14 15:00:02.069,com.sec.android.app.shealth,2021-07-14 15:00:02.069,,0.43021274,955.07227,40.340942,1139,3IGv5P20p2,com.sec.android.app.shealth,0,4815b095-da96-49ee-b391-bfb347a3e01a.achievement.json,4815b095-da96-49ee-b391-bfb347a3e01a,1626220800000,
3999,ead2aff6-9c09-4542-9e7c-7ac775a41eda.binning_data.json,6455646,6000,55,2021-07-11 14:59:58.778,com.sec.android.app.shealth,2021-07-10 15:06:02.058,ead2aff6-9c09-4542-9e7c-7ac775a41eda.source_info.json,0.494049,3189.4055,138.68623,3944,VfS0qUERdZ,com.sec.android.app.shealth,0,ead2aff6-9c09-4542-9e7c-7ac775a41eda.achievement.json,ead2aff6-9c09-4542-9e7c-7ac775a41eda,1625961600000,
1887,f60150f0-cae5-4225-b21a-135b83c6f601.binning_data.json,4140000,6000,12,2021-07-16 15:00:01.855,com.sec.android.app.shealth,2021-07-16 15:00:01.855,,0.36753,1521.5742,63.975037,1875,3IGv5P20p2,com.sec.android.app.shealth,0,f60150f0-cae5-4225-b21a-135b83c6f601.achievement.json,f60150f0-cae5-4225-b21a-135b83c6f601,1626393600000,
694,fc36cd1b-02a8-46d3-ab2b-78d92d941c2e.binning_data.json,412336,6000,0,2021-07-09 15:00:00.890,com.sec.android.app.shealth,2021-07-09 15:00:00.890,,1.2851529,529.9153,24.488857,694,QyB8D3zs1J,com.sec.android.app.shealth,0,fc36cd1b-02a8-46d3-ab2b-78d92d941c2e.achievement.json,fc36cd1b-02a8-46d3-ab2b-78d92d941c2e,1625788800000,
5380,aaaa0f9c-e657-4677-afdd-332f9715e71d.binning_data.json,7652152,6000,59,2021-07-13 14:53:02.730,com.sec.android.app.shealth,2021-07-12 15:01:29.986,aaaa0f9c-e657-4677-afdd-332f9715e71d.source_info.json,0.5450623,4170.9004,190.78358,5321,VfS0qUERdZ,com.sec.android.app.shealth,0,aaaa0f9c-e657-4677-afdd-332f9715e71d.achievement.json,aaaa0f9c-e657-4677-afdd-332f9715e71d,1626134400000,
2060,c6bdf75b-ac2a-42b2-85b9-a14d830e608e.binning_data.json,4065873,6000,12,2021-07-16 14:38:02.884,com.sec.android.app.shealth,2021-07-15 15:06:03.050,c6bdf75b-ac2a-42b2-85b9-a14d830e608e.source_info.json,0.40602732,1650.856,69.98807,2048,VfS0qUERdZ,com.sec.android.app.shealth,0,c6bdf75b-ac2a-42b2-85b9-a14d830e608e.achievement.json,c6bdf75b-ac2a-42b2-85b9-a14d830e608e,1626393600000,
358,d5d878b5-742c-4cd3-9c86-4394d5fb38c0.binning_data.json,226162,6000,0,2021-07-16 15:00:00.860,com.sec.android.app.shealth,2021-07-16 15:00:00.860,,1.1952201,270.31348,12.472488,358,QyB8D3zs1J,com.sec.android.app.shealth,0,d5d878b5-742c-4cd3-9c86-4394d5fb38c0.achievement.json,d5d878b5-742c-4cd3-9c86-4394d5fb38c0,1626393600000,
1255,2223ba89-6993-4f66-8e9b-2db758668273.binning_data.json,702176,6000,0,2021-07-11 15:00:00.603,com.sec.android.app.shealth,2021-07-11 15:00:00.603,,1.3716837,963.1638,44.094406,1255,QyB8D3zs1J,com.sec.android.app.shealth,0,2223ba89-6993-4f66-8e9b-2db758668273.achievement.json,2223ba89-6993-4f66-8e9b-2db758668273,1625961600000,
1451,6bc0aee7-b88a-4397-937e-a4b9d03aae92.binning_data.json,3420000,6000,20,2021-07-18 15:00:03.811,com.sec.android.app.shealth,2021-07-18 15:00:03.811,,0.3312317,1132.8125,51.174072,1431,3IGv5P20p2,com.sec.android.app.shealth,0,6bc0aee7-b88a-4397-937e-a4b9d03aae92.achievement.json,6bc0aee7-b88a-4397-937e-a4b9d03aae92,1626566400000,
6797,ab7094c3-1d8d-4130-912a-2cf320a01195.binning_data.json,7115047,6000,14,2021-07-15 14:57:04.433,com.sec.android.app.shealth,2021-07-14 16:48:02.930,ab7094c3-1d8d-4130-912a-2cf320a01195.source_info.json,0.7491912,5330.5312,235.18376,6783,VfS0qUERdZ,com.sec.android.app.shealth,0,ab7094c3-1d8d-4130-912a-2cf320a01195.achievement.json,ab7094c3-1d8d-4130-912a-2cf320a01195,1626307200000,
889,027380da-a986-47e3-951f-930d9fa6a7c8.binning_data.json,2460000,6000,0,2021-07-20 15:00:01.811,com.sec.android.app.shealth,2021-07-20 15:00:01.811,,0.279593,687.7988,31.166992,889,3IGv5P20p2,com.sec.android.app.shealth,0,027380da-a986-47e3-951f-930d9fa6a7c8.achievement.json,027380da-a986-47e3-951f-930d9fa6a7c8,1626739200000,
3799,3b767e33-3488-4074-8d5c-f6519c1356cd.binning_data.json,2116523,6000,2,2021-07-13 15:00:00.892,com.sec.android.app.shealth,2021-07-13 15:00:00.892,,1.3802067,2921.2405,133.8427,3797,QyB8D3zs1J,com.sec.android.app.shealth,0,3b767e33-3488-4074-8d5c-f6519c1356cd.achievement.json,3b767e33-3488-4074-8d5c-f6519c1356cd,1626134400000,
1178,1800c411-55cc-428c-b246-4b6f1426ae10.binning_data.json,673984,6000,10,2021-07-18 15:00:01.983,com.sec.android.app.shealth,2021-07-18 15:00:01.983,,1.3477379,908.355,41.376617,1168,QyB8D3zs1J,com.sec.android.app.shealth,0,1800c411-55cc-428c-b246-4b6f1426ae10.achievement.json,1800c411-55cc-428c-b246-4b6f1426ae10,1626566400000,
1864,4c3eab50-6886-43f0-9005-cc18cd4abc44.binning_data.json,2950585,6000,10,2021-07-18 13:51:06.147,com.sec.android.app.shealth,2021-07-17 15:05:04.489,4c3eab50-6886-43f0-9005-cc18cd4abc44.source_info.json,0.4907904,1448.1191,65.41438,1854,VfS0qUERdZ,com.sec.android.app.shealth,0,4c3eab50-6886-43f0-9005-cc18cd4abc44.achievement.json,4c3eab50-6886-43f0-9005-cc18cd4abc44,1626566400000,
3120,f74f3cd5-5768-4167-a742-f19dc94c47a6.binning_data.json,4860000,6000,0,2021-07-22 15:00:02.418,com.sec.android.app.shealth,2021-07-22 15:00:02.418,,0.5010935,2435.3145,108.92297,3120,3IGv5P20p2,com.sec.android.app.shealth,0,f74f3cd5-5768-4167-a742-f19dc94c47a6.achievement.json,f74f3cd5-5768-4167-a742-f19dc94c47a6,1626912000000,
2396,2417e6f3-eaa0-4510-9620-3781ad1b3cee.binning_data.json,5678537,6000,108,2021-07-17 14:50:01.915,com.sec.android.app.shealth,2021-07-16 15:05:04.633,2417e6f3-eaa0-4510-9620-3781ad1b3cee.source_info.json,0.33194464,1884.96,86.40468,2288,VfS0qUERdZ,com.sec.android.app.shealth,0,2417e6f3-eaa0-4510-9620-3781ad1b3cee.achievement.json,2417e6f3-eaa0-4510-9620-3781ad1b3cee,1626480000000,
5813,8e957533-2c39-4ea3-8617-e9b2932842c5.binning_data.json,3055124,6000,6,2021-07-15 15:00:01.032,com.sec.android.app.shealth,2021-07-15 15:00:01.032,,1.4907789,4554.5156,200.09407,5807,QyB8D3zs1J,com.sec.android.app.shealth,0,8e957533-2c39-4ea3-8617-e9b2932842c5.achievement.json,8e957533-2c39-4ea3-8617-e9b2932842c5,1626307200000,
656,e489ca56-affc-46b5-b437-99ffd7b81c3f.binning_data.json,401293,6000,0,2021-07-20 15:00:00.912,com.sec.android.app.shealth,2021-07-20 15:00:00.912,,1.2433287,498.93994,23.39087,656,QyB8D3zs1J,com.sec.android.app.shealth,0,e489ca56-affc-46b5-b437-99ffd7b81c3f.achievement.json,e489ca56-affc-46b5-b437-99ffd7b81c3f,1626739200000,
1353,41740dce-8e40-4859-a512-4e46e282a189.binning_data.json,2434813,6000,0,2021-07-20 14:54:58.972,com.sec.android.app.shealth,2021-07-19 16:54:02.401,41740dce-8e40-4859-a512-4e46e282a189.source_info.json,0.42592156,1037.0396,47.871124,1353,VfS0qUERdZ,com.sec.android.app.shealth,0,41740dce-8e40-4859-a512-4e46e282a189.achievement.json,41740dce-8e40-4859-a512-4e46e282a189,1626739200000,
967,1d50ee51-217e-461a-b4cf-f49ad829f0b0.binning_data.json,577940,6000,0,2021-07-17 15:00:00.957,com.sec.android.app.shealth,2021-07-17 15:00:00.957,,1.2606676,728.5908,33.814667,967,QyB8D3zs1J,com.sec.android.app.shealth,0,1d50ee51-217e-461a-b4cf-f49ad829f0b0.achievement.json,1d50ee51-217e-461a-b4cf-f49ad829f0b0,1626480000000,
1532,4df9febc-9b7f-4eb8-b7bf-31e5dd423cb3.binning_data.json,3959999,6000,12,2021-07-24 15:00:02.920,com.sec.android.app.shealth,2021-07-24 15:00:02.920,,0.3053884,1209.3379,53.20105,1520,3IGv5P20p2,com.sec.android.app.shealth,0,4df9febc-9b7f-4eb8-b7bf-31e5dd423cb3.achievement.json,4df9febc-9b7f-4eb8-b7bf-31e5dd423cb3,1627084800000,
2942,69f061b7-4352-47e3-8c96-5388bf813948.binning_data.json,3200606,6000,27,2021-07-19 11:31:42.881,com.sec.android.app.shealth,2021-07-18 15:11:51.582,69f061b7-4352-47e3-8c96-5388bf813948.source_info.json,0.72030693,2305.419,102.16193,2915,VfS0qUERdZ,com.sec.android.app.shealth,0,69f061b7-4352-47e3-8c96-5388bf813948.achievement.json,69f061b7-4352-47e3-8c96-5388bf813948,1626652800000,
2143,fe9fd8ad-94a6-4056-89eb-28cf2199ce41.binning_data.json,1165911,6000,0,2021-07-22 15:00:01.433,com.sec.android.app.shealth,2021-07-22 15:00:01.433,,1.4267418,1663.4541,74.08322,2143,QyB8D3zs1J,com.sec.android.app.shealth,0,fe9fd8ad-94a6-4056-89eb-28cf2199ce41.achievement.json,fe9fd8ad-94a6-4056-89eb-28cf2199ce41,1626912000000,
196,b5bc84a9-72de-4818-b422-9dad5a06d13a.binning_data.json,900000,6000,0,2021-07-26 15:00:02.417,com.sec.android.app.shealth,2021-07-26 15:00:02.417,,0.17078993,153.71094,7.2438965,196,3IGv5P20p2,com.sec.android.app.shealth,0,b5bc84a9-72de-4818-b422-9dad5a06d13a.achievement.json,b5bc84a9-72de-4818-b422-9dad5a06d13a,1627257600000,
2133,ece0055b-6a0e-4506-a8fb-86c2826296ae.binning_data.json,1139842,6000,0,2021-07-19 15:00:01.052,com.sec.android.app.shealth,2021-07-19 15:00:01.052,,1.4575287,1661.3535,73.37027,2133,QyB8D3zs1J,com.sec.android.app.shealth,0,ece0055b-6a0e-4506-a8fb-86c2826296ae.achievement.json,ece0055b-6a0e-4506-a8fb-86c2826296ae,1626652800000,
3599,9fd3ce0e-3675-4d69-a527-7ae56de90ebf.binning_data.json,4269136,6000,0,2021-07-22 09:23:03.036,com.sec.android.app.shealth,2021-07-21 16:42:00.573,9fd3ce0e-3675-4d69-a527-7ae56de90ebf.source_info.json,0.65559334,2798.8174,125.150604,3599,VfS0qUERdZ,com.sec.android.app.shealth,0,9fd3ce0e-3675-4d69-a527-7ae56de90ebf.achievement.json,9fd3ce0e-3675-4d69-a527-7ae56de90ebf,1626912000000,
601,ef1f5037-0887-4746-9802-70a51e38bb19.binning_data.json,359509,6000,0,2021-07-24 15:00:01.219,com.sec.android.app.shealth,2021-07-24 15:00:01.219,,1.2738152,457.94922,21.05194,601,QyB8D3zs1J,com.sec.android.app.shealth,0,ef1f5037-0887-4746-9802-70a51e38bb19.achievement.json,ef1f5037-0887-4746-9802-70a51e38bb19,1627084800000,
2436,c880082c-f366-4c61-8223-e628628dc6b4.binning_data.json,3378885,6000,10,2021-07-21 14:18:18.954,com.sec.android.app.shealth,2021-07-20 15:31:03.593,c880082c-f366-4c61-8223-e628628dc6b4.source_info.json,0.55778545,1884.6934,84.63797,2426,VfS0qUERdZ,com.sec.android.app.shealth,0,c880082c-f366-4c61-8223-e628628dc6b4.achievement.json,c880082c-f366-4c61-8223-e628628dc6b4,1626825600000,
1265,11d166da-bf5d-4058-9d13-c39b6bd52778.binning_data.json,2280000,6000,0,2021-07-28 15:00:02.082,com.sec.android.app.shealth,2021-07-28 15:00:02.082,,0.4354612,992.85156,43.829834,1265,3IGv5P20p2,com.sec.android.app.shealth,0,11d166da-bf5d-4058-9d13-c39b6bd52778.achievement.json,11d166da-bf5d-4058-9d13-c39b6bd52778,1627430400000,
1354,8ed6064c-9054-4ae5-ade1-45f768d7e51c.binning_data.json,777011,6000,0,2021-07-21 15:00:01.029,com.sec.android.app.shealth,2021-07-21 15:00:01.029,,1.3263904,1030.6211,47.075836,1354,QyB8D3zs1J,com.sec.android.app.shealth,0,8ed6064c-9054-4ae5-ade1-45f768d7e51c.achievement.json,8ed6064c-9054-4ae5-ade1-45f768d7e51c,1626825600000,
1848,d5827487-b640-4990-9484-c940aeab64ff.binning_data.json,3659509,6000,12,2021-07-24 13:29:06.430,com.sec.android.app.shealth,2021-07-23 15:46:59.361,d5827487-b640-4990-9484-c940aeab64ff.source_info.json,0.39585483,1448.6348,64.23065,1836,VfS0qUERdZ,com.sec.android.app.shealth,0,d5827487-b640-4990-9484-c940aeab64ff.achievement.json,d5827487-b640-4990-9484-c940aeab64ff,1627084800000,
