com.samsung.shealth.social.public_challenge.history,6196009,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-29 13:50:54.712,2021-11-28 05:04:09.665,459c173a-8347-4956-bee1-45c340b057b1.body.json,SIMPLE_LEVEL,QyB8D3zs1J,com.sec.android.app.shealth,1638193854709,459c173a-8347-4956-bee1-45c340b057b1,
