com.samsung.shealth.social.public_challenge.extra,6196009,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-07-08 10:50:41.639,2021-07-08 10:50:41.639,2,{"uiViewStatusItemList":[]},QyB8D3zs1J,com.sec.android.app.shealth,e167d396-7848-4d41-96f6-30c8e2e4404a,
