com.samsung.shealth.social.leaderboard,6196009,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-11-28 05:04:09.446,2021-07-08 19:39:26.143,90,c352703f-67cf-4884-802f-bb9d0eaa0ed0.body.json,102,QyB8D3zs1J,com.sec.android.app.shealth,1638075849430,c352703f-67cf-4884-802f-bb9d0eaa0ed0,
2021-11-28 05:04:09.486,2021-07-08 19:39:26.191,94,ab6b0448-374b-429d-8b30-007ceed7e9c9.body.json,101,QyB8D3zs1J,com.sec.android.app.shealth,1638075849432,ab6b0448-374b-429d-8b30-007ceed7e9c9,
2021-11-28 05:04:09.685,2021-07-08 19:39:26.224,1,570d408d-31be-4e9d-afda-02f0bc4e5963.body.json,200,QyB8D3zs1J,com.sec.android.app.shealth,1638075849649,570d408d-31be-4e9d-afda-02f0bc4e5963,
