com.samsung.shealth.activity.goal,6196009,1
update_time,create_time,value,time_offset,deviceuuid,pkg_name,set_time,datauuid
2021-07-08 09:08:18.235,2021-07-08 09:08:18.235,60,UTC+0900,QyB8D3zs1J,com.sec.android.app.shealth,1625735298230,1d9c7474-4847-46b3-9ae7-0c49ae298c25,
2021-07-08 05:57:50.409,2021-07-08 05:57:50.409,60,UTC+0900,QyB8D3zs1J,com.sec.android.app.shealth,1625723870402,06e50e94-3ef1-4ffa-815f-2ca68deeb1f5,
