com.samsung.shealth.social.public_challenge.extra,6200039,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-07-13 07:43:57.836,2021-07-13 07:43:57.836,2,{"uiViewStatusItemList":[]},MvwKid7qVC,com.sec.android.app.shealth,054049b1-9c83-49c5-98d5-261df155c34b,
