com.samsung.shealth.tracker.pedometer_day_summary,6200039,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
4532,85e5a60d-ca58-489f-9cef-876f59ac61a1.binning_data.json,2412769,6000,144,2021-07-13 12:57:04.028,com.sec.android.app.shealth,2021-07-13 09:11:37.025,85e5a60d-ca58-489f-9cef-876f59ac61a1.source_info.json,1.5029097,3626.1746,181.73233,4388,VfS0qUERdZ,com.sec.android.app.shealth,0,85e5a60d-ca58-489f-9cef-876f59ac61a1.achievement.json,85e5a60d-ca58-489f-9cef-876f59ac61a1,1626134400000,
8955,f93a10e1-891a-42a6-9456-967ad6013842.binning_data.json,5294946,6000,0,2021-07-15 11:36:00.261,com.sec.android.app.shealth,2021-07-14 23:15:03.706,f93a10e1-891a-42a6-9456-967ad6013842.source_info.json,1.3210524,6994.9023,349.35202,8955,VfS0qUERdZ,com.sec.android.app.shealth,0,f93a10e1-891a-42a6-9456-967ad6013842.achievement.json,f93a10e1-891a-42a6-9456-967ad6013842,1626307200000,
9841,969b70f1-3d7f-40fc-956f-364c6be24751.binning_data.json,5494698,6000,14,2021-07-17 14:11:04.768,com.sec.android.app.shealth,2021-07-17 05:11:47.052,969b70f1-3d7f-40fc-956f-364c6be24751.source_info.json,1.3997806,7691.373,396.6014,9827,VfS0qUERdZ,com.sec.android.app.shealth,0,969b70f1-3d7f-40fc-956f-364c6be24751.achievement.json,969b70f1-3d7f-40fc-956f-364c6be24751,1626480000000,
880,0ad32c87-1c63-47a2-bda9-f23723d666a5.binning_data.json,1480186,6000,0,2021-07-19 14:03:03.681,com.sec.android.app.shealth,2021-07-18 23:00:52.360,0ad32c87-1c63-47a2-bda9-f23723d666a5.source_info.json,0.459993,680.87537,32.552605,880,VfS0qUERdZ,com.sec.android.app.shealth,0,0ad32c87-1c63-47a2-bda9-f23723d666a5.achievement.json,0ad32c87-1c63-47a2-bda9-f23723d666a5,1626652800000,
12712,bc8899a0-d901-44e0-8475-d46358231df6.binning_data.json,7902484,6000,285,2021-07-21 14:35:58.824,com.sec.android.app.shealth,2021-07-21 01:24:01.793,bc8899a0-d901-44e0-8475-d46358231df6.source_info.json,1.2614334,9968.457,533.3075,12427,VfS0qUERdZ,com.sec.android.app.shealth,0,bc8899a0-d901-44e0-8475-d46358231df6.achievement.json,bc8899a0-d901-44e0-8475-d46358231df6,1626825600000,
5142,14a6aee4-4ba5-428a-8de1-0ee5a89bf2a4.binning_data.json,3098529,6000,40,2021-07-23 14:27:50.883,com.sec.android.app.shealth,2021-07-23 04:35:58.231,14a6aee4-4ba5-428a-8de1-0ee5a89bf2a4.source_info.json,1.2866668,3986.7747,204.40733,5102,VfS0qUERdZ,com.sec.android.app.shealth,0,14a6aee4-4ba5-428a-8de1-0ee5a89bf2a4.achievement.json,14a6aee4-4ba5-428a-8de1-0ee5a89bf2a4,1626998400000,
4387,9793f1a7-7a34-4217-8bef-ab5a60eb63b2.binning_data.json,2711202,6000,57,2021-07-25 13:17:58.222,com.sec.android.app.shealth,2021-07-25 01:29:02.199,9793f1a7-7a34-4217-8bef-ab5a60eb63b2.source_info.json,1.2786839,3466.7717,152.7344,4330,VfS0qUERdZ,com.sec.android.app.shealth,0,9793f1a7-7a34-4217-8bef-ab5a60eb63b2.achievement.json,9793f1a7-7a34-4217-8bef-ab5a60eb63b2,1627171200000,
5693,7616e831-306e-4eca-96b8-240d035311dd.binning_data.json,5459999,6000,99,2021-07-27 15:42:15.747,com.sec.android.app.shealth,2021-07-26 15:30:32.084,,0.80094403,4373.1543,203.67615,5594,ULvLH/6rWJ,com.sec.android.app.shealth,1345,7616e831-306e-4eca-96b8-240d035311dd.achievement.json,7616e831-306e-4eca-96b8-240d035311dd,1627344000000,
5564,4ec6bd2f-e9db-47d5-a1c9-3877d019a3c0.binning_data.json,4236748,6000,40,2021-07-29 12:56:02.385,com.sec.android.app.shealth,2021-07-29 03:05:35.627,4ec6bd2f-e9db-47d5-a1c9-3877d019a3c0.source_info.json,1.0055572,4260.2935,213.36333,5524,VfS0qUERdZ,com.sec.android.app.shealth,0,4ec6bd2f-e9db-47d5-a1c9-3877d019a3c0.achievement.json,4ec6bd2f-e9db-47d5-a1c9-3877d019a3c0,1627516800000,
6504,feaaae84-1d62-440b-b448-2f9d7fbad368.binning_data.json,4481743,6000,78,2021-07-31 14:55:43.264,com.sec.android.app.shealth,2021-07-31 04:34:00.543,feaaae84-1d62-440b-b448-2f9d7fbad368.source_info.json,1.1206146,5022.307,259.15176,6426,VfS0qUERdZ,com.sec.android.app.shealth,0,feaaae84-1d62-440b-b448-2f9d7fbad368.achievement.json,feaaae84-1d62-440b-b448-2f9d7fbad368,1627689600000,
