com.samsung.shealth.social.public_challenge.history,6200039,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2021-07-21 07:44:41.385,2021-07-13 23:29:34.504,12f6d9e9-b5a1-4532-a92e-23d14e64a439.body.json,SIMPLE_LEVEL,MvwKid7qVC,com.sec.android.app.shealth,1626853481378,12f6d9e9-b5a1-4532-a92e-23d14e64a439,
